"t","u","r","y","em_x","em_y",
0,-0.063025,-1.1567,-0.8416,0,0,
0.2,-0.062496,-1.1541,-0.8416,-0.0276,-0.0028405,
0.4,-0.061987,-1.1515,-0.8416,-0.053203,-0.0079163,
0.6,-0.061494,-1.1491,-0.8416,-0.076812,-0.015223,
0.8,-0.061019,-1.1467,-0.84162,-0.098435,-0.024753,
1,-0.060558,-1.1444,-0.84165,-0.11808,-0.036496,
1.2,-0.060111,-1.1423,-0.84171,-0.13576,-0.05044,
1.4,-0.059675,-1.1402,-0.8418,-0.1515,-0.066568,
1.6,-0.059248,-1.1382,-0.84193,-0.1653,-0.084862,
1.8,-0.058827,-1.1363,-0.84213,-0.17718,-0.1053,
2,-0.058409,-1.1344,-0.84239,-0.18719,-0.12787,
2.2,-0.057992,-1.1327,-0.84274,-0.19533,-0.15253,
2.4,-0.057572,-1.131,-0.84318,-0.20163,-0.17927,
2.6,-0.057146,-1.1295,-0.84374,-0.20614,-0.20806,
2.8,-0.056711,-1.128,-0.84443,-0.20889,-0.23886,
3,-0.056263,-1.1266,-0.84526,-0.2099,-0.27166,
3.2,-0.055798,-1.1252,-0.84624,-0.20923,-0.30642,
3.4,-0.055314,-1.124,-0.8474,-0.20691,-0.3431,
3.6,-0.054807,-1.1228,-0.84874,-0.203,-0.38169,
3.8,-0.054273,-1.1216,-0.85028,-0.19753,-0.42215,
4,-0.05371,-1.1206,-0.85203,-0.19057,-0.46445,
4.2,-0.053114,-1.1196,-0.854,-0.18215,-0.50856,
4.4,-0.052483,-1.1186,-0.85621,-0.17235,-0.55446,
4.6,-0.051814,-1.1177,-0.85866,-0.1612,-0.6021,
4.8,-0.051105,-1.1169,-0.86135,-0.14878,-0.65147,
5,-0.050353,-1.1161,-0.86431,-0.13514,-0.70254,
5.2,-0.049557,-1.1153,-0.86752,-0.12035,-0.75527,
5.4,-0.048715,-1.1146,-0.87099,-0.10446,-0.80965,
5.6,-0.047827,-1.1139,-0.87473,-0.087532,-0.86564,
5.8,-0.046892,-1.1132,-0.87873,-0.069642,-0.92322,
6,-0.045908,-1.1125,-0.88298,-0.050848,-0.98237,
6.2,-0.044878,-1.1119,-0.88749,-0.031216,-1.0431,
6.4,-0.0438,-1.1112,-0.89224,-0.010809,-1.1053,
6.6,-0.042676,-1.1106,-0.89723,0.010309,-1.169,
6.8,-0.041507,-1.11,-0.90245,0.032075,-1.2341,
7,-0.040294,-1.1093,-0.90788,0.054426,-1.3008,
7.2,-0.03904,-1.1087,-0.9135,0.077301,-1.3688,
7.4,-0.037747,-1.108,-0.91931,0.10064,-1.4382,
7.6,-0.036417,-1.1074,-0.92529,0.12439,-1.509,
7.8,-0.035052,-1.1067,-0.93141,0.14849,-1.5811,
8,-0.033657,-1.106,-0.93767,0.17288,-1.6546,
8.2,-0.032234,-1.1052,-0.94403,0.19752,-1.7293,
8.4,-0.030786,-1.1044,-0.95049,0.22236,-1.8054,
8.6,-0.029317,-1.1036,-0.95701,0.24734,-1.8826,
8.8,-0.027829,-1.1027,-0.96358,0.27243,-1.9611,
9,-0.026328,-1.1018,-0.97019,0.29758,-2.0407,
9.2,-0.024816,-1.1009,-0.9768,0.32276,-2.1215,
9.4,-0.023296,-1.0999,-0.98341,0.34793,-2.2034,
9.6,-0.021771,-1.0988,-0.98999,0.37306,-2.2864,
9.8,-0.020246,-1.0978,-0.99653,0.39811,-2.3705,
