"t","u","r","y","em_x","em_y",
0,0.056173,-0.047129,-0.328,0,0,
0.2,0.055862,-0.048687,-0.328,-0.0068769,0.015923,
0.4,0.055567,-0.050163,-0.328,-0.010916,0.03088,
0.6,0.055287,-0.051555,-0.32799,-0.012123,0.044874,
0.8,0.055023,-0.052864,-0.32798,-0.010507,0.057907,
1,0.054772,-0.054091,-0.32795,-0.0060823,0.069985,
1.2,0.054534,-0.055237,-0.32791,0.0011354,0.081113,
1.4,0.054306,-0.056302,-0.32783,0.011125,0.091299,
1.6,0.054087,-0.057286,-0.32772,0.023864,0.10055,
1.8,0.053874,-0.058191,-0.32756,0.039324,0.10888,
2,0.053665,-0.059018,-0.32734,0.057477,0.1163,
2.2,0.053457,-0.059768,-0.32706,0.078289,0.12283,
2.4,0.053248,-0.060443,-0.32668,0.10172,0.12848,
2.6,0.053034,-0.061043,-0.32622,0.12775,0.13327,
2.8,0.052813,-0.061572,-0.32564,0.15632,0.13721,
3,0.052581,-0.062031,-0.32494,0.18739,0.14034,
3.2,0.052335,-0.062422,-0.3241,0.22093,0.14267,
3.4,0.052072,-0.062748,-0.32311,0.25688,0.14424,
3.6,0.051788,-0.063011,-0.32195,0.29521,0.14506,
3.8,0.051481,-0.063214,-0.32062,0.33586,0.14518,
4,0.051147,-0.06336,-0.3191,0.37878,0.14462,
4.2,0.050784,-0.063453,-0.31737,0.42393,0.14341,
4.4,0.050387,-0.063495,-0.31543,0.47126,0.14161,
4.6,0.049955,-0.063491,-0.31327,0.52072,0.13923,
4.8,0.049485,-0.063444,-0.31087,0.57226,0.13634,
5,0.048974,-0.063359,-0.30823,0.62583,0.13296,
5.2,0.04842,-0.063239,-0.30534,0.68138,0.12913,
5.4,0.047822,-0.063089,-0.3022,0.73886,0.12492,
5.6,0.047177,-0.062913,-0.2988,0.79822,0.12036,
5.8,0.046485,-0.062716,-0.29514,0.85942,0.1155,
6,0.045744,-0.062502,-0.29122,0.92241,0.11038,
6.2,0.044953,-0.062276,-0.28704,0.98713,0.10507,
6.4,0.044114,-0.062042,-0.28261,1.0535,0.099599,
6.6,0.043225,-0.061806,-0.27793,1.1216,0.094026,
6.8,0.042287,-0.061572,-0.27301,1.1913,0.088398,
7,0.041302,-0.061345,-0.26785,1.2625,0.082763,
7.2,0.040269,-0.061128,-0.26247,1.3352,0.077169,
7.4,0.039192,-0.060928,-0.25689,1.4093,0.071664,
7.6,0.038071,-0.060748,-0.2511,1.4849,0.066293,
7.8,0.036909,-0.060591,-0.24513,1.5619,0.061099,
8,0.035708,-0.060463,-0.239,1.6402,0.056126,
8.2,0.034471,-0.060367,-0.23272,1.7198,0.051413,
8.4,0.033201,-0.060307,-0.22631,1.8006,0.046999,
