"t","u","r","y","em_x","em_y",
0,0.043081,-0.90994,-1.1253,0,0,
0.2,0.043073,-0.90998,-1.1253,-0.024961,0.03275,
0.4,0.043078,-0.90995,-1.1253,-0.04863,0.062795,
0.6,0.043095,-0.90987,-1.1253,-0.07101,0.09014,
0.8,0.043124,-0.90971,-1.1253,-0.092105,0.1148,
1,0.043164,-0.9095,-1.1253,-0.11192,0.13677,
1.2,0.043214,-0.90922,-1.1253,-0.13047,0.15609,
1.4,0.043273,-0.90888,-1.1252,-0.14775,0.17276,
1.6,0.04334,-0.90848,-1.1252,-0.16378,0.18682,
1.8,0.043413,-0.90801,-1.1251,-0.17857,0.19828,
2,0.04349,-0.90749,-1.1249,-0.19213,0.20718,
2.2,0.04357,-0.9069,-1.1248,-0.20448,0.21355,
2.4,0.04365,-0.90626,-1.1245,-0.21563,0.21742,
2.6,0.043729,-0.90556,-1.1242,-0.22559,0.21885,
2.8,0.043804,-0.90481,-1.1238,-0.23439,0.21785,
3,0.043874,-0.904,-1.1234,-0.24203,0.21449,
3.2,0.043934,-0.90313,-1.1228,-0.24853,0.20881,
3.4,0.043983,-0.90222,-1.1221,-0.2539,0.20085,
3.6,0.044019,-0.90126,-1.1214,-0.25817,0.19067,
3.8,0.044038,-0.90025,-1.1204,-0.26134,0.17832,
4,0.044038,-0.8992,-1.1194,-0.26344,0.16386,
4.2,0.044016,-0.8981,-1.1182,-0.26447,0.14734,
4.4,0.043969,-0.89697,-1.1168,-0.26444,0.12882,
4.6,0.043895,-0.8958,-1.1153,-0.26337,0.10837,
4.8,0.043791,-0.89459,-1.1135,-0.26127,0.086034,
5,0.043655,-0.89336,-1.1116,-0.25815,0.061884,
5.2,0.043484,-0.89209,-1.1095,-0.25401,0.035982,
5.4,0.043277,-0.89081,-1.1072,-0.24886,0.0083912,
5.6,0.04303,-0.8895,-1.1046,-0.24271,-0.020824,
5.8,0.042742,-0.88817,-1.1019,-0.23557,-0.051598,
6,0.042411,-0.88683,-1.0989,-0.22743,-0.083865,
6.2,0.042037,-0.88549,-1.0957,-0.21829,-0.11756,
6.4,0.041616,-0.88413,-1.0922,-0.20817,-0.15262,
6.6,0.04115,-0.88278,-1.0885,-0.19706,-0.18898,
6.8,0.040636,-0.88143,-1.0846,-0.18495,-0.22657,
7,0.040075,-0.88008,-1.0805,-0.17186,-0.26533,
7.2,0.039467,-0.87875,-1.0761,-0.15778,-0.30519,
7.4,0.038811,-0.87742,-1.0715,-0.1427,-0.34609,
7.6,0.038109,-0.87612,-1.0667,-0.12662,-0.38798,
7.8,0.03736,-0.87484,-1.0616,-0.10955,-0.43078,
8,0.036567,-0.87359,-1.0564,-0.091485,-0.47443,
8.2,0.035731,-0.87236,-1.051,-0.072418,-0.51889,
8.4,0.034853,-0.87117,-1.0454,-0.052351,-0.56408,
8.6,0.033935,-0.87002,-1.0397,-0.031285,-0.60996,
8.8,0.032979,-0.86891,-1.0338,-0.0092206,-0.65647,
9,0.031988,-0.86783,-1.0278,0.01384,-0.70356,
9.2,0.030964,-0.86681,-1.0216,0.037894,-0.75117,
9.4,0.02991,-0.86583,-1.0154,0.062938,-0.79926,
9.6,0.028828,-0.86491,-1.0091,0.088966,-0.84777,
9.8,0.027722,-0.86404,-1.0027,0.11597,-0.89667,
10,0.026595,-0.86323,-0.9962,0.14395,-0.94591,
10.2,0.025448,-0.86247,-0.98971,0.17288,-0.99545,
10.4,0.024286,-0.86177,-0.9832,0.20277,-1.0453,
10.6,0.023112,-0.86113,-0.97669,0.23359,-1.0953,
10.8,0.021927,-0.86056,-0.97019,0.26535,-1.1455,
11,0.020736,-0.86004,-0.96372,0.29801,-1.1959,
11.2,0.01954,-0.85959,-0.95729,0.33157,-1.2464,
11.4,0.018343,-0.85921,-0.95092,0.36601,-1.297,
11.6,0.017146,-0.85888,-0.94461,0.40132,-1.3476,
11.8,0.015952,-0.85862,-0.93838,0.43747,-1.3983,
12,0.014764,-0.85843,-0.93225,0.47444,-1.4491,
12.2,0.013583,-0.85829,-0.92621,0.51222,-1.4999,
12.4,0.012411,-0.85822,-0.92028,0.55079,-1.5506,
12.6,0.01125,-0.85822,-0.91447,0.59013,-1.6013,
12.8,0.010101,-0.85827,-0.90877,0.63021,-1.652,
13,0.0089649,-0.85838,-0.90321,0.67102,-1.7026,
