"t","u","r","y","em_x","em_y",
0,0.059971,-1.8798,-2.1797,0,0,
0.2,0.060054,-1.8794,-2.1797,-0.0090307,-0.014537,
0.4,0.060156,-1.8789,-2.1797,-0.019776,-0.031533,
0.6,0.060273,-1.8783,-2.1797,-0.032232,-0.050982,
0.8,0.060407,-1.8776,-2.1796,-0.046393,-0.072878,
1,0.060555,-1.8768,-2.1796,-0.062252,-0.097208,
1.2,0.060716,-1.876,-2.1796,-0.079796,-0.12396,
1.4,0.060887,-1.875,-2.1795,-0.099014,-0.15311,
1.6,0.061065,-1.874,-2.1793,-0.11989,-0.18465,
1.8,0.061249,-1.8729,-2.1791,-0.14241,-0.21854,
2,0.061434,-1.8717,-2.1789,-0.16654,-0.25477,
2.2,0.061616,-1.8704,-2.1785,-0.19227,-0.29331,
2.4,0.061793,-1.8691,-2.178,-0.21957,-0.33413,
2.6,0.06196,-1.8676,-2.1774,-0.24841,-0.3772,
2.8,0.062112,-1.8661,-2.1767,-0.27875,-0.42249,
3,0.062244,-1.8645,-2.1757,-0.31057,-0.46996,
3.2,0.062352,-1.8629,-2.1746,-0.34383,-0.51958,
3.4,0.062431,-1.8611,-2.1733,-0.37847,-0.57133,
3.6,0.062476,-1.8593,-2.1717,-0.41447,-0.62516,
3.8,0.062481,-1.8575,-2.1699,-0.45177,-0.68104,
4,0.062441,-1.8556,-2.1678,-0.49033,-0.73894,
4.2,0.062351,-1.8536,-2.1654,-0.53008,-0.79882,
4.4,0.062206,-1.8516,-2.1626,-0.57097,-0.86066,
4.6,0.062,-1.8495,-2.1595,-0.61295,-0.92442,
4.8,0.06173,-1.8474,-2.1561,-0.65595,-0.99007,
5,0.06139,-1.8453,-2.1522,-0.6999,-1.0576,
5.2,0.060976,-1.8431,-2.148,-0.74474,-1.1269,
5.4,0.060486,-1.8409,-2.1434,-0.7904,-1.1981,
5.6,0.059914,-1.8387,-2.1383,-0.8368,-1.271,
5.8,0.059259,-1.8365,-2.1328,-0.88387,-1.3457,
6,0.058519,-1.8343,-2.1269,-0.93154,-1.4222,
6.2,0.057691,-1.8321,-2.1205,-0.97972,-1.5003,
6.4,0.056775,-1.8299,-2.1138,-1.0283,-1.5801,
6.6,0.05577,-1.8277,-2.1065,-1.0773,-1.6616,
6.8,0.054678,-1.8255,-2.0989,-1.1266,-1.7447,
7,0.053498,-1.8234,-2.0909,-1.176,-1.8295,
7.2,0.052233,-1.8213,-2.0825,-1.2256,-1.9158,
7.4,0.050885,-1.8192,-2.0737,-1.2753,-2.0037,
7.6,0.049457,-1.8172,-2.0645,-1.3248,-2.0931,
7.8,0.047954,-1.8153,-2.055,-1.3743,-2.1841,
8,0.046379,-1.8134,-2.0453,-1.4236,-2.2765,
8.2,0.044736,-1.8116,-2.0352,-1.4727,-2.3704,
8.4,0.043032,-1.8098,-2.025,-1.5214,-2.4657,
8.6,0.041272,-1.8081,-2.0145,-1.5698,-2.5625,
8.8,0.039462,-1.8066,-2.0039,-1.6177,-2.6606,
9,0.037607,-1.8051,-1.9931,-1.6652,-2.76,
9.2,0.035714,-1.8036,-1.9822,-1.7121,-2.8607,
9.4,0.03379,-1.8023,-1.9713,-1.7584,-2.9627,
9.6,0.03184,-1.8011,-1.9603,-1.804,-3.066,
9.8,0.029871,-1.8,-1.9494,-1.849,-3.1704,
10,0.027889,-1.799,-1.9384,-1.8933,-3.276,
10.2,0.025899,-1.7981,-1.9276,-1.9369,-3.3827,
10.4,0.023908,-1.7973,-1.9168,-1.9797,-3.4904,
10.6,0.02192,-1.7966,-1.9062,-2.0217,-3.5992,
10.8,0.01994,-1.796,-1.8957,-2.0629,-3.709,
11,0.017972,-1.7955,-1.8854,-2.1033,-3.8197,
11.2,0.01602,-1.7951,-1.8752,-2.1429,-3.9313,
11.4,0.014088,-1.7949,-1.8653,-2.1817,-4.0439,
11.6,0.012179,-1.7947,-1.8556,-2.2197,-4.1572,
11.8,0.010295,-1.7946,-1.8461,-2.2569,-4.2713,
12,0.0084386,-1.7946,-1.8368,-2.2933,-4.3862,
12.2,0.0066108,-1.7948,-1.8278,-2.3288,-4.5019,
12.4,0.0048127,-1.795,-1.8191,-2.3636,-4.6182,
12.6,0.0030453,-1.7953,-1.8105,-2.3976,-4.7352,
12.8,0.0013085,-1.7957,-1.8023,-2.4308,-4.8528,
13,-0.00039819,-1.7962,-1.7942,-2.4632,-4.9709,
13.2,-0.002075,-1.7968,-1.7865,-2.4949,-5.0897,
13.4,-0.0037229,-1.7975,-1.7789,-2.5259,-5.209,
13.6,-0.0053424,-1.7983,-1.7716,-2.5561,-5.3288,
13.8,-0.0069332,-1.7991,-1.7645,-2.5857,-5.449,
14,-0.0084951,-1.8,-1.7576,-2.6145,-5.5698,
14.2,-0.010028,-1.8011,-1.7509,-2.6427,-5.6909,
14.4,-0.011529,-1.8021,-1.7445,-2.6702,-5.8125,
14.6,-0.012998,-1.8033,-1.7383,-2.6971,-5.9345,
14.8,-0.014433,-1.8045,-1.7323,-2.7234,-6.0568,
15,-0.015833,-1.8058,-1.7266,-2.7491,-6.1795,
15.2,-0.017193,-1.8071,-1.7212,-2.7742,-6.3025,
15.4,-0.018513,-1.8086,-1.716,-2.7987,-6.4258,
15.6,-0.01979,-1.81,-1.7111,-2.8227,-6.5494,
15.8,-0.021021,-1.8116,-1.7065,-2.8463,-6.6732,
16,-0.022202,-1.8131,-1.7021,-2.8693,-6.7974,
16.2,-0.023331,-1.8148,-1.6981,-2.8919,-6.9217,
16.4,-0.024405,-1.8165,-1.6944,-2.9141,-7.0463,
16.6,-0.025422,-1.8182,-1.6911,-2.936,-7.1711,
16.8,-0.026377,-1.8199,-1.688,-2.9575,-7.2961,
17,-0.027268,-1.8217,-1.6854,-2.9787,-7.4213,
17.2,-0.028093,-1.8235,-1.6831,-2.9996,-7.5467,
17.4,-0.028849,-1.8254,-1.6811,-3.0203,-7.6722,
17.6,-0.029534,-1.8273,-1.6796,-3.0408,-7.7979,
17.8,-0.030146,-1.8291,-1.6784,-3.0612,-7.9237,
18,-0.030682,-1.831,-1.6776,-3.0815,-8.0497,
18.2,-0.031141,-1.833,-1.6772,-3.1018,-8.1757,
18.4,-0.031523,-1.8349,-1.6772,-3.122,-8.3019,
18.6,-0.031827,-1.8368,-1.6776,-3.1423,-8.4281,
18.8,-0.032051,-1.8387,-1.6784,-3.1626,-8.5545,
19,-0.032196,-1.8406,-1.6796,-3.1831,-8.6809,
19.2,-0.032263,-1.8425,-1.6812,-3.2037,-8.8074,
19.4,-0.032251,-1.8443,-1.6831,-3.2245,-8.9339,
19.6,-0.032163,-1.8462,-1.6854,-3.2456,-9.0605,
19.8,-0.031999,-1.848,-1.688,-3.2669,-9.1872,
20,-0.031762,-1.8498,-1.691,-3.2886,-9.3138,
20.2,-0.031453,-1.8515,-1.6943,-3.3107,-9.4405,
20.4,-0.031075,-1.8532,-1.6979,-3.3331,-9.5672,
20.6,-0.030631,-1.8549,-1.7018,-3.356,-9.6939,
20.8,-0.030124,-1.8566,-1.7059,-3.3794,-9.8207,
21,-0.029557,-1.8581,-1.7103,-3.4032,-9.9473,
21.2,-0.028934,-1.8597,-1.715,-3.4276,-10.074,
21.4,-0.028258,-1.8611,-1.7199,-3.4525,-10.2007,
21.6,-0.027534,-1.8626,-1.7249,-3.4779,-10.3273,
