"t","u","r","y","em_x","em_y",
0,0.086537,-2.5535,-2.9862,0,0,
0.2,0.086289,-2.5548,-2.9862,-0.00713,-0.01965,
0.4,0.086066,-2.5559,-2.9862,-0.017221,-0.039763,
0.6,0.085866,-2.5569,-2.9862,-0.030268,-0.060339,
0.8,0.085688,-2.5577,-2.9862,-0.046261,-0.081378,
1,0.085528,-2.5585,-2.9861,-0.065185,-0.10288,
1.2,0.085383,-2.5591,-2.986,-0.087023,-0.12483,
1.4,0.085248,-2.5596,-2.9858,-0.11175,-0.14724,
1.6,0.08512,-2.5599,-2.9855,-0.13935,-0.17011,
1.8,0.084991,-2.5602,-2.9851,-0.16979,-0.19343,
2,0.084858,-2.5603,-2.9846,-0.20302,-0.21721,
2.2,0.084712,-2.5603,-2.9839,-0.23903,-0.24144,
2.4,0.084547,-2.5602,-2.983,-0.27777,-0.26614,
2.6,0.084356,-2.56,-2.9818,-0.31919,-0.2913,
2.8,0.084131,-2.5597,-2.9804,-0.36326,-0.31693,
3,0.083864,-2.5593,-2.9786,-0.40991,-0.34306,
3.2,0.083547,-2.5588,-2.9765,-0.4591,-0.36968,
3.4,0.083172,-2.5582,-2.9741,-0.51078,-0.39682,
3.6,0.082732,-2.5575,-2.9712,-0.56489,-0.42451,
3.8,0.082217,-2.5567,-2.9678,-0.62136,-0.45276,
4,0.081621,-2.5559,-2.964,-0.68013,-0.4816,
4.2,0.080937,-2.5549,-2.9596,-0.74115,-0.51108,
4.4,0.080156,-2.5539,-2.9547,-0.80434,-0.54124,
4.6,0.079274,-2.5529,-2.9492,-0.86963,-0.5721,
4.8,0.078284,-2.5518,-2.9432,-0.93695,-0.60372,
5,0.077181,-2.5506,-2.9365,-1.0062,-0.63615,
5.2,0.075962,-2.5494,-2.9292,-1.0774,-0.66944,
5.4,0.074623,-2.5482,-2.9214,-1.1504,-0.70365,
5.6,0.073163,-2.547,-2.9128,-1.2251,-0.73883,
5.8,0.071581,-2.5458,-2.9037,-1.3014,-0.77505,
6,0.069877,-2.5446,-2.894,-1.3794,-0.81237,
6.2,0.068052,-2.5434,-2.8836,-1.4588,-0.85084,
6.4,0.06611,-2.5422,-2.8727,-1.5396,-0.89052,
6.6,0.064053,-2.541,-2.8613,-1.6217,-0.93148,
6.8,0.061886,-2.5399,-2.8494,-1.7051,-0.97377,
7,0.059616,-2.5389,-2.837,-1.7896,-1.0174,
7.2,0.057249,-2.5379,-2.8241,-1.8751,-1.0625,
7.4,0.054792,-2.537,-2.8109,-1.9617,-1.1091,
7.6,0.052254,-2.5361,-2.7974,-2.0491,-1.1572,
7.8,0.049645,-2.5354,-2.7836,-2.1373,-1.2069,
8,0.046972,-2.5347,-2.7695,-2.2263,-1.2582,
8.2,0.044246,-2.5341,-2.7553,-2.3159,-1.311,
8.4,0.041477,-2.5336,-2.741,-2.4061,-1.3655,
8.6,0.038673,-2.5333,-2.7267,-2.4967,-1.4217,
