"t","u","r","y","em_x","em_y",
0,-0.07301,2.2496,2.6147,0,0,
0.2,-0.073614,2.2466,2.6147,-0.037245,-0.0019496,
0.4,-0.074239,2.2435,2.6147,-0.07708,-0.0023918,
0.6,-0.074885,2.2402,2.6147,-0.1195,-0.0013296,
0.8,-0.075549,2.2369,2.6146,-0.1645,0.0012321,
1,-0.076229,2.2335,2.6146,-0.21206,0.0052865,
1.2,-0.076922,2.2299,2.6145,-0.26218,0.010825,
1.4,-0.077626,2.2262,2.6144,-0.31482,0.017839,
1.6,-0.078335,2.2225,2.6142,-0.36997,0.026316,
1.8,-0.079044,2.2186,2.6138,-0.42759,0.036244,
2,-0.079749,2.2147,2.6134,-0.48767,0.047613,
2.2,-0.080442,2.2106,2.6128,-0.55017,0.060409,
2.4,-0.081118,2.2064,2.612,-0.61504,0.07462,
2.6,-0.081768,2.2022,2.611,-0.68225,0.090235,
2.8,-0.082384,2.1978,2.6097,-0.75175,0.10724,
3,-0.082958,2.1934,2.6082,-0.82349,0.12564,
3.2,-0.083481,2.1889,2.6063,-0.89743,0.14541,
3.4,-0.083943,2.1843,2.604,-0.97349,0.16656,
3.6,-0.084334,2.1796,2.6013,-1.0516,0.18909,
3.8,-0.084645,2.1748,2.5981,-1.1318,0.21299,
4,-0.084866,2.17,2.5944,-1.2138,0.23827,
4.2,-0.084985,2.1652,2.5901,-1.2978,0.26495,
4.4,-0.084993,2.1602,2.5852,-1.3835,0.29304,
4.6,-0.084881,2.1553,2.5797,-1.471,0.32255,
4.8,-0.084639,2.1502,2.5734,-1.56,0.35351,
5,-0.084259,2.1452,2.5665,-1.6506,0.38594,
5.2,-0.083732,2.1401,2.5588,-1.7426,0.41988,
5.4,-0.083051,2.1351,2.5503,-1.8359,0.45536,
5.6,-0.082211,2.13,2.5411,-1.9305,0.49241,
5.8,-0.081207,2.1249,2.531,-2.0262,0.53107,
6,-0.080034,2.1199,2.5201,-2.1229,0.57139,
6.2,-0.078692,2.1149,2.5084,-2.2206,0.6134,
6.4,-0.07718,2.1099,2.4958,-2.319,0.65715,
6.6,-0.075498,2.105,2.4825,-2.4181,0.70268,
6.8,-0.07365,2.1002,2.4685,-2.5177,0.75003,
7,-0.071638,2.0955,2.4536,-2.6178,0.79923,
7.2,-0.069471,2.0908,2.4381,-2.7182,0.85033,
7.4,-0.067154,2.0862,2.422,-2.8187,0.90334,
7.6,-0.064696,2.0818,2.4053,-2.9194,0.9583,
7.8,-0.062107,2.0775,2.388,-3.02,1.0152,
8,-0.059398,2.0733,2.3703,-3.1204,1.0741,
8.2,-0.05658,2.0692,2.3522,-3.2206,1.135,
8.4,-0.053667,2.0654,2.3337,-3.3204,1.1978,
8.6,-0.050671,2.0616,2.315,-3.4197,1.2627,
8.8,-0.047606,2.0581,2.2961,-3.5184,1.3295,
9,-0.044485,2.0547,2.2771,-3.6165,1.3982,
9.2,-0.041321,2.0515,2.2581,-3.7138,1.4688,
9.4,-0.038128,2.0485,2.2391,-3.8103,1.5413,
9.6,-0.034918,2.0457,2.2202,-3.9059,1.6156,
9.8,-0.031702,2.043,2.2015,-4.0005,1.6918,
10,-0.028492,2.0406,2.183,-4.0942,1.7696,
10.2,-0.025297,2.0383,2.1648,-4.1868,1.8491,
10.4,-0.022127,2.0362,2.1469,-4.2782,1.9303,
10.6,-0.018989,2.0343,2.1293,-4.3686,2.013,
10.8,-0.015891,2.0326,2.1121,-4.4579,2.0973,
11,-0.012837,2.0311,2.0953,-4.5459,2.183,
11.2,-0.0098324,2.0298,2.079,-4.6329,2.27,
11.4,-0.0068804,2.0287,2.0631,-4.7186,2.3584,
11.6,-0.0039823,2.0277,2.0476,-4.8032,2.4481,
11.8,-0.0011391,2.0269,2.0326,-4.8866,2.539,
12,0.0016487,2.0262,2.018,-4.9688,2.631,
12.2,0.0043832,2.0258,2.0039,-5.0499,2.7241,
12.4,0.0070652,2.0255,1.9901,-5.1298,2.8183,
12.6,0.0096945,2.0253,1.9768,-5.2086,2.9135,
12.8,0.01227,2.0253,1.9639,-5.2862,3.0096,
13,0.014789,2.0254,1.9515,-5.3628,3.1066,
13.2,0.01725,2.0257,1.9394,-5.4383,3.2044,
13.4,0.019648,2.0261,1.9279,-5.5127,3.303,
13.6,0.021979,2.0266,1.9167,-5.5861,3.4024,
13.8,0.024238,2.0273,1.9061,-5.6585,3.5025,
14,0.026418,2.0281,1.896,-5.7299,3.6033,
14.2,0.028512,2.029,1.8864,-5.8004,3.7047,
14.4,0.030516,2.03,1.8774,-5.87,3.8067,
14.6,0.032421,2.0311,1.869,-5.9388,3.9093,
14.8,0.03422,2.0323,1.8612,-6.0068,4.0123,
15,0.035907,2.0336,1.8541,-6.0741,4.1159,
15.2,0.037473,2.035,1.8476,-6.1407,4.2198,
15.4,0.038913,2.0364,1.8419,-6.2067,4.3242,
15.6,0.040219,2.038,1.8369,-6.2722,4.4289,
15.8,0.041386,2.0395,1.8326,-6.3373,4.534,
16,0.042409,2.0411,1.8291,-6.402,4.6393,
16.2,0.043283,2.0428,1.8264,-6.4664,4.745,
16.4,0.044004,2.0445,1.8245,-6.5306,4.8508,
16.6,0.044569,2.0462,1.8233,-6.5947,4.9569,
16.8,0.044977,2.0479,1.823,-6.6587,5.0631,
