"t","u","r","y","em_x","em_y",
0,-0.092534,-0.48192,-0.019248,0,0,
0.2,-0.092656,-0.48253,-0.019248,-0.037127,0.026296,
0.4,-0.092804,-0.48327,-0.019251,-0.071256,0.052534,
0.6,-0.092977,-0.48415,-0.019264,-0.10239,0.078714,
0.8,-0.093172,-0.48516,-0.019298,-0.13055,0.10484,
1,-0.093386,-0.4863,-0.01937,-0.15574,0.1309,
1.2,-0.093615,-0.48757,-0.0195,-0.17798,0.15691,
1.4,-0.093853,-0.48898,-0.019712,-0.1973,0.18285,
1.6,-0.094095,-0.49051,-0.020035,-0.21371,0.20874,
1.8,-0.094333,-0.49217,-0.020502,-0.22725,0.23455,
2,-0.094561,-0.49395,-0.021147,-0.23795,0.2603,
2.2,-0.09477,-0.49586,-0.022011,-0.24584,0.28596,
2.4,-0.094951,-0.49789,-0.023134,-0.25097,0.31153,
2.6,-0.095095,-0.50004,-0.024562,-0.25337,0.33699,
2.8,-0.095191,-0.50229,-0.026341,-0.2531,0.36232,
3,-0.095229,-0.50466,-0.028519,-0.25019,0.38751,
3.2,-0.095197,-0.50713,-0.031145,-0.2447,0.41252,
3.4,-0.095086,-0.5097,-0.034271,-0.23668,0.43732,
3.6,-0.094884,-0.51237,-0.037944,-0.22618,0.46187,
3.8,-0.09458,-0.51512,-0.042215,-0.21326,0.48613,
4,-0.094163,-0.51795,-0.047129,-0.19798,0.51004,
4.2,-0.093623,-0.52085,-0.052732,-0.1804,0.53356,
4.4,-0.092949,-0.52381,-0.059065,-0.16059,0.55662,
4.6,-0.092133,-0.52683,-0.066164,-0.1386,0.57915,
4.8,-0.091166,-0.52989,-0.074062,-0.11451,0.60107,
5,-0.090041,-0.53299,-0.082784,-0.088383,0.62231,
5.2,-0.088752,-0.53611,-0.092349,-0.060292,0.64278,
5.4,-0.087294,-0.53924,-0.10277,-0.030311,0.66239,
5.6,-0.085665,-0.54237,-0.11405,0.0014817,0.68106,
5.8,-0.083862,-0.54549,-0.12618,0.035008,0.69867,
6,-0.081887,-0.54859,-0.13916,0.070186,0.71515,
6.2,-0.079741,-0.55165,-0.15295,0.10693,0.73039,
6.4,-0.077427,-0.55466,-0.16753,0.14515,0.7443,
6.6,-0.074951,-0.55761,-0.18286,0.18477,0.75678,
6.8,-0.07232,-0.56049,-0.19889,0.22567,0.76774,
7,-0.069543,-0.56328,-0.21556,0.26778,0.77709,
7.2,-0.066629,-0.56597,-0.23282,0.311,0.78475,
7.4,-0.06359,-0.56855,-0.2506,0.35522,0.79066,
7.6,-0.060439,-0.57101,-0.26882,0.40036,0.79472,
7.8,-0.057187,-0.57334,-0.28741,0.4463,0.7969,
8,-0.05385,-0.57554,-0.30629,0.49296,0.79714,
8.2,-0.050441,-0.57758,-0.32538,0.54024,0.79539,
8.4,-0.046975,-0.57947,-0.3446,0.58803,0.79163,
8.6,-0.043465,-0.5812,-0.36388,0.63626,0.78583,
8.8,-0.039926,-0.58277,-0.38314,0.68483,0.77798,
9,-0.036371,-0.58416,-0.4023,0.73365,0.76808,
9.2,-0.032813,-0.58538,-0.42131,0.78265,0.75613,
9.4,-0.029264,-0.58642,-0.4401,0.83175,0.74214,
9.6,-0.025733,-0.58728,-0.45862,0.88087,0.72614,
9.8,-0.022231,-0.58797,-0.47681,0.92996,0.70816,
10,-0.018767,-0.58848,-0.49464,0.97896,0.68822,
10.2,-0.015346,-0.58881,-0.51208,1.0278,0.66638,
10.4,-0.011975,-0.58896,-0.52909,1.0764,0.64266,
10.6,-0.0086574,-0.58894,-0.54565,1.1248,0.61713,
10.8,-0.005397,-0.58875,-0.56177,1.1729,0.58983,
11,-0.0021946,-0.58839,-0.57742,1.2207,0.5608,
11.2,0.00094927,-0.58787,-0.59261,1.2682,0.53012,
11.4,0.0040357,-0.58718,-0.60736,1.3152,0.49781,
11.6,0.0070658,-0.58634,-0.62167,1.3619,0.46395,
11.8,0.01004,-0.58534,-0.63554,1.4081,0.42857,
12,0.012957,-0.5842,-0.64898,1.4539,0.39174,
12.2,0.015815,-0.5829,-0.66198,1.4993,0.35349,
12.4,0.01861,-0.58146,-0.67451,1.5441,0.3139,
12.6,0.021337,-0.57989,-0.68658,1.5885,0.273,
12.8,0.02399,-0.57819,-0.69814,1.6325,0.23086,
13,0.026564,-0.57635,-0.70917,1.6759,0.18753,
13.2,0.029051,-0.57439,-0.71965,1.7189,0.14306,
13.4,0.031443,-0.57232,-0.72954,1.7615,0.097533,
13.6,0.033731,-0.57014,-0.7388,1.8036,0.050995,
13.8,0.035907,-0.56786,-0.74739,1.8453,0.0035154,
14,0.037961,-0.56548,-0.75529,1.8866,-0.04484,
14.2,0.039884,-0.56301,-0.76244,1.9275,-0.094,
14.4,0.041668,-0.56047,-0.76881,1.9682,-0.1439,
14.6,0.043302,-0.55785,-0.77437,2.0086,-0.19445,
14.8,0.04478,-0.55518,-0.77908,2.0488,-0.24559,
15,0.046094,-0.55245,-0.78292,2.0888,-0.29725,
15.2,0.047235,-0.54968,-0.78585,2.1287,-0.34933,
15.4,0.048199,-0.54687,-0.78787,2.1686,-0.40177,
15.6,0.048981,-0.54405,-0.78895,2.2085,-0.45448,
15.8,0.049577,-0.54121,-0.7891,2.2485,-0.50737,
16,0.049985,-0.53837,-0.7883,2.2887,-0.56038,
16.2,0.050204,-0.53554,-0.78656,2.3291,-0.61342,
16.4,0.050234,-0.53273,-0.78389,2.3698,-0.66641,
16.6,0.050077,-0.52994,-0.78033,2.4109,-0.71926,
16.8,0.049736,-0.5272,-0.77588,2.4524,-0.77191,
17,0.049216,-0.5245,-0.77058,2.4944,-0.82426,
17.2,0.048524,-0.52186,-0.76448,2.5369,-0.87626,
17.4,0.047666,-0.51929,-0.75762,2.58,-0.92782,
17.6,0.04665,-0.5168,-0.75005,2.6238,-0.97887,
17.8,0.045487,-0.51438,-0.74182,2.6683,-1.0294,
18,0.044185,-0.51206,-0.73299,2.7135,-1.0792,
18.2,0.042756,-0.50984,-0.72362,2.7595,-1.1284,
18.4,0.041211,-0.50771,-0.71377,2.8063,-1.1768,
18.6,0.039561,-0.5057,-0.70351,2.8539,-1.2244,
18.8,0.037819,-0.5038,-0.6929,2.9024,-1.2711,
19,0.035996,-0.50202,-0.682,2.9517,-1.317,
19.2,0.034103,-0.50037,-0.67088,3.0019,-1.362,
19.4,0.032153,-0.49883,-0.65959,3.0529,-1.406,
19.6,0.030156,-0.49742,-0.6482,3.1048,-1.449,
19.8,0.028122,-0.49614,-0.63675,3.1575,-1.491,
20,0.026061,-0.49499,-0.62529,3.211,-1.5321,
20.2,0.023984,-0.49396,-0.61388,3.2654,-1.5721,
20.4,0.021897,-0.49306,-0.60255,3.3206,-1.6111,
20.6,0.019809,-0.49229,-0.59134,3.3765,-1.649,
20.8,0.017727,-0.49165,-0.58028,3.4332,-1.6859,
21,0.015656,-0.49113,-0.56941,3.4907,-1.7219,
21.2,0.013603,-0.49073,-0.55875,3.5488,-1.7567,
21.4,0.011571,-0.49046,-0.54831,3.6077,-1.7906,
21.6,0.0095642,-0.4903,-0.53812,3.6671,-1.8236,
21.8,0.0075856,-0.49025,-0.52818,3.7273,-1.8555,
22,0.0056372,-0.49032,-0.51851,3.788,-1.8865,
22.2,0.0037205,-0.4905,-0.5091,3.8493,-1.9166,
22.4,0.0018363,-0.49078,-0.49996,3.9111,-1.9457,
22.6,-1.521e-05,-0.49117,-0.49109,3.9735,-1.974,
22.8,-0.0018345,-0.49165,-0.48248,4.0363,-2.0014,
23,-0.0036223,-0.49224,-0.47413,4.0997,-2.0279,
23.2,-0.0053789,-0.49292,-0.46602,4.1635,-2.0536,
23.4,-0.0071042,-0.49369,-0.45816,4.2278,-2.0785,
23.6,-0.0087977,-0.49455,-0.45056,4.2924,-2.1027,
23.8,-0.010458,-0.49549,-0.4432,4.3575,-2.126,
24,-0.012084,-0.49652,-0.4361,4.4229,-2.1486,
24.2,-0.013673,-0.49763,-0.42926,4.4887,-2.1706,
24.4,-0.015224,-0.49881,-0.42269,4.5549,-2.1918,
24.6,-0.016734,-0.50007,-0.41641,4.6214,-2.2123,
24.8,-0.018199,-0.50141,-0.41041,4.6881,-2.2322,
25,-0.019618,-0.5028,-0.40471,4.7552,-2.2515,
25.2,-0.020986,-0.50427,-0.39934,4.8225,-2.2702,
25.4,-0.0223,-0.50579,-0.39429,4.8901,-2.2884,
25.6,-0.023557,-0.50737,-0.38958,4.9579,-2.3061,
25.8,-0.024754,-0.509,-0.38523,5.0259,-2.3233,
26,-0.025886,-0.51067,-0.38124,5.0941,-2.34,
26.2,-0.026951,-0.5124,-0.37764,5.1625,-2.3564,
26.4,-0.027944,-0.51416,-0.37444,5.2311,-2.3723,
26.6,-0.028864,-0.51595,-0.37163,5.2997,-2.388,
26.8,-0.029706,-0.51778,-0.36925,5.3686,-2.4034,
27,-0.030469,-0.51963,-0.36728,5.4375,-2.4186,
27.2,-0.03115,-0.5215,-0.36575,5.5064,-2.4336,
27.4,-0.031746,-0.52339,-0.36466,5.5755,-2.4484,
27.6,-0.032257,-0.52529,-0.364,5.6446,-2.4631,
27.8,-0.03268,-0.52719,-0.36379,5.7137,-2.4779,
28,-0.033015,-0.52909,-0.36402,5.7828,-2.4926,
28.2,-0.033262,-0.53099,-0.36468,5.852,-2.5073,
28.4,-0.033419,-0.53288,-0.36578,5.9211,-2.5222,
28.6,-0.033489,-0.53475,-0.3673,5.9901,-2.5372,
28.8,-0.033472,-0.5366,-0.36924,6.0591,-2.5524,
29,-0.033368,-0.53843,-0.37159,6.128,-2.5678,
29.2,-0.033181,-0.54023,-0.37433,6.1968,-2.5835,
29.4,-0.032912,-0.542,-0.37744,6.2654,-2.5995,
29.6,-0.032563,-0.54373,-0.38091,6.334,-2.6159,
29.8,-0.032138,-0.54541,-0.38472,6.4024,-2.6327,
30,-0.031641,-0.54706,-0.38885,6.4706,-2.6499,
30.2,-0.031074,-0.54865,-0.39328,6.5386,-2.6675,
30.4,-0.030441,-0.55019,-0.39798,6.6065,-2.6857,
30.6,-0.029747,-0.55167,-0.40294,6.6741,-2.7043,
30.8,-0.028996,-0.5531,-0.40812,6.7415,-2.7235,
31,-0.028192,-0.55447,-0.41351,6.8087,-2.7433,
31.2,-0.02734,-0.55577,-0.41907,6.8756,-2.7636,
31.4,-0.026444,-0.55701,-0.42479,6.9423,-2.7845,
31.6,-0.025509,-0.55818,-0.43063,7.0087,-2.8061,
31.8,-0.024539,-0.55928,-0.43659,7.0748,-2.8282,
32,-0.023538,-0.56032,-0.44262,7.1406,-2.851,
32.2,-0.022512,-0.56128,-0.44872,7.2061,-2.8745,
32.4,-0.021463,-0.56217,-0.45486,7.2713,-2.8985,
32.6,-0.020397,-0.563,-0.46101,7.3362,-2.9232,
32.8,-0.019316,-0.56375,-0.46716,7.4008,-2.9486,
33,-0.018225,-0.56442,-0.4733,7.4651,-2.9745,
33.2,-0.017127,-0.56503,-0.4794,7.529,-3.0011,
33.4,-0.016025,-0.56557,-0.48544,7.5926,-3.0284,
33.6,-0.014923,-0.56604,-0.49143,7.6559,-3.0562,
33.8,-0.013822,-0.56644,-0.49733,7.7189,-3.0847,
34,-0.012725,-0.56677,-0.50315,7.7816,-3.1137,
34.2,-0.011634,-0.56704,-0.50887,7.8439,-3.1433,
34.4,-0.010552,-0.56724,-0.51448,7.906,-3.1735,
34.6,-0.0094806,-0.56737,-0.51997,7.9677,-3.2043,
34.8,-0.0084204,-0.56745,-0.52534,8.0291,-3.2356,
35,-0.0073727,-0.56746,-0.53059,8.0902,-3.2674,
35.2,-0.0063391,-0.56741,-0.53571,8.151,-3.2998,
35.4,-0.0053202,-0.5673,-0.5407,8.2115,-3.3326,
35.6,-0.0043164,-0.56713,-0.54555,8.2717,-3.366,
