"t","u","r","y","em_x","em_y",
0,0.018951,0.72142,0.62667,0,0,
0.2,0.018377,0.71855,0.62667,-0.038758,0.0041498,
0.4,0.017808,0.71571,0.62667,-0.075088,0.010058,
0.6,0.017245,0.7129,0.62667,-0.10899,0.01772,
0.8,0.016688,0.71011,0.62667,-0.14049,0.027131,
1,0.016135,0.70735,0.62667,-0.16957,0.038282,
1.2,0.015588,0.70462,0.62668,-0.19627,0.051163,
1.4,0.015046,0.70192,0.62668,-0.2206,0.065761,
1.6,0.014509,0.69924,0.62669,-0.24258,0.082061,
1.8,0.013977,0.69659,0.62671,-0.26223,0.10005,
2,0.013449,0.69397,0.62672,-0.27957,0.1197,
2.2,0.012925,0.69137,0.62675,-0.29465,0.141,
2.4,0.012406,0.6888,0.62677,-0.30748,0.16392,
2.6,0.011891,0.68626,0.6268,-0.31811,0.18845,
2.8,0.011379,0.68374,0.62684,-0.32657,0.21454,
3,0.010872,0.68124,0.62688,-0.33289,0.24219,
3.2,0.010368,0.67877,0.62693,-0.33712,0.27135,
3.4,0.0098672,0.67632,0.62699,-0.33929,0.302,
3.6,0.0093703,0.6739,0.62705,-0.33946,0.33411,
3.8,0.0088766,0.6715,0.62711,-0.33766,0.36765,
4,0.0083862,0.66912,0.62719,-0.33394,0.40259,
4.2,0.0078991,0.66676,0.62726,-0.32835,0.43889,
4.4,0.0074152,0.66442,0.62734,-0.32094,0.47651,
4.6,0.0069344,0.6621,0.62743,-0.31174,0.51543,
4.8,0.0064568,0.6598,0.62751,-0.30082,0.55562,
5,0.0059823,0.65752,0.62761,-0.28822,0.59703,
5.2,0.0055108,0.65525,0.6277,-0.27398,0.63963,
5.4,0.0050425,0.65301,0.6278,-0.25816,0.68338,
5.6,0.0045773,0.65078,0.62789,-0.24081,0.72826,
5.8,0.0041152,0.64857,0.62799,-0.22197,0.77423,
6,0.0036561,0.64637,0.62809,-0.20169,0.82125,
6.2,0.0032,0.64419,0.62819,-0.18002,0.86928,
6.4,0.002747,0.64202,0.62828,-0.15701,0.91831,
6.6,0.0022971,0.63987,0.62838,-0.1327,0.96828,
6.8,0.00185,0.63772,0.62847,-0.10714,1.0192,
7,0.0014059,0.6356,0.62857,-0.080382,1.0709,
7.2,0.00096474,0.63348,0.62866,-0.052457,1.1236,
7.4,0.00052637,0.63138,0.62875,-0.023414,1.177,
7.6,9.062e-05,0.62928,0.62883,0.0067043,1.2313,
7.8,-0.0003423,0.6272,0.62891,0.037857,1.2863,
8,-0.00077278,0.62513,0.629,0.070005,1.342,
8.2,-0.0012007,0.62307,0.62907,0.10311,1.3985,
8.4,-0.0016262,0.62102,0.62915,0.13713,1.4556,
8.6,-0.0020495,0.61897,0.62922,0.17203,1.5134,
8.8,-0.0024702,0.61694,0.62929,0.20777,1.5717,
9,-0.0028887,0.61491,0.62936,0.24432,1.6307,
9.2,-0.003305,0.6129,0.62942,0.28165,1.6903,
9.4,-0.0037187,0.61088,0.62948,0.31971,1.7504,
9.6,-0.0041298,0.60888,0.62953,0.35849,1.811,
9.8,-0.0045385,0.60688,0.62958,0.39795,1.8722,
10,-0.0049445,0.60489,0.62962,0.43807,1.9338,
10.2,-0.0053473,0.60291,0.62965,0.4788,1.9958,
10.4,-0.0057475,0.60093,0.62967,0.52013,2.0583,
10.6,-0.0061442,0.59896,0.62968,0.56203,2.1213,
10.8,-0.0065372,0.59699,0.62968,0.60448,2.1846,
11,-0.0069268,0.59503,0.62967,0.64745,2.2483,
11.2,-0.0073122,0.59308,0.62964,0.69092,2.3124,
11.4,-0.0076934,0.59113,0.6296,0.73487,2.3768,
11.6,-0.0080701,0.58918,0.62953,0.77927,2.4415,
11.8,-0.008442,0.58724,0.62945,0.82411,2.5065,
12,-0.0088086,0.58531,0.62935,0.86937,2.5719,
12.2,-0.0091691,0.58338,0.62923,0.91503,2.6375,
12.4,-0.0095242,0.58146,0.62908,0.96107,2.7034,
12.6,-0.0098728,0.57954,0.6289,1.0075,2.7695,
12.8,-0.010215,0.57762,0.6287,1.0542,2.8358,
13,-0.010549,0.57572,0.62846,1.1013,2.9024,
13.2,-0.010876,0.57382,0.6282,1.1488,2.9692,
13.4,-0.011196,0.57192,0.6279,1.1965,3.0361,
13.6,-0.011506,0.57003,0.62756,1.2446,3.1033,
13.8,-0.011808,0.56815,0.62719,1.2929,3.1706,
14,-0.012101,0.56627,0.62678,1.3415,3.238,
14.2,-0.012384,0.5644,0.62632,1.3904,3.3056,
14.4,-0.012657,0.56254,0.62583,1.4395,3.3733,
14.6,-0.01292,0.56069,0.62529,1.4889,3.4412,
14.8,-0.013172,0.55884,0.6247,1.5386,3.5091,
15,-0.013413,0.557,0.62407,1.5885,3.5771,
15.2,-0.013642,0.55517,0.62338,1.6386,3.6452,
15.4,-0.013859,0.55336,0.62265,1.6889,3.7134,
15.6,-0.014064,0.55155,0.62187,1.7395,3.7816,
15.8,-0.014256,0.54975,0.62103,1.7903,3.8499,
16,-0.014436,0.54796,0.62014,1.8413,3.9182,
16.2,-0.014602,0.54619,0.6192,1.8925,3.9865,
16.4,-0.014756,0.54443,0.6182,1.9439,4.0548,
16.6,-0.014895,0.54268,0.61715,1.9955,4.1231,
16.8,-0.015021,0.54094,0.61605,2.0473,4.1914,
17,-0.015133,0.53922,0.61489,2.0993,4.2598,
17.2,-0.015232,0.53751,0.61367,2.1515,4.328,
17.4,-0.015316,0.53582,0.6124,2.2039,4.3963,
17.6,-0.015386,0.53414,0.61107,2.2565,4.4645,
17.8,-0.015442,0.53248,0.60969,2.3092,4.5326,
18,-0.015484,0.53083,0.60825,2.3622,4.6007,
18.2,-0.015511,0.52921,0.60677,2.4153,4.6687,
18.4,-0.015525,0.5276,0.60523,2.4686,4.7366,
18.6,-0.015525,0.52601,0.60363,2.5221,4.8044,
18.8,-0.015511,0.52444,0.60199,2.5758,4.8721,
19,-0.015484,0.52289,0.60031,2.6297,4.9398,
19.2,-0.015442,0.52136,0.59857,2.6837,5.0073,
19.4,-0.015388,0.51985,0.59679,2.7379,5.0747,
19.6,-0.015321,0.51836,0.59497,2.7923,5.1419,
19.8,-0.015242,0.5169,0.5931,2.8469,5.2091,
20,-0.01515,0.51545,0.5912,2.9016,5.2761,
20.2,-0.015046,0.51403,0.58926,2.9566,5.3429,
20.4,-0.01493,0.51263,0.58728,3.0117,5.4096,
20.6,-0.014804,0.51126,0.58528,3.067,5.4761,
