"t","u","r","y","em_x","em_y",
0,0.08542,-1.542,-1.9691,0,0,
0.2,0.08601,-1.5391,-1.9691,-0.028754,-0.025529,
0.4,0.086624,-1.536,-1.9691,-0.05867,-0.053821,
0.6,0.087261,-1.5328,-1.9691,-0.089747,-0.08487,
0.8,0.087919,-1.5295,-1.9691,-0.12198,-0.11867,
1,0.088594,-1.526,-1.969,-0.15536,-0.1552,
1.2,0.089284,-1.5225,-1.9689,-0.18989,-0.19445,
1.4,0.089983,-1.5188,-1.9687,-0.22555,-0.2364,
1.6,0.090686,-1.515,-1.9684,-0.26233,-0.28103,
1.8,0.091386,-1.5111,-1.968,-0.30021,-0.32832,
2,0.092076,-1.507,-1.9674,-0.33918,-0.37823,
2.2,0.092748,-1.5029,-1.9666,-0.37921,-0.43073,
2.4,0.093392,-1.4986,-1.9655,-0.42029,-0.4858,
2.6,0.093999,-1.4942,-1.9642,-0.46237,-0.5434,
2.8,0.094559,-1.4897,-1.9625,-0.50543,-0.6035,
3,0.09506,-1.4851,-1.9604,-0.54943,-0.66607,
3.2,0.095491,-1.4805,-1.9579,-0.59432,-0.73107,
3.4,0.095841,-1.4757,-1.9549,-0.64005,-0.79846,
3.6,0.096096,-1.4708,-1.9513,-0.68656,-0.86821,
3.8,0.096244,-1.4659,-1.9471,-0.73379,-0.94029,
4,0.096273,-1.4609,-1.9422,-0.78167,-1.0147,
4.2,0.096171,-1.4558,-1.9366,-0.83012,-1.0913,
4.4,0.095925,-1.4506,-1.9303,-0.87906,-1.1702,
4.6,0.095524,-1.4455,-1.9231,-0.9284,-1.2512,
4.8,0.094958,-1.4402,-1.915,-0.97803,-1.3345,
5,0.094217,-1.435,-1.9061,-1.0278,-1.4199,
5.2,0.093292,-1.4297,-1.8962,-1.0777,-1.5074,
5.4,0.092177,-1.4244,-1.8853,-1.1276,-1.597,
5.6,0.090866,-1.4192,-1.8735,-1.1773,-1.6886,
5.8,0.089354,-1.4139,-1.8607,-1.2267,-1.7822,
6,0.087641,-1.4087,-1.8469,-1.2757,-1.8779,
6.2,0.085725,-1.4035,-1.8322,-1.3241,-1.9755,
6.4,0.083609,-1.3984,-1.8165,-1.3718,-2.075,
6.6,0.081298,-1.3934,-1.7999,-1.4186,-2.1764,
6.8,0.078796,-1.3885,-1.7824,-1.4645,-2.2795,
7,0.076113,-1.3836,-1.7642,-1.5093,-2.3845,
7.2,0.073257,-1.3789,-1.7452,-1.5528,-2.4912,
7.4,0.07024,-1.3743,-1.7255,-1.5949,-2.5995,
7.6,0.067076,-1.3699,-1.7053,-1.6356,-2.7094,
7.8,0.063779,-1.3656,-1.6845,-1.6747,-2.8208,
8,0.060363,-1.3615,-1.6633,-1.712,-2.9337,
8.2,0.056846,-1.3575,-1.6417,-1.7476,-3.0479,
8.4,0.053243,-1.3537,-1.62,-1.7812,-3.1634,
8.6,0.049571,-1.3502,-1.598,-1.8129,-3.2801,
8.8,0.045846,-1.3468,-1.576,-1.8426,-3.3979,
9,0.042086,-1.3436,-1.5541,-1.8703,-3.5167,
9.2,0.038304,-1.3407,-1.5322,-1.8958,-3.6364,
9.4,0.034518,-1.3379,-1.5105,-1.9192,-3.757,
9.6,0.030738,-1.3354,-1.4891,-1.9404,-3.8783,
9.8,0.026979,-1.3331,-1.468,-1.9596,-4.0003,
10,0.023251,-1.331,-1.4473,-1.9765,-4.1229,
10.2,0.019564,-1.3291,-1.4269,-1.9914,-4.246,
10.4,0.015926,-1.3275,-1.4071,-2.0041,-4.3695,
10.6,0.012343,-1.326,-1.3877,-2.0148,-4.4935,
10.8,0.0088199,-1.3247,-1.3688,-2.0235,-4.6177,
11,0.0053606,-1.3237,-1.3505,-2.0302,-4.7422,
11.2,0.0019659,-1.3229,-1.3327,-2.0349,-4.8669,
11.4,-0.0013627,-1.3222,-1.3154,-2.0377,-4.9917,
11.6,-0.0046274,-1.3217,-1.2986,-2.0386,-5.1166,
11.8,-0.007829,-1.3214,-1.2823,-2.0378,-5.2416,
12,-0.010968,-1.3214,-1.2665,-2.0351,-5.3666,
12.2,-0.014042,-1.3214,-1.2512,-2.0308,-5.4915,
12.4,-0.0169,-1.3209,-1.2364,-2.0248,-5.6164,

