"t","u","r","y","em_x","em_y",
0,0.012778,0.75971,0.69582,0,0,
0.2,0.013498,0.76331,0.69582,0.023689,-0.027161,
0.4,0.014222,0.76693,0.69582,0.049679,-0.052401,
0.6,0.01495,0.77057,0.69582,0.077965,-0.075723,
0.8,0.015681,0.77422,0.69582,0.10854,-0.097135,
1,0.016417,0.7779,0.69582,0.14139,-0.11664,
1.2,0.017155,0.7816,0.69582,0.17651,-0.13426,
1.4,0.017897,0.78531,0.69583,0.21387,-0.15,
1.6,0.018642,0.78905,0.69584,0.25346,-0.16388,
1.8,0.019389,0.7928,0.69585,0.29526,-0.17592,
2,0.020139,0.79657,0.69588,0.33923,-0.18614,
2.2,0.02089,0.80036,0.69591,0.38536,-0.19455,
2.4,0.021643,0.80417,0.69596,0.43362,-0.20119,
2.6,0.022396,0.808,0.69602,0.48396,-0.20609,
2.8,0.023148,0.81184,0.6961,0.53636,-0.20926,
3,0.0239,0.8157,0.6962,0.59078,-0.21074,
3.2,0.024648,0.81958,0.69634,0.64718,-0.21055,
3.4,0.025394,0.82347,0.6965,0.70553,-0.20873,
3.6,0.026134,0.82738,0.69671,0.76577,-0.20532,
3.8,0.026869,0.83131,0.69696,0.82786,-0.20033,
4,0.027595,0.83525,0.69727,0.89177,-0.19381,
4.2,0.028313,0.8392,0.69764,0.95744,-0.18579,
4.4,0.029019,0.84317,0.69807,1.0248,-0.17631,
4.6,0.029711,0.84714,0.69859,1.0939,-0.16538,
4.8,0.030389,0.85113,0.69919,1.1646,-0.15305,
5,0.031049,0.85513,0.69989,1.2368,-0.13936,
5.2,0.03169,0.85914,0.70069,1.3105,-0.12432,
5.4,0.032308,0.86316,0.70161,1.3858,-0.10797,
5.6,0.032903,0.86718,0.70266,1.4624,-0.090347,
5.8,0.03347,0.8712,0.70385,1.5403,-0.07147,
6,0.034008,0.87523,0.70519,1.6196,-0.051369,
6.2,0.034514,0.87926,0.70669,1.7001,-0.03007,
6.4,0.034985,0.88329,0.70836,1.7818,-0.0075961,
6.6,0.035419,0.88731,0.71021,1.8647,0.016029,
6.8,0.035813,0.89133,0.71226,1.9486,0.040784,
7,0.036165,0.89534,0.71451,2.0335,0.066649,
7.2,0.036473,0.89933,0.71697,2.1194,0.093607,
7.4,0.036734,0.90332,0.71965,2.2062,0.12164,
7.6,0.036946,0.90729,0.72256,2.2938,0.15074,
7.8,0.037107,0.91124,0.7257,2.3822,0.18088,
8,0.037215,0.91516,0.72909,2.4714,0.21206,
8.2,0.037269,0.91906,0.73272,2.5612,0.24426,
8.4,0.037268,0.92293,0.73659,2.6516,0.27748,
8.6,0.03721,0.92677,0.74072,2.7426,0.31171,
8.8,0.037095,0.93057,0.7451,2.8342,0.34693,
9,0.036922,0.93434,0.74973,2.9261,0.38315,
9.2,0.036691,0.93806,0.7546,3.0185,0.42036,
9.4,0.036402,0.94173,0.75972,3.1112,0.45855,
9.6,0.036055,0.94536,0.76508,3.2042,0.49771,
9.8,0.035653,0.94893,0.77067,3.2974,0.53785,
10,0.035194,0.95245,0.77648,3.3908,0.57895,
10.2,0.03468,0.95591,0.78251,3.4844,0.62102,
10.4,0.034114,0.95931,0.78873,3.5781,0.66404,
10.6,0.033497,0.96264,0.79515,3.6718,0.70802,
10.8,0.032832,0.9659,0.80174,3.7655,0.75294,
11,0.03212,0.9691,0.8085,3.8591,0.7988,
11.2,0.031363,0.97222,0.8154,3.9527,0.84559,
11.4,0.030566,0.97526,0.82243,4.0462,0.8933,
11.6,0.029731,0.97823,0.82958,4.1394,0.94193,
11.8,0.02886,0.98112,0.83683,4.2325,0.99146,
12,0.027957,0.98393,0.84415,4.3254,1.0419,
12.2,0.027025,0.98666,0.85154,4.418,1.0932,
12.4,0.026067,0.98931,0.85897,4.5104,1.1454,
12.6,0.025087,0.99187,0.86643,4.6024,1.1984,
12.8,0.024087,0.99434,0.87391,4.6941,1.2522,
13,0.023071,0.99673,0.88138,4.7854,1.3069,
13.2,0.022042,0.99904,0.88883,4.8763,1.3624,
13.4,0.021003,1.0013,0.89624,4.9669,1.4187,
13.6,0.019957,1.0034,0.90361,5.057,1.4758,
13.8,0.018906,1.0054,0.91091,5.1467,1.5336,
14,0.017853,1.0074,0.91814,5.236,1.5921,
14.2,0.016802,1.0093,0.92527,5.3249,1.6514,
14.4,0.015753,1.0111,0.93231,5.4133,1.7114,
14.6,0.01471,1.0128,0.93924,5.5012,1.772,
14.8,0.013674,1.0144,0.94606,5.5887,1.8333,
15,0.012647,1.016,0.95275,5.6757,1.8952,
15.2,0.01163,1.0175,0.95931,5.7623,1.9578,
15.4,0.010626,1.0189,0.96573,5.8483,2.0209,
15.6,0.0096342,1.0202,0.972,5.934,2.0846,
15.8,0.0086572,1.0214,0.97814,6.0191,2.1489,
16,0.0076956,1.0226,0.98412,6.1039,2.2137,
16.2,0.0067501,1.0237,0.98995,6.1881,2.279,
16.4,0.0058211,1.0247,0.99563,6.2719,2.3449,
16.6,0.0049092,1.0257,1.0012,6.3553,2.4112,
16.8,0.0040145,1.0266,1.0065,6.4383,2.478,
17,0.0031373,1.0275,1.0118,6.5208,2.5452,
17.2,0.0022781,1.0282,1.0168,6.6029,2.6128,
17.4,0.0014358,1.0289,1.0218,6.6846,2.6809,
17.6,0.00061067,1.0296,1.0266,6.7659,2.7493,
17.8,-0.00019714,1.0302,1.0312,6.8468,2.8182,
18,-0.00098862,1.0308,1.0357,6.9274,2.8873,
18.2,-0.0017647,1.0313,1.0401,7.0075,2.9569,
18.4,-0.0025245,1.0317,1.0443,7.0873,3.0268,
18.6,-0.0032691,1.0321,1.0484,7.1667,3.097,
18.8,-0.0039982,1.0324,1.0524,7.2458,3.1675,
19,-0.0047122,1.0327,1.0563,7.3245,3.2383,
19.2,-0.0054108,1.033,1.06,7.4029,3.3094,
19.4,-0.006094,1.0332,1.0637,7.4809,3.3808,
19.6,-0.0067619,1.0334,1.0672,7.5587,3.4525,
19.8,-0.0074134,1.0335,1.0706,7.6361,3.5244,
20,-0.0080492,1.0336,1.0738,7.7132,3.5965,
20.2,-0.0086686,1.0336,1.077,7.7901,3.6689,
20.4,-0.009271,1.0336,1.08,7.8666,3.7415,
20.6,-0.0098559,1.0336,1.0829,7.9429,3.8143,
20.8,-0.010423,1.0335,1.0857,8.0189,3.8873,
21,-0.010972,1.0334,1.0883,8.0947,3.9605,
21.2,-0.011502,1.0333,1.0908,8.1703,4.0339,
21.4,-0.012013,1.0332,1.0932,8.2456,4.1074,
21.6,-0.012504,1.033,1.0955,8.3207,4.1812,
21.8,-0.012974,1.0328,1.0977,8.3956,4.255,
22,-0.013423,1.0326,1.0997,8.4702,4.3291,
22.2,-0.013852,1.0323,1.1016,8.5448,4.4032,
22.4,-0.014257,1.032,1.1033,8.6191,4.4775,
22.6,-0.014641,1.0317,1.1049,8.6933,4.5519,
22.8,-0.015001,1.0314,1.1064,8.7673,4.6264,
23,-0.015338,1.0311,1.1078,8.8413,4.7011,
23.2,-0.015652,1.0307,1.109,8.9151,4.7758,
23.4,-0.015941,1.0304,1.1101,8.9887,4.8506,
23.6,-0.016206,1.03,1.111,9.0623,4.9254,
23.8,-0.016446,1.0296,1.1118,9.1359,5.0004,
24,-0.016661,1.0292,1.1125,9.2093,5.0754,
24.2,-0.016852,1.0288,1.1131,9.2827,5.1504,
24.4,-0.017017,1.0284,1.1135,9.3561,5.2255,
24.6,-0.017157,1.028,1.1138,9.4294,5.3007,
24.8,-0.017272,1.0276,1.1139,9.5027,5.3758,
25,-0.017362,1.0272,1.114,9.576,5.451,
25.2,-0.017428,1.0268,1.1139,9.6493,5.5262,
25.4,-0.017468,1.0263,1.1137,9.7227,5.6014,
25.6,-0.017485,1.0259,1.1133,9.7961,5.6766,
25.8,-0.017477,1.0255,1.1129,9.8695,5.7518,
26,-0.017446,1.0251,1.1123,9.943,5.827,
26.2,-0.017392,1.0247,1.1117,10.0165,5.9022,
26.4,-0.017315,1.0243,1.1109,10.0902,5.9773,
26.6,-0.017217,1.0239,1.11,10.1639,6.0525,
26.8,-0.017096,1.0236,1.1091,10.2377,6.1275,
27,-0.016956,1.0232,1.108,10.3117,6.2026,
27.2,-0.016795,1.0229,1.1068,10.3857,6.2776,
27.4,-0.016615,1.0225,1.1056,10.4599,6.3525,
27.6,-0.016416,1.0222,1.1043,10.5343,6.4274,
27.8,-0.0162,1.0219,1.1029,10.6087,6.5022,
28,-0.015966,1.0216,1.1014,10.6833,6.5769,
28.2,-0.015717,1.0213,1.0999,10.7581,6.6516,
28.4,-0.015453,1.0211,1.0983,10.833,6.7262,
28.6,-0.015174,1.0208,1.0967,10.9082,6.8008,
28.8,-0.014882,1.0206,1.095,10.9834,6.8752,
29,-0.014577,1.0204,1.0933,11.0589,6.9496,
29.2,-0.014262,1.0202,1.0915,11.1345,7.0239,
29.4,-0.013934,1.0201,1.0897,11.2103,7.098,
29.6,-0.013598,1.0199,1.0879,11.2864,7.1721,
29.8,-0.013252,1.0198,1.0861,11.3626,7.2462,
30,-0.012898,1.0197,1.0842,11.439,7.3201,
30.2,-0.012537,1.0196,1.0823,11.5155,7.3939,
30.4,-0.012169,1.0196,1.0804,11.5923,7.4676,
30.6,-0.011796,1.0195,1.0785,11.6693,7.5412,
30.8,-0.011418,1.0195,1.0766,11.7465,7.6147,
31,-0.011035,1.0195,1.0747,11.8238,7.6881,
31.2,-0.01065,1.0195,1.0728,11.9014,7.7614,
31.4,-0.010261,1.0196,1.0709,11.9792,7.8346,
31.6,-0.0098705,1.0197,1.069,12.0571,7.9078,
31.8,-0.0094782,1.0198,1.0671,12.1353,7.9808,
32,-0.0090849,1.0199,1.0653,12.2136,8.0537,
32.2,-0.0086916,1.02,1.0635,12.2921,8.1265,
32.4,-0.0082982,1.0202,1.0616,12.3708,8.1992,
32.6,-0.0079055,1.0203,1.0599,12.4497,8.2718,
32.8,-0.0075142,1.0205,1.0581,12.5288,8.3443,
33,-0.0071241,1.0207,1.0564,12.608,8.4167,
33.2,-0.006736,1.021,1.0547,12.6874,8.489,
33.4,-0.00635,1.0212,1.053,12.767,8.5612,
33.6,-0.0059668,1.0215,1.0513,12.8468,8.6334,
33.8,-0.0055867,1.0218,1.0497,12.9267,8.7054,
34,-0.0052093,1.0221,1.0481,13.0068,8.7774,
34.2,-0.0048353,1.0224,1.0466,13.087,8.8492,
34.4,-0.004465,1.0228,1.0451,13.1674,8.921,
34.6,-0.004098,1.0231,1.0436,13.248,8.9927,
34.8,-0.0037352,1.0235,1.0422,13.3287,9.0643,
35,-0.0033763,1.0239,1.0408,13.4095,9.1358,
35.2,-0.0030215,1.0243,1.0394,13.4904,9.2072,
35.4,-0.0026707,1.0247,1.0381,13.5716,9.2786,
35.6,-0.0023238,1.0252,1.0368,13.6528,9.3499,
35.8,-0.0019817,1.0256,1.0356,13.7341,9.4211,
36,-0.0016434,1.0261,1.0343,13.8156,9.4923,
36.2,-0.0013091,1.0266,1.0331,13.8972,9.5633,
36.4,-0.00097954,1.0271,1.032,13.979,9.6343,
36.6,-0.00065373,1.0276,1.0309,14.0608,9.7053,
36.8,-0.00033178,1.0281,1.0298,14.1427,9.7762,
37,-1.3818e-05,1.0287,1.0287,14.2248,9.847,
37.2,0.00030048,1.0292,1.0277,14.3069,9.9177,
37.4,0.00061091,1.0298,1.0267,14.3892,9.9884,
37.6,0.00091773,1.0303,1.0258,14.4715,10.059,
37.8,0.001221,1.0309,1.0248,14.554,10.1296,
38,0.0015206,1.0315,1.0239,14.6365,10.2001,
38.2,0.0018171,1.0321,1.023,14.7191,10.2706,
38.4,0.0021101,1.0327,1.0222,14.8018,10.341,
38.6,0.0023997,1.0334,1.0214,14.8846,10.4114,
38.8,0.0026857,1.034,1.0206,14.9675,10.4817,
39,0.0029687,1.0346,1.0198,15.0505,10.552,
39.2,0.0032479,1.0353,1.019,15.1335,10.6222,
39.4,0.0035239,1.0359,1.0183,15.2166,10.6924,
