"t","u","r","y","em_x","em_y",
0,-0.017087,-0.5074,-0.42196,0,0,
0.2,-0.016172,-0.50282,-0.42196,-0.029342,-0.036002,
0.4,-0.015263,-0.49828,-0.42196,-0.05595,-0.073232,
0.6,-0.014358,-0.49376,-0.42197,-0.079828,-0.11169,
0.8,-0.013459,-0.48926,-0.42197,-0.10099,-0.15136,
1,-0.012564,-0.48479,-0.42197,-0.11944,-0.19225,
1.2,-0.011674,-0.48034,-0.42197,-0.1352,-0.23435,
1.4,-0.010789,-0.47592,-0.42197,-0.14829,-0.27765,
1.6,-0.0099082,-0.47152,-0.42198,-0.15873,-0.32214,
1.8,-0.0090318,-0.46715,-0.42199,-0.16655,-0.3678,
2,-0.0081598,-0.4628,-0.422,-0.17178,-0.41463,
2.2,-0.0072921,-0.45847,-0.42201,-0.17444,-0.46261,
2.4,-0.0064286,-0.45416,-0.42202,-0.17459,-0.51172,
2.6,-0.0055692,-0.44988,-0.42203,-0.17224,-0.56195,
2.8,-0.0047141,-0.44562,-0.42205,-0.16745,-0.61328,
3,-0.003863,-0.44138,-0.42207,-0.16026,-0.66569,
3.2,-0.0030159,-0.43716,-0.42208,-0.15071,-0.71916,
3.4,-0.0021727,-0.43296,-0.4221,-0.13884,-0.77367,
3.6,-0.0013337,-0.42878,-0.42212,-0.12471,-0.82919,
3.8,-0.00049848,-0.42462,-0.42213,-0.10836,-0.88571,
4,0.00033277,-0.42048,-0.42215,-0.089851,-0.94321,
4.2,0.0011605,-0.41636,-0.42216,-0.069228,-1.0017,
4.4,0.0019843,-0.41226,-0.42218,-0.046545,-1.061,
4.6,0.0028047,-0.40817,-0.42219,-0.021856,-1.1213,
4.8,0.0036216,-0.4041,-0.42221,0.0047855,-1.1824,
5,0.004435,-0.40004,-0.42222,0.033324,-1.2445,
5.2,0.0052447,-0.396,-0.42223,0.063706,-1.3073,
5.4,0.0060505,-0.39198,-0.42223,0.095876,-1.3709,
5.6,0.0068527,-0.38797,-0.42223,0.12978,-1.4353,
5.8,0.0076506,-0.38397,-0.42223,0.16536,-1.5005,
6,0.0084442,-0.37999,-0.42221,0.20257,-1.5664,
6.2,0.009233,-0.37602,-0.42219,0.24135,-1.633,
6.4,0.010017,-0.37206,-0.42215,0.28166,-1.7003,
6.6,0.010794,-0.36812,-0.42209,0.32343,-1.7682,
6.8,0.011566,-0.36418,-0.42201,0.36661,-1.8368,
7,0.01233,-0.36026,-0.42191,0.41117,-1.906,
7.2,0.013087,-0.35635,-0.42178,0.45704,-1.9757,
