"t","u","r","y","em_x","em_y",
0,0.10242,2.868,2.3559,0,0,
0.2,0.10291,2.8705,2.3559,0.0048006,0.024239,
0.4,0.10343,2.8731,2.3559,0.0074821,0.050599,
0.6,0.10398,2.8758,2.3559,0.0080488,0.079074,
0.8,0.10455,2.8787,2.356,0.0065076,0.10966,
1,0.10515,2.8818,2.3561,0.002868,0.14234,
1.2,0.10575,2.885,2.3562,-0.0028584,0.17711,
1.4,0.10637,2.8883,2.3565,-0.010658,0.21394,
1.6,0.10698,2.8918,2.3569,-0.020516,0.25282,
1.8,0.10758,2.8954,2.3575,-0.032415,0.29373,
2,0.10817,2.8992,2.3583,-0.04634,0.33662,
2.2,0.10873,2.9031,2.3594,-0.062273,0.38148,
2.4,0.10924,2.9071,2.3609,-0.080199,0.42826,
2.6,0.1097,2.9112,2.3627,-0.1001,0.47691,
2.8,0.11009,2.9155,2.3651,-0.12197,0.5274,
3,0.1104,2.9199,2.3679,-0.14579,0.57965,
3.2,0.11061,2.9244,2.3714,-0.17155,0.63362,
3.4,0.11071,2.929,2.3755,-0.19926,0.68923,
3.6,0.11068,2.9337,2.3804,-0.2289,0.7464,
3.8,0.1105,2.9385,2.386,-0.26049,0.80506,
4,0.11017,2.9434,2.3926,-0.29402,0.86511,
4.2,0.10966,2.9484,2.4001,-0.32951,0.92645,
4.4,0.10896,2.9534,2.4086,-0.36698,0.98898,
4.6,0.10807,2.9585,2.4182,-0.40645,1.0526,
4.8,0.10696,2.9636,2.4288,-0.44793,1.1171,
5,0.10563,2.9688,2.4406,-0.49146,1.1825,
5.2,0.10407,2.9739,2.4536,-0.53705,1.2485,
5.4,0.10227,2.9791,2.4677,-0.58475,1.3151,
5.6,0.10024,2.9842,2.483,-0.63457,1.3821,
5.8,0.097958,2.9893,2.4995,-0.68655,1.4493,
6,0.09544,2.9943,2.5171,-0.74071,1.5165,
6.2,0.092687,2.9993,2.5359,-0.79706,1.5836,
6.4,0.089704,3.0042,2.5557,-0.85563,1.6505,
6.6,0.086502,3.009,2.5765,-0.91643,1.7169,
6.8,0.083091,3.0137,2.5983,-0.97944,1.7827,
7,0.079485,3.0183,2.6208,-1.0447,1.8478,
7.2,0.075701,3.0227,2.6442,-1.1121,1.9119,
7.4,0.071755,3.0269,2.6681,-1.1817,1.9749,
7.6,0.067667,3.031,2.6926,-1.2535,2.0366,
7.8,0.063457,3.0348,2.7175,-1.3273,2.097,
8,0.059145,3.0385,2.7428,-1.4032,2.1558,
