"t","u","r","y","em_x","em_y",
0,-0.041116,-1.4854,-1.2798,0,0,
0.2,-0.041093,-1.4853,-1.2798,0.0020076,-0.036714,
0.4,-0.041083,-1.4852,-1.2798,0.0048751,-0.0763,
0.6,-0.041084,-1.4853,-1.2798,0.0086007,-0.11875,
0.8,-0.041097,-1.4853,-1.2798,0.013182,-0.16406,
1,-0.04112,-1.4855,-1.2799,0.018614,-0.21221,
1.2,-0.041153,-1.4857,-1.2799,0.024892,-0.26319,
1.4,-0.041195,-1.4859,-1.2799,0.032009,-0.31697,
1.6,-0.041244,-1.4862,-1.28,0.039957,-0.37353,
1.8,-0.0413,-1.4866,-1.2801,0.048728,-0.43285,
2,-0.04136,-1.487,-1.2802,0.058311,-0.49489,
2.2,-0.041423,-1.4875,-1.2804,0.068693,-0.55962,
2.4,-0.041487,-1.488,-1.2806,0.079862,-0.627,
2.6,-0.041551,-1.4886,-1.2809,0.091803,-0.697,
2.8,-0.041611,-1.4893,-1.2812,0.1045,-0.76957,
3,-0.041667,-1.49,-1.2816,0.11793,-0.84467,
3.2,-0.041715,-1.4907,-1.2821,0.13209,-0.92225,
3.4,-0.041754,-1.4915,-1.2827,0.14694,-1.0023,
3.6,-0.041782,-1.4924,-1.2834,0.16246,-1.0847,
3.8,-0.041794,-1.4932,-1.2843,0.17864,-1.1694,
4,-0.041791,-1.4942,-1.2852,0.19544,-1.2565,
4.2,-0.041768,-1.4951,-1.2863,0.21284,-1.3458,
4.4,-0.041723,-1.4962,-1.2875,0.23082,-1.4372,
4.6,-0.041654,-1.4972,-1.2889,0.24933,-1.5308,
4.8,-0.041559,-1.4983,-1.2905,0.26834,-1.6265,
5,-0.041436,-1.4994,-1.2922,0.28784,-1.7242,
5.2,-0.041281,-1.5005,-1.2941,0.30777,-1.8239,
5.4,-0.041094,-1.5017,-1.2962,0.32811,-1.9255,
5.6,-0.040871,-1.5029,-1.2985,0.34882,-2.029,
5.8,-0.040613,-1.5041,-1.301,0.36985,-2.1343,
6,-0.040316,-1.5053,-1.3037,0.39118,-2.2414,
6.2,-0.039979,-1.5065,-1.3066,0.41276,-2.3502,
6.4,-0.039602,-1.5077,-1.3097,0.43455,-2.4606,
6.6,-0.039183,-1.509,-1.313,0.45651,-2.5727,
6.8,-0.038721,-1.5102,-1.3166,0.4786,-2.6863,
7,-0.038217,-1.5114,-1.3203,0.50077,-2.8015,
7.2,-0.03767,-1.5126,-1.3243,0.52299,-2.9181,
7.4,-0.03708,-1.5138,-1.3284,0.54522,-3.0362,
7.6,-0.036448,-1.515,-1.3328,0.56742,-3.1557,
7.8,-0.035774,-1.5162,-1.3373,0.58953,-3.2765,
8,-0.035058,-1.5174,-1.3421,0.61154,-3.3986,
8.2,-0.034303,-1.5185,-1.347,0.63339,-3.5219,
8.4,-0.033509,-1.5196,-1.352,0.65506,-3.6465,
8.6,-0.032678,-1.5207,-1.3573,0.67649,-3.7722,
8.8,-0.031812,-1.5217,-1.3626,0.69767,-3.8991,
9,-0.030913,-1.5227,-1.3681,0.71856,-4.027,
9.2,-0.029983,-1.5236,-1.3737,0.73912,-4.156,
9.4,-0.029025,-1.5245,-1.3794,0.75934,-4.286,
9.6,-0.028039,-1.5254,-1.3852,0.77917,-4.417,
9.8,-0.027031,-1.5262,-1.391,0.7986,-4.5489,
10,-0.026001,-1.527,-1.397,0.8176,-4.6817,
10.2,-0.024952,-1.5277,-1.4029,0.83616,-4.8154,
