"t","u","r","y","em_x","em_y",
0,0.062847,0.028197,-0.28604,0,0,
0.2,0.063383,0.030876,-0.28604,-0.0043856,-0.026928,
0.4,0.063937,0.033648,-0.28604,-0.0058954,-0.054702,
0.6,0.064509,0.036513,-0.28603,-0.0045352,-0.08332,
0.8,0.065097,0.039469,-0.28602,-0.00031449,-0.11278,
1,0.0657,0.042518,-0.28598,0.0067532,-0.14307,
1.2,0.066315,0.045658,-0.28592,0.016651,-0.1742,
1.4,0.06694,0.048888,-0.28581,0.029358,-0.20615,
1.6,0.067572,0.052208,-0.28565,0.044851,-0.23892,
1.8,0.068207,0.055616,-0.28542,0.063103,-0.27249,
2,0.06884,0.059112,-0.28509,0.084083,-0.30686,
2.2,0.069468,0.062694,-0.28465,0.10776,-0.342,
2.4,0.070084,0.06636,-0.28406,0.1341,-0.37791,
2.6,0.070684,0.070107,-0.28331,0.16306,-0.41455,
2.8,0.07126,0.073935,-0.28237,0.1946,-0.45192,
3,0.071808,0.07784,-0.2812,0.22869,-0.48998,
3.2,0.072319,0.081819,-0.27977,0.26528,-0.5287,
3.4,0.072786,0.08587,-0.27806,0.30432,-0.56806,
3.6,0.073202,0.089987,-0.27602,0.34578,-0.60801,
3.8,0.073559,0.094169,-0.27363,0.3896,-0.64851,
4,0.07385,0.098408,-0.27084,0.43575,-0.68953,
4.2,0.074065,0.1027,-0.26762,0.48417,-0.731,
4.4,0.074198,0.10704,-0.26395,0.53482,-0.77288,
4.6,0.07424,0.11143,-0.25977,0.58766,-0.81511,
4.8,0.074184,0.11585,-0.25507,0.64263,-0.85763,
5,0.074023,0.1203,-0.24982,0.6997,-0.90036,
5.2,0.07375,0.12477,-0.24398,0.75882,-0.94323,
5.4,0.073358,0.12926,-0.23753,0.81994,-0.98617,
5.6,0.072842,0.13375,-0.23046,0.88302,-1.0291,
5.8,0.072198,0.13824,-0.22275,0.94801,-1.0719,
6,0.071421,0.14272,-0.21438,1.0149,-1.1146,
6.2,0.070508,0.14718,-0.20536,1.0836,-1.157,
6.4,0.069459,0.15161,-0.19568,1.154,-1.199,
6.6,0.068272,0.15601,-0.18535,1.2262,-1.2405,
6.8,0.066947,0.16035,-0.17439,1.3001,-1.2815,
7,0.065486,0.16463,-0.1628,1.3756,-1.3219,
7.2,0.063893,0.16885,-0.15061,1.4527,-1.3615,
7.4,0.062171,0.17299,-0.13786,1.5313,-1.4003,
7.6,0.060325,0.17704,-0.12458,1.6114,-1.4381,
7.8,0.058361,0.181,-0.11081,1.6929,-1.475,
8,0.056287,0.18485,-0.096584,1.7758,-1.5107,
8.2,0.054111,0.18859,-0.081963,1.86,-1.5453,
8.4,0.051841,0.19221,-0.066993,1.9454,-1.5786,
8.6,0.049486,0.1957,-0.051729,2.032,-1.6106,
8.8,0.047057,0.19906,-0.036227,2.1198,-1.6412,
9,0.044563,0.20227,-0.020544,2.2086,-1.6704,
9.2,0.042016,0.20534,-0.0047351,2.2984,-1.6981,
9.4,0.039424,0.20826,0.011143,2.3891,-1.7243,
9.6,0.036799,0.21103,0.027035,2.4807,-1.7489,
9.8,0.034151,0.21364,0.042888,2.573,-1.772,
10,0.031488,0.21609,0.058653,2.6662,-1.7935,
10.2,0.02882,0.21838,0.074283,2.76,-1.8133,
10.4,0.026156,0.22052,0.089735,2.8544,-1.8316,
10.6,0.023503,0.22248,0.10497,2.9494,-1.8483,
10.8,0.020868,0.22429,0.11995,3.0449,-1.8633,
11,0.018259,0.22594,0.13465,3.1409,-1.8768,
11.2,0.015679,0.22743,0.14904,3.2373,-1.8887,
11.4,0.013133,0.22877,0.1631,3.334,-1.8991,
11.6,0.010626,0.22995,0.17682,3.4311,-1.9079,
11.8,0.0081604,0.23098,0.19018,3.5284,-1.9153,
12,0.005738,0.23186,0.20317,3.626,-1.9212,
12.2,0.00336,0.2326,0.2158,3.7238,-1.9256,
12.4,0.0010265,0.2332,0.22807,3.8217,-1.9287,
12.6,-0.0012622,0.23366,0.23997,3.9198,-1.9304,
12.8,-0.0035073,0.23398,0.25152,4.018,-1.9309,
13,-0.0057101,0.23418,0.26273,4.1163,-1.93,
13.2,-0.0078701,0.23424,0.27359,4.2146,-1.9279,
13.4,-0.0099875,0.23419,0.28412,4.313,-1.9245,
13.6,-0.012061,0.23401,0.29431,4.4114,-1.92,
13.8,-0.014088,0.23371,0.30415,4.5098,-1.9144,
