"t","u","r","y","em_x","em_y",
0,-0.060663,-1.9636,-1.6603,0,0,
0.2,-0.060451,-1.9626,-1.6603,-0.010991,0.0010942,
0.4,-0.060258,-1.9616,-1.6603,-0.02225,-0.00079731,
0.6,-0.060081,-1.9607,-1.6603,-0.033777,-0.0056684,
0.8,-0.05992,-1.9599,-1.6603,-0.04557,-0.013509,
1,-0.059774,-1.9592,-1.6603,-0.057628,-0.024305,
1.2,-0.05964,-1.9586,-1.6604,-0.069951,-0.038039,
1.4,-0.059518,-1.9581,-1.6605,-0.082538,-0.054689,
1.6,-0.059403,-1.9576,-1.6606,-0.095386,-0.07423,
1.8,-0.059295,-1.9573,-1.6608,-0.1085,-0.096633,
2,-0.059188,-1.957,-1.6611,-0.12187,-0.12187,
2.2,-0.059082,-1.9568,-1.6614,-0.1355,-0.14989,
2.4,-0.058971,-1.9567,-1.6619,-0.1494,-0.18067,
2.6,-0.058852,-1.9567,-1.6624,-0.16356,-0.21417,
2.8,-0.058722,-1.9567,-1.6631,-0.17799,-0.25033,
3,-0.058576,-1.9569,-1.664,-0.1927,-0.28911,
3.2,-0.058411,-1.9571,-1.665,-0.20768,-0.33047,
3.4,-0.058222,-1.9573,-1.6662,-0.22296,-0.37434,
3.6,-0.058005,-1.9577,-1.6676,-0.23854,-0.42069,
3.8,-0.057756,-1.9581,-1.6693,-0.25442,-0.46944,
4,-0.057471,-1.9585,-1.6712,-0.27064,-0.52054,
4.2,-0.057147,-1.959,-1.6733,-0.28719,-0.57394,
4.4,-0.056778,-1.9596,-1.6757,-0.30411,-0.62957,
4.6,-0.056361,-1.9602,-1.6784,-0.32141,-0.68737,
4.8,-0.055894,-1.9609,-1.6814,-0.33911,-0.74728,
5,-0.055372,-1.9616,-1.6847,-0.35724,-0.80924,
5.2,-0.054793,-1.9623,-1.6883,-0.37583,-0.87317,
5.4,-0.054154,-1.9631,-1.6923,-0.39491,-0.93903,
5.6,-0.053454,-1.9639,-1.6966,-0.4145,-1.0067,
5.8,-0.05269,-1.9647,-1.7012,-0.43464,-1.0762,
6,-0.051862,-1.9655,-1.7062,-0.45536,-1.1474,
6.2,-0.050968,-1.9663,-1.7114,-0.4767,-1.2203,
6.4,-0.050008,-1.9671,-1.7171,-0.49868,-1.2948,
6.6,-0.048983,-1.9679,-1.723,-0.52135,-1.3708,
6.8,-0.047894,-1.9687,-1.7293,-0.54474,-1.4482,
7,-0.046741,-1.9695,-1.7358,-0.56888,-1.527,
7.2,-0.045526,-1.9703,-1.7426,-0.59381,-1.6072,
7.4,-0.044252,-1.971,-1.7498,-0.61955,-1.6886,
7.6,-0.042921,-1.9717,-1.7571,-0.64615,-1.7713,
7.8,-0.041536,-1.9724,-1.7647,-0.67363,-1.8551,
8,-0.040101,-1.973,-1.7725,-0.70201,-1.9399,
8.2,-0.038619,-1.9736,-1.7805,-0.73133,-2.0258,
8.4,-0.037095,-1.9741,-1.7886,-0.7616,-2.1126,
8.6,-0.035533,-1.9746,-1.7969,-0.79284,-2.2004,
8.8,-0.033937,-1.975,-1.8053,-0.82508,-2.289,
9,-0.032312,-1.9754,-1.8138,-0.85832,-2.3784,
9.2,-0.030662,-1.9756,-1.8223,-0.89258,-2.4685,
9.4,-0.028996,-1.9759,-1.8309,-0.92787,-2.5593,

