"t","u","r","y","em_x","em_y",
0,0.092026,3.078,2.6178,0,0,
0.2,0.092153,3.0786,2.6178,0.016756,0.0052746,
0.4,0.092306,3.0794,2.6178,0.030917,0.012048,
0.6,0.092483,3.0803,2.6178,0.042487,0.020318,
0.8,0.092682,3.0813,2.6179,0.051475,0.030079,
1,0.092901,3.0825,2.618,0.057892,0.041324,
1.2,0.093134,3.0837,2.6181,0.061755,0.054042,
1.4,0.093376,3.0852,2.6183,0.063081,0.068221,
1.6,0.093623,3.0867,2.6186,0.061889,0.083846,
1.8,0.093866,3.0884,2.6191,0.058203,0.1009,
2,0.094099,3.0902,2.6197,0.052048,0.11936,
2.2,0.094313,3.0921,2.6206,0.043449,0.13919,
2.4,0.094499,3.0942,2.6217,0.032434,0.16038,
2.6,0.094649,3.0963,2.6231,0.019031,0.18288,
2.8,0.094751,3.0986,2.6249,0.0032693,0.20667,
3,0.094796,3.101,2.627,-0.014823,0.23168,
3.2,0.094773,3.1035,2.6296,-0.035217,0.25788,
3.4,0.094671,3.1061,2.6327,-0.057885,0.28521,
3.6,0.094478,3.1087,2.6363,-0.0828,0.3136,
3.8,0.094184,3.1115,2.6406,-0.10994,0.343,
4,0.093779,3.1143,2.6454,-0.13927,0.37333,
4.2,0.093251,3.1173,2.651,-0.17078,0.40451,
4.4,0.09259,3.1202,2.6573,-0.20444,0.43645,
4.6,0.091789,3.1233,2.6643,-0.24023,0.46906,
4.8,0.090838,3.1263,2.6721,-0.27813,0.50225,
5,0.08973,3.1294,2.6808,-0.31813,0.53591,
5.2,0.088459,3.1326,2.6903,-0.3602,0.56994,
5.4,0.08702,3.1357,2.7006,-0.40433,0.60421,
5.6,0.085411,3.1389,2.7118,-0.4505,0.63861,
5.8,0.08363,-3.1412,2.7239,-0.49869,0.67302,
6,0.081677,-3.1381,2.7367,-0.54888,0.70732,
6.2,0.079553,-3.135,2.7504,-0.60105,0.74137,
6.4,0.077263,-3.132,2.7649,-0.65517,0.77506,
6.6,0.074811,-3.129,2.7801,-0.71122,0.80825,
6.8,0.072205,-3.1261,2.796,-0.76916,0.84082,
7,0.069452,-3.1233,2.8126,-0.82896,0.87265,
7.2,0.066563,-3.1206,2.8298,-0.89057,0.90361,
7.4,0.063549,-3.118,2.8474,-0.95396,0.9336,
7.6,0.060422,-3.1155,2.8655,-1.0191,0.9625,
7.8,0.057195,-3.1132,2.884,-1.0859,0.99021,
8,0.053882,-3.111,2.9028,-1.1543,1.0166,
8.2,0.050496,-3.1089,2.9218,-1.2242,1.0417,
8.4,0.047053,-3.107,2.9409,-1.2956,1.0653,
8.6,0.043565,-3.1052,2.9601,-1.3685,1.0874,
8.8,0.040048,-3.1036,2.9793,-1.4427,1.108,
9,0.036513,-3.1022,2.9984,-1.5182,1.1269,
9.2,0.032975,-3.101,3.0173,-1.5949,1.1442,
9.4,0.029444,-3.0999,3.036,-1.6728,1.1598,
9.6,0.025931,-3.099,3.0545,-1.7517,1.1737,
9.8,0.022446,-3.0983,3.0726,-1.8316,1.1858,
10,0.018997,-3.0978,3.0904,-1.9125,1.1963,
10.2,0.015592,-3.0974,3.1078,-1.9942,1.2051,
10.4,0.012235,-3.0973,3.1248,-2.0767,1.2121,
10.6,0.0089318,-3.0972,3.1413,-2.1599,1.2175,
10.8,0.0056846,-3.0974,-3.1258,-2.2439,1.2212,
11,0.0024953,-3.0977,-3.1102,-2.3284,1.2233,
11.2,-0.00063588,-3.0982,-3.095,-2.4135,1.2238,
11.4,-0.0037097,-3.0989,-3.0803,-2.4991,1.2228,
11.6,-0.0067277,-3.0997,-3.0661,-2.5852,1.2202,
11.8,-0.00969,-3.1007,-3.0522,-2.6717,1.216,
12,-0.012596,-3.1018,-3.0388,-2.7586,1.2104,
12.2,-0.015443,-3.103,-3.0258,-2.8458,1.2034,
12.4,-0.018228,-3.1044,-3.0133,-2.9334,1.195,
12.6,-0.020946,-3.106,-3.0013,-3.0212,1.1852,
12.8,-0.023592,-3.1077,-2.9897,-3.1092,1.1741,
13,-0.026159,-3.1095,-2.9787,-3.1975,1.1617,
13.2,-0.028641,-3.1114,-2.9682,-3.286,1.1482,
13.4,-0.031029,-3.1134,-2.9583,-3.3746,1.1335,
13.6,-0.033316,-3.1156,-2.949,-3.4634,1.1177,
13.8,-0.035492,-3.1178,-2.9404,-3.5523,1.1009,
14,-0.037548,-3.1202,-2.9324,-3.6413,1.0831,
14.2,-0.039476,-3.1226,-2.9252,-3.7305,1.0644,
14.4,-0.041266,-3.1251,-2.9188,-3.8198,1.045,
14.6,-0.04291,-3.1277,-2.9132,-3.9092,1.0249,
14.8,-0.044399,-3.1304,-2.9084,-3.9987,1.0041,
15,-0.045725,-3.1331,-2.9044,-4.0883,0.9828,
15.2,-0.046883,-3.1358,-2.9014,-4.1781,0.96107,
15.4,-0.047865,-3.1386,-2.8993,-4.2681,0.93902,
15.6,-0.048667,-3.1414,-2.8981,-4.3582,0.91673,
15.8,0.049284,3.139,-2.8978,-4.4484,0.89432,
16,0.049906,3.1361,-2.8975,-4.5389,0.87185,
16.2,0.050718,3.1333,-2.8963,-4.6295,0.84925,
16.4,0.051726,3.1304,-2.8941,-4.7202,0.82642,
16.6,0.052931,3.1276,-2.891,-4.8111,0.80326,
