"t","u","r","y","em_x","em_y",
0,0.012234,0.979,0.91783,0,0,
0.2,0.012195,0.9788,0.91783,-0.0033915,-0.0015557,
0.4,0.012159,0.97863,0.91783,-0.0049619,-0.00073044,
0.6,0.012128,0.97847,0.91783,-0.0047147,0.002471,
0.8,0.0121,0.97833,0.91783,-0.0026561,0.0080406,
1,0.012075,0.97821,0.91783,0.0012054,0.015967,
1.2,0.012054,0.9781,0.91783,0.0068588,0.026237,
1.4,0.012036,0.97802,0.91784,0.014291,0.038832,
1.6,0.012021,0.97795,0.91784,0.023487,0.053733,
1.8,0.01201,0.9779,0.91785,0.034428,0.070916,
2,0.012001,0.97787,0.91786,0.047096,0.090357,
2.2,0.011995,0.97785,0.91788,0.061468,0.11203,
2.4,0.011991,0.97785,0.9179,0.077521,0.1359,
2.6,0.01199,0.97787,0.91792,0.095229,0.16193,
2.8,0.011991,0.9779,0.91795,0.11457,0.19009,
3,0.011994,0.97795,0.91798,0.1355,0.22035,
3.2,0.011998,0.97802,0.91803,0.15801,0.25267,
3.4,0.012004,0.9781,0.91808,0.18205,0.287,
3.6,0.012012,0.97819,0.91814,0.20761,0.32331,
3.8,0.01202,0.9783,0.9182,0.23463,0.36154,
4,0.012029,0.97843,0.91828,0.26309,0.40167,
4.2,0.012038,0.97856,0.91837,0.29295,0.44363,
4.4,0.012048,0.97871,0.91848,0.32419,0.4874,
4.6,0.012057,0.97888,0.91859,0.35675,0.53292,
4.8,0.012066,0.97905,0.91872,0.3906,0.58014,
5,0.012075,0.97924,0.91887,0.42571,0.62902,
5.2,0.012082,0.97944,0.91903,0.46204,0.67952,
5.4,0.012089,0.97965,0.9192,0.49954,0.73158,
5.6,0.012094,0.97986,0.91939,0.53819,0.78516,
5.8,0.012098,0.98009,0.9196,0.57795,0.84021,
6,0.0121,0.98033,0.91983,0.61877,0.89669,
6.2,0.012099,0.98058,0.92008,0.66062,0.95455,
6.4,0.012096,0.98083,0.92035,0.70347,1.0137,
6.6,0.012091,0.98109,0.92064,0.74727,1.0742,
6.8,0.012083,0.98136,0.92094,0.79199,1.136,
7,0.012072,0.98163,0.92127,0.8376,1.1989,
7.2,0.012057,0.98191,0.92162,0.88405,1.263,
7.4,0.012039,0.98219,0.922,0.93132,1.3283,
7.6,0.012018,0.98248,0.92239,0.97937,1.3946,
7.8,0.011993,0.98277,0.92281,1.0282,1.462,
8,0.011964,0.98307,0.92325,1.0777,1.5303,
8.2,0.01193,0.98337,0.92371,1.1279,1.5997,
8.4,0.011893,0.98367,0.9242,1.1787,1.67,
8.6,0.011851,0.98397,0.92471,1.2302,1.7411,
8.8,0.011805,0.98427,0.92524,1.2823,1.8132,
9,0.011755,0.98457,0.9258,1.3349,1.8861,
9.2,0.0117,0.98487,0.92638,1.3881,1.9597,
9.4,0.01164,0.98517,0.92698,1.4417,2.0342,
9.6,0.011575,0.98547,0.9276,1.4959,2.1094,
9.8,0.011506,0.98577,0.92824,1.5505,2.1853,
10,0.011432,0.98607,0.92891,1.6055,2.2619,
10.2,0.011354,0.98636,0.92959,1.661,2.3391,
10.4,0.011271,0.98665,0.9303,1.7168,2.417,
10.6,0.011183,0.98694,0.93102,1.773,2.4955,
10.8,0.01109,0.98722,0.93177,1.8296,2.5746,
11,0.010993,0.98749,0.93253,1.8865,2.6543,
11.2,0.010891,0.98777,0.93331,1.9436,2.7345,
11.4,0.010785,0.98803,0.93411,2.0011,2.8152,
11.6,0.010674,0.98829,0.93492,2.0588,2.8964,
11.8,0.01056,0.98855,0.93575,2.1168,2.9781,
12,0.010441,0.98879,0.93659,2.175,3.0602,
12.2,0.010318,0.98903,0.93745,2.2334,3.1428,
12.4,0.010191,0.98927,0.93831,2.292,3.2259,
12.6,0.01006,0.98949,0.93919,2.3509,3.3093,
12.8,0.009926,0.98971,0.94008,2.4098,3.3932,
13,0.0097882,0.98992,0.94098,2.469,3.4774,
13.2,0.009647,0.99012,0.94189,2.5283,3.562,
13.4,0.0095026,0.99032,0.9428,2.5877,3.6469,
13.6,0.0093552,0.9905,0.94373,2.6473,3.7322,
13.8,0.0092049,0.99068,0.94465,2.7069,3.8178,
14,0.0090519,0.99084,0.94559,2.7667,3.9037,
14.2,0.0088964,0.991,0.94652,2.8265,3.99,
14.4,0.0087385,0.99115,0.94746,2.8865,4.0765,
14.6,0.0085783,0.99129,0.9484,2.9465,4.1633,
14.8,0.0084162,0.99142,0.94934,3.0066,4.2504,
15,0.0082522,0.99154,0.95028,3.0667,4.3377,
15.2,0.0080865,0.99165,0.95121,3.1269,4.4253,
15.4,0.0079193,0.99175,0.95215,3.1871,4.5131,
15.6,0.0077507,0.99184,0.95308,3.2474,4.6011,
15.8,0.0075809,0.99192,0.95401,3.3077,4.6894,
16,0.0074101,0.99199,0.95494,3.368,4.7779,
16.2,0.0072384,0.99205,0.95586,3.4284,4.8666,
16.4,0.007066,0.9921,0.95677,3.4888,4.9555,
16.6,0.006893,0.99214,0.95767,3.5491,5.0446,
16.8,0.0067195,0.99217,0.95857,3.6095,5.1339,
17,0.0065458,0.99219,0.95946,3.6699,5.2234,
17.2,0.006372,0.9922,0.96034,3.7303,5.313,
17.4,0.0061981,0.9922,0.96121,3.7907,5.4028,
17.6,0.0060243,0.9922,0.96208,3.8511,5.4928,
17.8,0.0058508,0.99218,0.96293,3.9115,5.5829,
18,0.0056776,0.99215,0.96377,3.9718,5.6732,
18.2,0.0055049,0.99212,0.96459,4.0322,5.7636,
18.4,0.0053327,0.99207,0.96541,4.0925,5.8542,
18.6,0.0051612,0.99202,0.96621,4.1528,5.9448,
18.8,0.0049904,0.99196,0.967,4.2131,6.0357,
