"t","u","r","y","em_x","em_y",
0,0.018036,2.9392,2.849,0,0,
0.2,0.017607,2.937,2.849,-0.016705,-0.018461,
0.4,0.017183,2.9349,2.849,-0.036281,-0.036057,
0.6,0.016765,2.9328,2.849,-0.05872,-0.05279,
0.8,0.016352,2.9308,2.849,-0.084015,-0.068663,
1,0.015944,2.9287,2.849,-0.11215,-0.083681,
1.2,0.015541,2.9267,2.849,-0.14311,-0.097847,
1.4,0.015143,2.9247,2.849,-0.17688,-0.11117,
1.6,0.01475,2.9228,2.849,-0.21342,-0.12365,
1.8,0.014361,2.9208,2.849,-0.25271,-0.13531,
2,0.013976,2.9189,2.8491,-0.29473,-0.14615,
2.2,0.013595,2.9171,2.8491,-0.33943,-0.15618,
2.4,0.013219,2.9152,2.8491,-0.38679,-0.16541,
2.6,0.012845,2.9134,2.8491,-0.43675,-0.17386,
2.8,0.012476,2.9116,2.8492,-0.48928,-0.18153,
3,0.012109,2.9098,2.8492,-0.54434,-0.18845,
3.2,0.011746,2.908,2.8493,-0.60187,-0.19462,
3.4,0.011386,2.9063,2.8493,-0.66183,-0.20007,
3.6,0.011028,2.9046,2.8494,-0.72418,-0.2048,
3.8,0.010674,2.9029,2.8495,-0.78884,-0.20884,
4,0.010322,2.9012,2.8496,-0.85579,-0.21219,
4.2,0.0099719,2.8995,2.8497,-0.92495,-0.21489,
4.4,0.0096244,2.8979,2.8498,-0.99627,-0.21694,
4.6,0.0092794,2.8963,2.8499,-1.0697,-0.21836,
4.8,0.0089365,2.8947,2.85,-1.1452,-0.21918,
5,0.0085957,2.8931,2.8501,-1.2227,-0.2194,
5.2,0.008257,2.8915,2.8502,-1.3021,-0.21906,
5.4,0.0079202,2.89,2.8504,-1.3834,-0.21815,
5.6,0.0075855,2.8885,2.8505,-1.4665,-0.21671,
5.8,0.0072528,2.8869,2.8507,-1.5514,-0.21475,
6,0.0069218,2.8854,2.8508,-1.638,-0.2123,
6.2,0.006593,2.8839,2.851,-1.7263,-0.20935,
6.4,0.0062659,2.8825,2.8511,-1.8161,-0.20595,
6.6,0.0059408,2.881,2.8513,-1.9075,-0.20209,
6.8,0.0056176,2.8796,2.8515,-2.0004,-0.19781,
7,0.0052964,2.8781,2.8516,-2.0947,-0.1931,
7.2,0.0049771,2.8767,2.8518,-2.1904,-0.188,
7.4,0.0046597,2.8753,2.852,-2.2875,-0.18252,
7.6,0.0043443,2.8739,2.8521,-2.3858,-0.17667,
7.8,0.0040308,2.8725,2.8523,-2.4854,-0.17047,
8,0.0037193,2.8711,2.8525,-2.5861,-0.16393,
8.2,0.0034098,2.8697,2.8527,-2.688,-0.15706,
8.4,0.0031022,2.8683,2.8528,-2.791,-0.14989,
8.6,0.0027967,2.867,2.853,-2.8951,-0.14242,
8.8,0.0024933,2.8656,2.8532,-3.0001,-0.13467,
9,0.0021916,2.8643,2.8533,-3.1061,-0.12664,
9.2,0.001892,2.8629,2.8535,-3.2131,-0.11835,
9.4,0.0015943,2.8616,2.8536,-3.3209,-0.10982,
9.6,0.0012985,2.8603,2.8538,-3.4296,-0.10105,
9.8,0.0010046,2.8589,2.8539,-3.5391,-0.092054,
10,0.00071258,2.8576,2.8541,-3.6494,-0.082842,
10.2,0.00042248,2.8563,2.8542,-3.7604,-0.073423,
10.4,0.000134,2.855,2.8543,-3.8721,-0.063808,
10.6,-0.00015285,2.8537,2.8545,-3.9846,-0.054005,
10.8,-0.00043805,2.8524,2.8546,-4.0976,-0.044024,
11,-0.00072151,2.8511,2.8547,-4.2113,-0.033871,
11.2,-0.0010036,2.8498,2.8548,-4.3256,-0.023557,
11.4,-0.0012843,2.8485,2.8549,-4.4405,-0.013087,
11.6,-0.0015634,2.8472,2.855,-4.5559,-0.0024706,
11.8,-0.0018412,2.8459,2.8552,-4.6718,0.0082868,
12,-0.0021174,2.8447,2.8553,-4.7882,0.019178,
12.2,-0.0023923,2.8434,2.8554,-4.9051,0.030196,
