"t","u","r","y","em_x","em_y",
0,-0.090666,-2.6653,-2.212,0,0,
0.2,-0.090921,-2.6666,-2.212,-0.0096437,-0.019345,
0.4,-0.091202,-2.668,-2.212,-0.02108,-0.041091,
0.6,-0.091508,-2.6695,-2.212,-0.034307,-0.065236,
0.8,-0.091835,-2.6712,-2.212,-0.049317,-0.091769,
1,-0.092181,-2.673,-2.2121,-0.066102,-0.12068,
1.2,-0.092542,-2.6749,-2.2122,-0.084653,-0.15195,
1.4,-0.092912,-2.677,-2.2124,-0.10496,-0.18557,
1.6,-0.093285,-2.6792,-2.2128,-0.12701,-0.22151,
1.8,-0.093656,-2.6815,-2.2132,-0.15078,-0.25975,
2,-0.094016,-2.6839,-2.2138,-0.17627,-0.30025,
2.2,-0.094356,-2.6865,-2.2147,-0.20346,-0.34299,
2.4,-0.094669,-2.6891,-2.2158,-0.23234,-0.38792,
2.6,-0.094945,-2.6919,-2.2172,-0.26289,-0.435,
2.8,-0.095172,-2.6948,-2.219,-0.2951,-0.48418,
3,-0.095342,-2.6978,-2.2211,-0.32896,-0.53542,
3.2,-0.095441,-2.7009,-2.2237,-0.36448,-0.58866,
3.4,-0.09546,-2.7041,-2.2268,-0.40164,-0.64383,
3.6,-0.095387,-2.7074,-2.2305,-0.44044,-0.70087,
3.8,-0.095209,-2.7108,-2.2348,-0.48088,-0.75971,
4,-0.094917,-2.7143,-2.2397,-0.52298,-0.82027,
4.2,-0.094498,-2.7178,-2.2453,-0.56675,-0.88246,
4.4,-0.093943,-2.7214,-2.2517,-0.61219,-0.94621,
4.6,-0.093241,-2.725,-2.2588,-0.65933,-1.0114,
4.8,-0.092384,-2.7287,-2.2668,-0.7082,-1.078,
5,-0.091363,-2.7324,-2.2756,-0.7588,-1.1458,
5.2,-0.090173,-2.7361,-2.2853,-0.81118,-1.2147,
5.4,-0.088806,-2.7399,-2.2959,-0.86537,-1.2847,
5.6,-0.087262,-2.7436,-2.3073,-0.92139,-1.3556,
5.8,-0.085535,-2.7474,-2.3197,-0.97929,-1.4273,
6,-0.083627,-2.7511,-2.3329,-1.0391,-1.4996,
6.2,-0.08154,-2.7547,-2.347,-1.1008,-1.5725,
6.4,-0.079274,-2.7583,-2.362,-1.1645,-1.6458,
6.6,-0.076838,-2.7619,-2.3777,-1.2302,-1.7193,
6.8,-0.074236,-2.7653,-2.3941,-1.2979,-1.793,
7,-0.071478,-2.7687,-2.4113,-1.3676,-1.8667,
7.2,-0.068573,-2.772,-2.4291,-1.4394,-1.9403,
7.4,-0.065533,-2.7751,-2.4475,-1.5132,-2.0137,
7.6,-0.06237,-2.7781,-2.4663,-1.5891,-2.0866,
7.8,-0.059099,-2.781,-2.4855,-1.667,-2.1591,
8,-0.055733,-2.7838,-2.5051,-1.747,-2.2309,
8.2,-0.052286,-2.7863,-2.5249,-1.8289,-2.3021,
8.4,-0.048775,-2.7888,-2.5449,-1.9129,-2.3724,
8.6,-0.045213,-2.791,-2.5649,-1.9987,-2.4418,
8.8,-0.041617,-2.7931,-2.585,-2.0865,-2.5102,
9,-0.037999,-2.795,-2.605,-2.1761,-2.5775,
9.2,-0.034373,-2.7967,-2.6248,-2.2675,-2.6437,
9.4,-0.030752,-2.7982,-2.6445,-2.3607,-2.7087,
9.6,-0.027147,-2.7995,-2.6638,-2.4555,-2.7725,
9.8,-0.023569,-2.8007,-2.6828,-2.5519,-2.835,
10,-0.020026,-2.8016,-2.7015,-2.6499,-2.8962,
10.2,-0.016528,-2.8024,-2.7198,-2.7494,-2.956,
10.4,-0.013078,-2.803,-2.7376,-2.8503,-3.0146,
10.6,-0.0096836,-2.8034,-2.755,-2.9525,-3.0717,
