"t","u","r","y","em_x","em_y",
0,0.094325,-1.7106,-2.1822,0,0,
0.2,0.095007,-1.7072,-2.1822,-0.033573,0.0062949,
0.4,0.095716,-1.7037,-2.1822,-0.068867,0.010135,
0.6,0.096451,-1.7,-2.1822,-0.10588,0.011526,
0.8,0.097207,-1.6962,-2.1822,-0.1446,0.010475,
1,0.097983,-1.6922,-2.1821,-0.18503,0.0069942,
1.2,0.098772,-1.6881,-2.182,-0.22714,0.0010968,
1.4,0.099571,-1.6839,-2.1817,-0.27094,-0.0072005,
1.6,0.10037,-1.6795,-2.1814,-0.31639,-0.017879,
1.8,0.10116,-1.6751,-2.1809,-0.36348,-0.030918,
2,0.10194,-1.6704,-2.1801,-0.41219,-0.046295,
2.2,0.10269,-1.6657,-2.1792,-0.46249,-0.063987,
2.4,0.10341,-1.6608,-2.1779,-0.51433,-0.083971,
2.6,0.10408,-1.6559,-2.1762,-0.56769,-0.10622,
2.8,0.10468,-1.6508,-2.1742,-0.62252,-0.13072,
3,0.10522,-1.6456,-2.1716,-0.67876,-0.15744,
3.2,0.10566,-1.6402,-2.1686,-0.73637,-0.18636,
3.4,0.106,-1.6348,-2.1648,-0.79528,-0.21747,
3.6,0.10623,-1.6293,-2.1605,-0.85542,-0.25074,
3.8,0.10632,-1.6237,-2.1553,-0.91671,-0.28616,
4,0.10627,-1.6181,-2.1494,-0.97906,-0.32372,
4.2,0.10605,-1.6123,-2.1425,-1.0424,-0.36342,
4.4,0.10565,-1.6065,-2.1348,-1.1066,-0.40524,
4.6,0.10507,-1.6006,-2.126,-1.1715,-0.44918,
4.8,0.10429,-1.5948,-2.1162,-1.2371,-0.49525,
5,0.10329,-1.5888,-2.1053,-1.3032,-0.54344,
5.2,0.10207,-1.5829,-2.0933,-1.3697,-0.59375,
5.4,0.10063,-1.577,-2.0801,-1.4364,-0.64618,
5.6,0.098944,-1.5711,-2.0658,-1.5033,-0.70075,
5.8,0.097026,-1.5652,-2.0503,-1.57,-0.75744,
6,0.094869,-1.5594,-2.0337,-1.6365,-0.81626,
6.2,0.092476,-1.5536,-2.016,-1.7026,-0.8772,
6.4,0.089852,-1.5479,-1.9972,-1.7682,-0.94024,
