"t","u","r","y","em_x","em_y",
0,-0.074814,2.2197,2.5938,0,0,
0.2,-0.074245,2.2225,2.5938,0.035809,-0.00010685,
0.4,-0.073697,2.2253,2.5938,0.069058,0.0013476,
0.6,-0.07317,2.2279,2.5938,0.099754,0.0043601,
0.8,-0.072662,2.2304,2.5937,0.12791,0.0089257,
1,-0.072171,2.2328,2.5937,0.15352,0.015037,
1.2,-0.071694,2.2351,2.5936,0.17662,0.022686,
1.4,-0.071229,2.2373,2.5935,0.19723,0.031862,
1.6,-0.070773,2.2394,2.5933,0.21535,0.042553,
1.8,-0.07032,2.2414,2.593,0.23103,0.054747,
2,-0.069869,2.2433,2.5926,0.24429,0.06843,
2.2,-0.069413,2.2451,2.5921,0.25516,0.083588,
2.4,-0.06895,2.2468,2.5915,0.26367,0.10021,
2.6,-0.068473,2.2483,2.5907,0.26988,0.11827,
2.8,-0.067978,2.2498,2.5897,0.27382,0.13777,
3,-0.067461,2.2512,2.5885,0.27554,0.15869,
3.2,-0.066917,2.2526,2.5871,0.27509,0.18101,
3.4,-0.06634,2.2538,2.5855,0.27252,0.20473,
3.6,-0.065726,2.2549,2.5836,0.26788,0.22983,
3.8,-0.065071,2.256,2.5814,0.26124,0.2563,
4,-0.064369,2.257,2.5788,0.25266,0.28414,
4.2,-0.063617,2.2579,2.576,0.24219,0.31334,
4.4,-0.06281,2.2588,2.5729,0.22991,0.3439,
4.6,-0.061946,2.2596,2.5693,0.21589,0.37581,
4.8,-0.061021,2.2604,2.5655,0.20018,0.40907,
5,-0.060033,2.2611,2.5612,0.18288,0.44368,
5.2,-0.058978,2.2618,2.5567,0.16404,0.47964,
5.4,-0.057857,2.2624,2.5517,0.14375,0.51696,
5.6,-0.056668,2.263,2.5463,0.12208,0.55563,
5.8,-0.05541,2.2636,2.5406,0.099111,0.59566,
6,-0.054083,2.2642,2.5346,0.074913,0.63706,
6.2,-0.052689,2.2647,2.5282,0.049568,0.67982,
6.4,-0.051228,2.2653,2.5214,0.023154,0.72396,
6.6,-0.049703,2.2659,2.5144,-0.0042542,0.76948,
6.8,-0.048116,2.2664,2.507,-0.032579,0.81637,
7,-0.04647,2.267,2.4994,-0.061744,0.86465,
7.2,-0.044769,2.2677,2.4915,-0.091677,0.9143,
7.4,-0.043017,2.2683,2.4834,-0.1223,0.96533,
7.6,-0.041218,2.269,2.4751,-0.15356,1.0177,
7.8,-0.039376,2.2697,2.4666,-0.18536,1.0715,
8,-0.037497,2.2705,2.4579,-0.21766,1.1267,
8.2,-0.035585,2.2713,2.4492,-0.25038,1.1832,
8.4,-0.033646,2.2721,2.4404,-0.28347,1.241,
8.6,-0.031686,2.273,2.4315,-0.31687,1.3002,
8.8,-0.029708,2.274,2.4226,-0.35053,1.3607,
9,-0.027719,2.2751,2.4137,-0.38438,1.4224,
9.2,-0.025724,2.2762,2.4048,-0.4184,1.4855,
9.4,-0.023727,2.2773,2.396,-0.45252,1.5498,
9.6,-0.021732,2.2786,2.3872,-0.48672,1.6153,
9.8,-0.019744,2.2799,2.3786,-0.52095,1.682,
10,-0.017767,2.2812,2.3701,-0.55518,1.7499,
10.2,-0.015805,2.2827,2.3617,-0.58938,1.819,
10.4,-0.01386,2.2842,2.3535,-0.62352,1.8891,
10.6,-0.011935,2.2858,2.3455,-0.65758,1.9603,
10.8,-0.010032,2.2875,2.3376,-0.69154,2.0326,
11,-0.0081536,2.2892,2.33,-0.72537,2.1059,
11.2,-0.0063008,2.291,2.3225,-0.75906,2.1801,
11.4,-0.0044744,2.2929,2.3153,-0.7926,2.2554,
11.6,-0.0026751,2.2948,2.3082,-0.82597,2.3315,
11.8,-0.00090292,2.2969,2.3014,-0.85916,2.4085,
12,0.00084244,2.2989,2.2947,-0.89217,2.4864,
12.2,0.0025617,2.3011,2.2883,-0.92497,2.5651,
12.4,0.0042555,2.3033,2.282,-0.95758,2.6446,
