"t","u","r","y","em_x","em_y",
0,-0.098211,-1.8617,-1.3706,0,0,
0.2,-0.097926,-1.8603,-1.3706,-0.0071053,0.026089,
0.4,-0.097667,-1.859,-1.3706,-0.013615,0.04924,
0.6,-0.097435,-1.8578,-1.3706,-0.019529,0.06946,
0.8,-0.097226,-1.8568,-1.3707,-0.024851,0.086757,
1,-0.097037,-1.8559,-1.3708,-0.029584,0.10115,
1.2,-0.096864,-1.8552,-1.3709,-0.033732,0.11264,
1.4,-0.0967,-1.8546,-1.3711,-0.037302,0.12127,
1.6,-0.096539,-1.8542,-1.3715,-0.040303,0.12705,
1.8,-0.096376,-1.8539,-1.372,-0.042744,0.13002,
2,-0.096201,-1.8537,-1.3727,-0.044639,0.13019,
2.2,-0.096007,-1.8536,-1.3736,-0.046005,0.12761,
2.4,-0.095785,-1.8537,-1.3748,-0.046862,0.12231,
2.6,-0.095526,-1.8539,-1.3762,-0.047234,0.11432,
2.8,-0.09522,-1.8542,-1.3781,-0.047149,0.10369,
3,-0.094857,-1.8546,-1.3803,-0.046639,0.09046,
3.2,-0.094427,-1.8552,-1.383,-0.045744,0.074669,
3.4,-0.09392,-1.8558,-1.3862,-0.044507,0.056362,
3.6,-0.093327,-1.8565,-1.3899,-0.042976,0.035583,
3.8,-0.092636,-1.8574,-1.3942,-0.041206,0.01238,
4,-0.09184,-1.8583,-1.3991,-0.039259,-0.013203,
4.2,-0.090928,-1.8593,-1.4047,-0.0372,-0.041117,
4.4,-0.089894,-1.8604,-1.4109,-0.035101,-0.071314,
4.6,-0.088729,-1.8615,-1.4178,-0.033041,-0.10375,
4.8,-0.087428,-1.8627,-1.4255,-0.031102,-0.13836,
5,-0.085985,-1.8639,-1.434,-0.029372,-0.17511,
5.2,-0.084396,-1.8651,-1.4432,-0.027942,-0.21394,
5.4,-0.082659,-1.8664,-1.4531,-0.026909,-0.2548,
5.6,-0.080773,-1.8677,-1.4638,-0.02637,-0.29762,
5.8,-0.078737,-1.869,-1.4753,-0.026425,-0.34237,
6,-0.076553,-1.8702,-1.4875,-0.027177,-0.38897,
6.2,-0.074226,-1.8715,-1.5003,-0.028726,-0.43737,
6.4,-0.071759,-1.8727,-1.5139,-0.031173,-0.4875,
6.6,-0.069159,-1.8738,-1.528,-0.034617,-0.53929,
6.8,-0.066433,-1.8749,-1.5428,-0.039152,-0.59269,
7,-0.063591,-1.876,-1.558,-0.04487,-0.64761,
7.2,-0.060641,-1.8769,-1.5737,-0.051857,-0.704,
