"t","u","r","y","em_x","em_y",
0,-0.062032,2.8571,3.1672,0,0,
0.2,0.062192,2.8563,-3.1159,0.013796,-0.012414,
0.4,0.062372,2.8554,-3.1159,0.024595,-0.024905,
0.6,0.06257,2.8544,-3.1159,0.032404,-0.037472,
0.8,0.062789,2.8533,-3.1159,0.037232,-0.050116,
1,0.063029,2.8522,-3.1159,0.039094,-0.062837,
1.2,0.063292,2.8509,-3.1158,0.038007,-0.075634,
1.4,0.063581,2.8495,-3.1157,0.033993,-0.088508,
1.6,0.063898,2.8481,-3.1156,0.027077,-0.10146,
1.8,0.064246,2.8466,-3.1154,0.017289,-0.11449,
2,0.064628,2.845,-3.1151,0.0046607,-0.1276,
2.2,0.065048,2.8433,-3.1147,-0.010773,-0.1408,
2.4,0.065509,2.8415,-3.1142,-0.028972,-0.15408,
2.6,0.066017,2.8396,-3.1135,-0.049896,-0.16746,
2.8,0.066576,2.8377,-3.1127,-0.0735,-0.18095,
3,0.06719,2.8356,-3.1116,-0.099737,-0.19455,
3.2,0.067867,2.8335,-3.1104,-0.12856,-0.20827,
3.4,0.068611,2.8313,-3.1089,-0.15991,-0.22214,
3.6,0.06943,2.829,-3.1071,-0.19375,-0.23617,
3.8,0.07033,2.8266,-3.1049,-0.23,-0.25038,
4,0.071318,2.8241,-3.1025,-0.26863,-0.2648,
4.2,0.072405,2.8216,-3.0996,-0.30956,-0.27945,
4.4,0.073597,2.8189,-3.0963,-0.35274,-0.29438,
4.6,0.074905,2.8162,-3.0925,-0.39811,-0.30962,
4.8,0.07634,2.8134,-3.0881,-0.4456,-0.32522,
5,0.077913,2.8104,-3.0832,-0.49516,-0.34122,
5.2,0.079637,2.8074,-3.0776,-0.54671,-0.35769,
5.4,0.081527,2.8043,-3.0713,-0.6002,-0.37469,
5.6,0.083597,2.801,-3.0642,-0.65554,-0.39228,
5.8,0.085865,2.7976,-3.0562,-0.71269,-0.41056,
6,0.088351,2.7942,-3.0473,-0.77155,-0.42961,
6.2,0.091076,2.7905,-3.0373,-0.83206,-0.44954,
6.4,0.094064,2.7868,-3.0261,-0.89414,-0.47045,
6.6,0.097344,2.7829,-3.0136,-0.95771,-0.49246,
6.8,0.10094,2.7788,-2.9997,-1.0227,-0.51573,
7,0.1049,2.7746,-2.9841,-1.089,-0.5404,
7.2,0.10926,2.7701,-2.9668,-1.1565,-0.56665,
7.4,0.11406,2.7655,-2.9474,-1.2251,-0.59467,
7.6,0.11936,2.7606,-2.9258,-1.2946,-0.62467,
7.8,0.12521,2.7556,-2.9016,-1.365,-0.6569,
8,0.13169,2.7502,-2.8745,-1.436,-0.69163,
8.2,0.13889,2.7446,-2.8442,-1.5075,-0.72915,
8.4,0.1469,2.7386,-2.8101,-1.5793,-0.7698,
8.6,0.15583,2.7323,-2.7717,-1.651,-0.81396,
8.8,0.16582,2.7256,-2.7285,-1.7222,-0.86203,
9,0.17703,2.7186,-2.6795,-1.7927,-0.91448,
9.2,0.18965,2.711,-2.6239,-1.8618,-0.97179,
9.4,0.20392,2.703,-2.5605,-1.9288,-1.0345,
9.6,0.22011,2.6945,-2.4881,-1.993,-1.1032,
9.8,0.23855,2.6855,-2.4049,-2.0532,-1.1784,
10,0.25966,2.6759,-2.309,-2.1081,-1.2607,
10.2,0.28393,2.6658,-2.1977,-2.1559,-1.3505,
10.4,0.31199,2.6552,-2.0681,-2.1943,-1.4478,
10.6,0.34458,2.6442,-1.9161,-2.2206,-1.5525,
10.8,0.38264,2.6329,-1.7371,-2.2313,-1.6633,
11,0.4273,2.6219,-1.5248,-2.2224,-1.7779,
11.2,0.47995,2.6116,-1.2718,-2.1898,-1.8918,
11.4,0.5423,2.6029,-0.96883,-2.1299,-1.9975,
11.6,0.61635,2.5969,-0.60456,-2.0417,-2.0837,
11.8,0.55216,2.5949,-0.16587,-1.9302,-2.1359,
12,0.45024,2.598,0.34682,-1.811,-2.1394,
12.2,0.33828,2.6058,0.91441,-1.7111,-2.0904,
12.4,0.22053,2.6158,1.5131,-1.659,-2.0046,
12.6,0.10075,2.6243,2.1206,-1.6694,-1.915,
12.8,-0.018407,2.6281,2.7202,-1.7336,-1.8577,
13,0.13562,2.6257,-2.9794,-1.8235,-1.8566,
13.2,0.25115,2.6175,-2.4099,-1.9043,-1.9151,
13.4,0.36682,2.6061,-1.8429,-1.9454,-2.0183,
13.6,0.48573,2.5948,-1.2597,-1.9283,-2.1379,
13.8,0.61199,2.5871,-0.63613,-1.8508,-2.2377,
14,0.50626,2.5862,0.054861,-1.7329,-2.2815,
14.2,0.35574,2.5927,0.81394,-1.6203,-2.2492,
14.4,0.19853,2.6029,1.6103,-1.5673,-2.1614,
14.6,0.039784,2.6104,2.4115,-1.5978,-2.0767,
14.8,0.11727,2.6102,-3.0866,-1.6842,-2.0536,
15,0.27185,2.602,-2.3219,-1.7667,-2.1119,
15.2,0.42584,2.5901,-1.5639,-1.7908,-2.2252,
15.4,0.58352,2.5805,-0.78508,-1.734,-2.3378,
15.6,0.50586,2.5787,0.04942,-1.618,-2.3897,
15.8,0.32762,2.5858,0.94772,-1.5077,-2.3509,
16,0.1436,2.5961,1.8781,-1.4753,-2.2568,
16.2,-0.040616,2.6008,2.8039,-1.5354,-2.1917,
16.4,0.22206,2.5957,-2.5772,-1.6278,-2.2166,
16.6,0.40125,2.5841,-1.6929,-1.6706,-2.3209,
16.8,0.5823,2.574,-0.79771,-1.6207,-2.4364,
17,0.48486,2.5727,0.14839,-1.5028,-2.484,
17.2,0.28535,2.5809,1.1541,-1.4013,-2.4312,
17.4,0.081498,2.5905,2.183,-1.3966,-2.3361,
17.6,0.12125,2.5916,-3.0854,-1.4788,-2.3015,
17.8,0.32088,2.5824,-2.0964,-1.556,-2.3709,
18,0.51953,2.5707,-1.1149,-1.5445,-2.492,
18.2,0.53339,2.5662,-0.10076,-1.4404,-2.5668,
18.4,0.32045,2.5728,0.97057,-1.3268,-2.5341,
18.6,0.10189,2.5829,2.0735,-1.3062,-2.4387,
18.8,0.11597,2.5848,-3.1186,-1.3847,-2.3973,
19,0.33053,2.5756,-2.055,-1.4615,-2.4671,
19.2,0.54383,2.5641,-0.99996,-1.4416,-2.588,
19.4,0.49422,2.5613,0.090171,-1.3292,-2.6485,
19.6,0.26709,2.5696,1.2342,-1.2285,-2.5949,
19.8,0.036148,2.5785,2.3978,-1.2394,-2.5027,
20,0.19286,2.5764,-2.7425,-1.3307,-2.4969,
20.2,0.41852,2.5649,-1.6257,-1.3776,-2.598,
20.4,0.61201,2.5561,-0.50389,-1.31,-2.7053,
20.6,0.37782,2.5593,0.67026,-1.1871,-2.7094,
20.8,0.13594,2.5698,1.8901,-1.1409,-2.6189,
21,-0.10604,2.5729,3.1031,-1.2117,-2.5668,
