"t","u","r","y","em_x","em_y",
0,0.089202,2.3033,1.8573,0,0,
0.2,0.088558,2.3001,1.8573,-0.0089132,-0.03829,
0.4,0.087938,2.297,1.8573,-0.018674,-0.073704,
0.6,0.087343,2.2941,1.8573,-0.02928,-0.10625,
0.8,0.08677,2.2912,1.8574,-0.040729,-0.13593,
1,0.086215,2.2885,1.8574,-0.053017,-0.16277,
1.2,0.085676,2.2859,1.8576,-0.066141,-0.18678,
1.4,0.085148,2.2835,1.8577,-0.080095,-0.20798,
1.6,0.084627,2.2812,1.858,-0.094875,-0.2264,
1.8,0.084107,2.2789,1.8584,-0.11048,-0.24207,
2,0.083583,2.2769,1.8589,-0.1269,-0.25501,
2.2,0.083048,2.2749,1.8596,-0.14413,-0.26527,
2.4,0.082496,2.273,1.8606,-0.16218,-0.27289,
2.6,0.081921,2.2713,1.8617,-0.18104,-0.2779,
2.8,0.081316,2.2697,1.8631,-0.20072,-0.28035,
3,0.080674,2.2681,1.8648,-0.22121,-0.2803,
3.2,0.079988,2.2667,1.8668,-0.24253,-0.2778,
3.4,0.079251,2.2654,1.8692,-0.26469,-0.2729,
3.6,0.078457,2.2642,1.8719,-0.28769,-0.26567,
3.8,0.077599,2.263,1.875,-0.31155,-0.25615,
4,0.076672,2.262,1.8786,-0.3363,-0.24443,
4.2,0.07567,2.261,1.8827,-0.36195,-0.23056,
4.4,0.074587,2.2601,1.8872,-0.38852,-0.21462,
4.6,0.073419,2.2592,1.8922,-0.41604,-0.19668,
4.8,0.072163,2.2585,1.8976,-0.44455,-0.17681,
5,0.070815,2.2577,1.9036,-0.47408,-0.15509,
5.2,0.069374,2.257,1.9101,-0.50466,-0.13159,
5.4,0.067837,2.2563,1.9172,-0.53632,-0.10639,
5.6,0.066204,2.2557,1.9247,-0.5691,-0.079584,
5.8,0.064476,2.2551,1.9327,-0.60305,-0.05124,
6,0.062654,2.2544,1.9412,-0.63819,-0.021445,
6.2,0.060741,2.2538,1.9501,-0.67457,0.0097187,
6.4,0.058739,2.2532,1.9595,-0.71223,0.042168,
6.6,0.056652,2.2525,1.9693,-0.75119,0.075819,
6.8,0.054486,2.2519,1.9794,-0.79149,0.11059,
7,0.052245,2.2512,1.9899,-0.83315,0.1464,
7.2,0.049936,2.2504,2.0007,-0.87622,0.18316,
7.4,0.047566,2.2496,2.0118,-0.92071,0.2208,
7.6,0.045142,2.2488,2.0231,-0.96663,0.25923,
7.8,0.042671,2.2479,2.0345,-1.014,0.29839,
8,0.040161,2.2469,2.0461,-1.0629,0.3382,
8.2,0.037619,2.2459,2.0578,-1.1132,0.37858,
8.4,0.035053,2.2448,2.0695,-1.165,0.41947,
8.6,0.032472,2.2436,2.0812,-1.2182,0.46081,
8.8,0.029881,2.2423,2.0929,-1.2729,0.50253,
9,0.027289,2.2409,2.1045,-1.3291,0.54457,
9.2,0.024702,2.2395,2.1159,-1.3867,0.58689,
9.4,0.022125,2.2379,2.1273,-1.4457,0.62942,
9.6,0.019565,2.2363,2.1384,-1.5061,0.67213,
9.8,0.017027,2.2345,2.1494,-1.5679,0.71497,
10,0.014514,2.2327,2.1601,-1.631,0.7579,
10.2,0.012031,2.2308,2.1706,-1.6955,0.80089,
10.4,0.0095794,2.2288,2.1809,-1.7612,0.8439,
10.6,0.0071627,2.2267,2.1909,-1.8281,0.88691,
10.8,0.0047818,2.2245,2.2006,-1.8963,0.92988,
11,0.0024376,2.2222,2.21,-1.9656,0.9728,
