"t","u","r","y","em_x","em_y",
0,0.056486,2.5001,2.2177,0,0,
0.2,0.056703,2.5012,2.2177,0.0054868,0.0094493,
0.4,0.056937,2.5024,2.2177,0.0091669,0.021291,
0.6,0.057186,2.5036,2.2177,0.011044,0.035519,
0.8,0.057451,2.505,2.2177,0.011124,0.052126,
1,0.057729,2.5064,2.2177,0.0094148,0.071102,
1.2,0.058019,2.5079,2.2178,0.0059275,0.09243,
1.4,0.058319,2.5095,2.2179,0.0006743,0.11609,
1.6,0.058627,2.5111,2.218,-0.0063305,0.14207,
1.8,0.058939,2.5129,2.2182,-0.015071,0.17034,
2,0.059253,2.5147,2.2184,-0.02553,0.20087,
2.2,0.059566,2.5166,2.2188,-0.037688,0.23364,
2.4,0.059872,2.5186,2.2192,-0.051527,0.2686,
2.6,0.06017,2.5206,2.2198,-0.067026,0.30573,
2.8,0.060454,2.5227,2.2205,-0.084165,0.34498,
3,0.060719,2.5249,2.2213,-0.10292,0.3863,
3.2,0.060961,2.5272,2.2224,-0.12328,0.42967,
3.4,0.061175,2.5295,2.2236,-0.14522,0.47501,
3.6,0.061356,2.5319,2.2251,-0.16871,0.52229,
3.8,0.061498,2.5343,2.2268,-0.19375,0.57145,
4,0.061596,2.5368,2.2288,-0.22032,0.62242,
4.2,0.061645,2.5394,2.2311,-0.24839,0.67516,
4.4,0.061639,2.542,2.2338,-0.27797,0.72959,
4.6,0.061574,2.5446,2.2367,-0.30902,0.78566,
4.8,0.061444,2.5473,2.2401,-0.34156,0.84329,
5,0.061245,2.55,2.2438,-0.37556,0.90241,
5.2,0.060971,2.5527,2.2479,-0.41102,0.96295,
5.4,0.060619,2.5555,2.2524,-0.44793,1.0248,
5.6,0.060185,2.5582,2.2573,-0.4863,1.088,
5.8,0.059666,2.561,2.2627,-0.52613,1.1523,
6,0.059058,2.5638,2.2685,-0.56741,1.2178,
6.2,0.058361,2.5666,2.2748,-0.61014,1.2843,
6.4,0.057572,2.5693,2.2815,-0.65433,1.3517,
6.6,0.05669,2.5721,2.2886,-0.69999,1.42,
6.8,0.055715,2.5748,2.2962,-0.74711,1.489,
7,0.054648,2.5775,2.3042,-0.7957,1.5588,
7.2,0.053491,2.5801,2.3127,-0.84577,1.6292,
7.4,0.052244,2.5827,2.3215,-0.89731,1.7001,
7.6,0.050912,2.5853,2.3307,-0.95033,1.7714,
7.8,0.049496,2.5878,2.3403,-1.0048,1.8431,
8,0.048002,2.5902,2.3502,-1.0608,1.9151,
8.2,0.046433,2.5926,2.3604,-1.1183,1.9874,
8.4,0.044794,2.5949,2.3709,-1.1772,2.0597,
8.6,0.043092,2.5971,2.3816,-1.2376,2.1321,
8.8,0.041332,2.5992,2.3925,-1.2994,2.2045,
9,0.03952,2.6012,2.4036,-1.3627,2.2768,
9.2,0.037663,2.6031,2.4148,-1.4274,2.349,
9.4,0.035766,2.6049,2.4261,-1.4935,2.421,
9.6,0.033838,2.6067,2.4375,-1.561,2.4928,
9.8,0.031883,2.6083,2.4489,-1.6299,2.5642,
10,0.029908,2.6098,2.4602,-1.7001,2.6353,
10.2,0.027921,2.6112,2.4716,-1.7717,2.706,
10.4,0.025925,2.6124,2.4828,-1.8445,2.7763,
10.6,0.023928,2.6136,2.494,-1.9185,2.8461,
10.8,0.021934,2.6147,2.505,-1.9938,2.9154,
11,0.019949,2.6156,2.5159,-2.0703,2.9842,
11.2,0.017977,2.6164,2.5266,-2.1479,3.0525,
11.4,0.016021,2.6172,2.5371,-2.2266,3.1202,
11.6,0.014086,2.6178,2.5473,-2.3064,3.1874,
11.8,0.012174,2.6183,2.5574,-2.3872,3.2539,
12,0.010289,2.6187,2.5672,-2.4691,3.3199,
12.2,0.0084311,2.6189,2.5768,-2.5519,3.3853,
12.4,0.006603,2.6191,2.5861,-2.6356,3.45,
12.6,0.0048054,2.6192,2.5952,-2.7203,3.5142,
12.8,0.0030391,2.6192,2.604,-2.8057,3.5778,
13,0.0013043,2.6191,2.6125,-2.8921,3.6408,
13.2,-0.00039952,2.6189,2.6208,-2.9792,3.7031,
13.4,-0.0020728,2.6185,2.6289,-3.067,3.765,
13.6,-0.0037166,2.6181,2.6367,-3.1556,3.8262,
13.8,-0.005331,2.6177,2.6443,-3.2449,3.8868,
14,-0.0069162,2.6171,2.6517,-3.3348,3.9469,
14.2,-0.0084717,2.6164,2.6588,-3.4254,4.0064,
14.4,-0.0099967,2.6157,2.6657,-3.5166,4.0654,
14.6,-0.01149,2.6149,2.6723,-3.6084,4.1238,
14.8,-0.012951,2.614,2.6787,-3.7007,4.1817,
15,-0.014377,2.613,2.6849,-3.7936,4.2391,
15.2,-0.015767,2.612,2.6908,-3.887,4.296,
15.4,-0.017117,2.6109,2.6965,-3.9808,4.3525,
15.6,-0.018426,2.6097,2.7019,-4.0751,4.4084,
15.8,-0.019692,2.6085,2.707,-4.1699,4.4639,
16,-0.02091,2.6072,2.7118,-4.265,4.519,
16.2,-0.02208,2.6059,2.7163,-4.3605,4.5737,
16.4,-0.023196,2.6045,2.7205,-4.4564,4.628,
16.6,-0.024258,2.603,2.7243,-4.5526,4.682,
16.8,-0.025261,2.6015,2.7279,-4.6492,4.7357,
17,-0.026203,2.6,2.731,-4.746,4.789,
17.2,-0.027082,2.5985,2.7339,-4.8431,4.8422,
17.4,-0.027894,2.5969,2.7363,-4.9404,4.895,
17.6,-0.028637,2.5952,2.7384,-5.0379,4.9478,
17.8,-0.029309,2.5936,2.7401,-5.1357,5.0003,
18,-0.029908,2.5919,2.7415,-5.2336,5.0528,
18.2,-0.030432,2.5903,2.7424,-5.3317,5.1051,
18.4,-0.03088,2.5886,2.743,-5.4299,5.1575,
18.6,-0.031251,2.5869,2.7431,-5.5282,5.2098,
18.8,-0.031544,2.5852,2.7429,-5.6266,5.2622,
19,-0.031759,2.5835,2.7423,-5.725,5.3146,
19.2,-0.031896,2.5818,2.7413,-5.8235,5.3672,
19.4,-0.031954,2.5801,2.7399,-5.922,5.4199,
19.6,-0.031936,2.5785,2.7381,-6.0206,5.4728,
19.8,-0.031841,2.5768,2.736,-6.119,5.526,
20,-0.031672,2.5752,2.7336,-6.2175,5.5794,
20.2,-0.031431,2.5736,2.7308,-6.3159,5.6331,
20.4,-0.031119,2.5721,2.7277,-6.4142,5.6872,
20.6,-0.030739,2.5705,2.7242,-6.5125,5.7416,
20.8,-0.030294,2.5691,2.7205,-6.6106,5.7964,
21,-0.029787,2.5676,2.7166,-6.7085,5.8517,
21.2,-0.029221,2.5662,2.7123,-6.8064,5.9074,
21.4,-0.0286,2.5649,2.7079,-6.9041,5.9635,
