"t","u","r","y","em_x","em_y",
0,0.068308,-2.9951,-3.3367,0,0,
0.2,0.069148,-2.9909,2.9465,-0.039383,0.036665,
0.4,0.070009,-2.9866,2.9465,-0.081706,0.073911,
0.6,0.070888,-2.9822,2.9465,-0.12696,0.11174,
0.8,0.071784,-2.9777,2.9465,-0.17515,0.15014,
1,0.072697,-2.9731,2.9466,-0.22624,0.18912,
1.2,0.073622,-2.9684,2.9467,-0.28023,0.22867,
1.4,0.074556,-2.9636,2.9468,-0.33709,0.26878,
1.6,0.075496,-2.9587,2.947,-0.3968,0.30946,
1.8,0.076437,-2.9537,2.9473,-0.45933,0.35068,
2,0.077374,-2.9486,2.9477,-0.52465,0.39244,
2.2,0.0783,-2.9435,2.9482,-0.59273,0.43473,
2.4,0.079209,-2.9382,2.949,-0.66353,0.47753,
2.6,0.080094,-2.9328,2.9499,-0.737,0.52083,
2.8,0.080946,-2.9274,2.9511,-0.81312,0.56459,
3,0.081758,-2.9218,2.9526,-0.89184,0.60881,
3.2,0.082519,-2.9162,2.9544,-0.97311,0.65344,
3.4,0.08322,-2.9105,2.9566,-1.0569,0.69845,
3.6,0.083852,-2.9047,2.9592,-1.1431,0.7438,
3.8,0.084403,-2.8989,2.9623,-1.2318,0.78946,
4,0.084863,-2.893,2.9659,-1.3228,0.83536,
4.2,0.085222,-2.8871,2.97,-1.4161,0.88146,
4.4,0.085468,-2.8811,2.9748,-1.5117,0.9277,
4.6,0.085591,-2.875,2.9802,-1.6096,0.97399,
4.8,0.085581,-2.8689,2.9864,-1.7096,1.0203,
5,0.085428,-2.8628,2.9932,-1.8117,1.0665,
5.2,0.085122,-2.8567,3.0009,-1.9159,1.1125,
5.4,0.084657,-2.8505,3.0094,-2.0221,1.1583,
5.6,0.084024,-2.8444,3.0187,-2.1303,1.2036,
5.8,0.083217,-2.8383,3.0288,-2.2403,1.2486,
6,0.082232,-2.8322,3.0398,-2.3523,1.2929,
6.2,0.081065,-2.8261,3.0517,-2.466,1.3366,
6.4,0.079715,-2.8201,3.0645,-2.5815,1.3795,
