"t","u","r","y","em_x","em_y",
0,-0.02917,0.86566,1.0115,0,0,
0.2,-0.029046,0.86628,1.0115,-0.018775,-0.031635,
0.4,-0.02893,0.86686,1.0115,-0.035959,-0.06073,
0.6,-0.028823,0.86739,1.0115,-0.051555,-0.087289,
0.8,-0.028725,0.86788,1.0115,-0.06557,-0.11132,
1,-0.028634,0.86833,1.0115,-0.078011,-0.13284,
1.2,-0.02855,0.86873,1.0115,-0.088886,-0.15185,
1.4,-0.028474,0.86909,1.0115,-0.098207,-0.16839,
1.6,-0.028404,0.86941,1.0114,-0.10599,-0.18246,
1.8,-0.02834,0.86969,1.0114,-0.11224,-0.1941,
2,-0.02828,0.86993,1.0113,-0.11699,-0.20333,
2.2,-0.028225,0.87012,1.0112,-0.12024,-0.21019,
2.4,-0.028173,0.87028,1.0111,-0.12203,-0.2147,
2.6,-0.028124,0.8704,1.011,-0.12236,-0.2169,
2.8,-0.028076,0.87048,1.0109,-0.12126,-0.21683,
3,-0.028028,0.87052,1.0107,-0.11876,-0.21454,
3.2,-0.02798,0.87052,1.0104,-0.11488,-0.21005,
3.4,-0.027931,0.87049,1.0101,-0.10963,-0.20343,
3.6,-0.027878,0.87043,1.0098,-0.10306,-0.19471,
3.8,-0.027822,0.87033,1.0094,-0.095179,-0.18394,
4,-0.027762,0.8702,1.009,-0.086016,-0.17118,
4.2,-0.027695,0.87004,1.0085,-0.075598,-0.15647,
4.4,-0.027622,0.86985,1.008,-0.06395,-0.13986,
4.6,-0.02754,0.86964,1.0073,-0.051099,-0.12141,
4.8,-0.027449,0.86939,1.0066,-0.037069,-0.10118,
5,-0.027348,0.86913,1.0059,-0.021888,-0.07921,
5.2,-0.027236,0.86883,1.005,-0.0055801,-0.055564,
5.4,-0.027112,0.86852,1.0041,0.01183,-0.030295,
5.6,-0.026975,0.86819,1.0031,0.030319,-0.0034597,
5.8,-0.026825,0.86784,1.002,0.049861,0.024888,
6,-0.026659,0.86748,1.0008,0.070435,0.054691,
6.2,-0.026478,0.8671,0.99949,0.092017,0.085894,
6.4,-0.026282,0.86671,0.99812,0.11459,0.11844,
6.6,-0.026068,0.86631,0.99665,0.13812,0.15228,
6.8,-0.025838,0.8659,0.99509,0.1626,0.18736,
7,-0.02559,0.86548,0.99343,0.188,0.22362,
7.2,-0.025325,0.86506,0.99169,0.21431,0.26101,
7.4,-0.025041,0.86464,0.98985,0.2415,0.29948,
7.6,-0.02474,0.86422,0.98791,0.26957,0.33897,
7.8,-0.02442,0.86379,0.98589,0.29848,0.37945,
8,-0.024082,0.86338,0.98379,0.32823,0.42085,
8.2,-0.023726,0.86296,0.98159,0.3588,0.46313,
8.4,-0.023352,0.86256,0.97932,0.39017,0.50625,
8.6,-0.022961,0.86216,0.97697,0.42232,0.55016,
8.8,-0.022553,0.86177,0.97454,0.45525,0.59481,
9,-0.022128,0.8614,0.97204,0.48893,0.64016,
9.2,-0.021687,0.86104,0.96948,0.52336,0.68617,
9.4,-0.021231,0.86069,0.96685,0.55851,0.7328,
9.6,-0.02076,0.86037,0.96417,0.59437,0.78001,
9.8,-0.020276,0.86005,0.96143,0.63094,0.82777,
10,-0.019778,0.85976,0.95865,0.66819,0.87603,
10.2,-0.019267,0.85949,0.95583,0.70611,0.92476,
10.4,-0.018746,0.85924,0.95297,0.7447,0.97394,
10.6,-0.018214,0.85902,0.95009,0.78393,1.0235,
10.8,-0.017672,0.85881,0.94717,0.82379,1.0735,
11,-0.017122,0.85864,0.94425,0.86427,1.1238,
11.2,-0.016564,0.85848,0.9413,0.90536,1.1744,
11.4,-0.015999,0.85836,0.93835,0.94704,1.2254,
11.6,-0.015429,0.85826,0.9354,0.9893,1.2766,
11.8,-0.014854,0.85818,0.93245,1.0321,1.328,
12,-0.014275,0.85814,0.92951,1.0755,1.3797,
12.2,-0.013693,0.85812,0.92659,1.1194,1.4316,
12.4,-0.01311,0.85813,0.92368,1.1639,1.4836,
12.6,-0.012525,0.85817,0.92079,1.2088,1.5359,
12.8,-0.01194,0.85823,0.91793,1.2543,1.5882,
13,-0.011355,0.85833,0.9151,1.3002,1.6407,
13.2,-0.010771,0.85845,0.91231,1.3467,1.6934,
13.4,-0.01019,0.85861,0.90956,1.3935,1.7461,
13.6,-0.009611,0.85879,0.90684,1.4409,1.799,
13.8,-0.0090354,0.85899,0.90417,1.4886,1.8519,
14,-0.0084636,0.85923,0.90155,1.5368,1.9048,
14.2,-0.0078961,0.85949,0.89897,1.5854,1.9579,
