"t","u","r","y","em_x","em_y",
0,-0.019891,-0.42161,-0.32215,0,0,
0.2,-0.019738,-0.42084,-0.32215,0.038396,-0.025613,
0.4,-0.019591,-0.42011,-0.32215,0.079635,-0.052174,
0.6,-0.01945,-0.4194,-0.32215,0.12371,-0.079683,
0.8,-0.019314,-0.41872,-0.32215,0.17062,-0.10814,
1,-0.019184,-0.41808,-0.32216,0.22034,-0.13753,
1.2,-0.019059,-0.41746,-0.32216,0.27285,-0.16785,
1.4,-0.01894,-0.41687,-0.32217,0.32815,-0.19911,
1.6,-0.018825,-0.41631,-0.32219,0.3862,-0.23128,
1.8,-0.018715,-0.41578,-0.32221,0.44697,-0.26436,
2,-0.018609,-0.41527,-0.32223,0.51044,-0.29835,
2.2,-0.018506,-0.4148,-0.32227,0.57657,-0.33322,
2.4,-0.018408,-0.41435,-0.32231,0.64532,-0.36897,
2.6,-0.018312,-0.41393,-0.32237,0.71666,-0.40559,
2.8,-0.018219,-0.41353,-0.32244,0.79055,-0.44306,
3,-0.018128,-0.41316,-0.32252,0.86693,-0.48136,
3.2,-0.018039,-0.41282,-0.32262,0.94576,-0.52049,
3.4,-0.017952,-0.4125,-0.32274,1.027,-0.56043,
3.6,-0.017865,-0.41221,-0.32288,1.1106,-0.60116,
3.8,-0.017778,-0.41193,-0.32304,1.1965,-0.64267,
4,-0.017692,-0.41168,-0.32322,1.2846,-0.68494,
4.2,-0.017605,-0.41145,-0.32343,1.3749,-0.72796,
4.4,-0.017517,-0.41125,-0.32366,1.4674,-0.77171,
4.6,-0.017428,-0.41106,-0.32392,1.562,-0.81617,
4.8,-0.017336,-0.41089,-0.32421,1.6585,-0.86132,
5,-0.017243,-0.41074,-0.32453,1.7571,-0.90716,
5.2,-0.017146,-0.41061,-0.32488,1.8575,-0.95367,
5.4,-0.017047,-0.41049,-0.32526,1.9598,-1.0008,
5.6,-0.016944,-0.41039,-0.32567,2.0639,-1.0486,
5.8,-0.016837,-0.41031,-0.32612,2.1697,-1.097,
6,-0.016726,-0.41023,-0.3266,2.2772,-1.146,
6.2,-0.016611,-0.41017,-0.32712,2.3864,-1.1956,
6.4,-0.016491,-0.41012,-0.32767,2.497,-1.2458,
6.6,-0.016365,-0.41009,-0.32826,2.6092,-1.2965,
6.8,-0.016234,-0.41006,-0.32889,2.7229,-1.3478,
7,-0.016098,-0.41004,-0.32955,2.8379,-1.3996,
7.2,-0.015955,-0.41003,-0.33025,2.9543,-1.4519,
7.4,-0.015807,-0.41002,-0.33099,3.072,-1.5048,
