"t","u","r","y","em_x","em_y",
0,-0.093852,0.24541,0.71467,0,0,
0.2,-0.094167,0.24383,0.71467,-0.033985,0.0077542,
0.4,-0.094509,0.24212,0.71466,-0.065706,0.017473,
0.6,-0.094876,0.24027,0.71465,-0.095167,0.029152,
0.8,-0.095266,0.23829,0.71462,-0.12238,0.042785,
1,-0.095675,0.23617,0.71454,-0.14734,0.058363,
1.2,-0.096098,0.23392,0.7144,-0.17008,0.075872,
1.4,-0.09653,0.23153,0.71418,-0.1906,0.095296,
1.6,-0.096965,0.22902,0.71384,-0.20893,0.11662,
1.8,-0.097395,0.22638,0.71335,-0.22508,0.13981,
2,-0.097812,0.22361,0.71267,-0.23907,0.16486,
2.2,-0.098208,0.22071,0.71176,-0.25092,0.19172,
2.4,-0.098573,0.2177,0.71056,-0.26065,0.22036,
2.6,-0.098895,0.21456,0.70904,-0.26829,0.25074,
2.8,-0.099165,0.21131,0.70714,-0.27384,0.28283,
3,-0.09937,0.20796,0.70481,-0.27734,0.31655,
3.2,-0.099499,0.20449,0.70198,-0.2788,0.35188,
3.4,-0.099538,0.20093,0.69862,-0.27823,0.38873,
3.6,-0.099476,0.19727,0.69465,-0.27565,0.42704,
3.8,-0.0993,0.19352,0.69003,-0.27106,0.46674,
4,-0.098998,0.1897,0.68469,-0.26447,0.50775,
4.2,-0.098557,0.18581,0.67859,-0.25589,0.54998,
4.4,-0.097967,0.18185,0.67169,-0.24532,0.59334,
4.6,-0.097217,0.17784,0.66393,-0.23275,0.63772,
4.8,-0.096297,0.17379,0.65528,-0.21819,0.68302,
5,-0.095199,0.16971,0.6457,-0.20162,0.72913,
5.2,-0.093915,0.16561,0.63518,-0.18304,0.77592,
5.4,-0.09244,0.1615,0.6237,-0.16244,0.82328,
5.6,-0.090771,0.1574,0.61126,-0.1398,0.87107,
5.8,-0.088905,0.15332,0.59785,-0.11513,0.91915,
6,-0.086843,0.14927,0.58349,-0.088404,0.96739,
6.2,-0.084586,0.14527,0.5682,-0.059628,1.0156,
6.4,-0.082138,0.14133,0.55202,-0.028797,1.0638,
6.6,-0.079505,0.13747,0.53499,0.0040884,1.1116,
6.8,-0.076697,0.13369,0.51717,0.039021,1.1591,
7,-0.073721,0.13001,0.49862,0.075989,1.206,
7.2,-0.070589,0.12645,0.4794,0.11497,1.2522,
7.4,-0.067316,0.12302,0.4596,0.15595,1.2976,
7.6,-0.063914,0.11973,0.4393,0.19889,1.342,
7.8,-0.060399,0.11659,0.41858,0.24376,1.3854,
8,-0.056786,0.11361,0.39754,0.2905,1.4275,
8.2,-0.053093,0.1108,0.37627,0.33908,1.4684,
8.4,-0.049335,0.10817,0.35485,0.38942,1.5079,
8.6,-0.045529,0.10572,0.33337,0.44148,1.5459,
8.8,-0.041691,0.10347,0.31192,0.49518,1.5823,
9,-0.037835,0.10141,0.29059,0.55046,1.6172,
9.2,-0.033977,0.099551,0.26944,0.60724,1.6504,
9.4,-0.03013,0.097893,0.24854,0.66544,1.6819,
9.6,-0.026306,0.096437,0.22797,0.725,1.7116,
9.8,-0.022516,0.095184,0.20776,0.78583,1.7397,
10,-0.018768,0.094133,0.18797,0.84786,1.7659,
10.2,-0.015071,0.093284,0.16864,0.91102,1.7904,
10.4,-0.01143,0.092633,0.14978,0.97522,1.8131,
10.6,-0.0078506,0.092177,0.13143,1.0404,1.834,
10.8,-0.0043347,0.091915,0.11359,1.1065,1.8533,
11,-0.00088362,0.091842,0.09626,1.1734,1.8708,
11.2,0.0025024,0.091953,0.079442,1.2412,1.8866,
11.4,0.0058251,0.092246,0.063121,1.3096,1.9008,
11.6,0.0090853,0.092716,0.047289,1.3787,1.9133,
11.8,0.012282,0.093357,0.031945,1.4484,1.9242,
12,0.015414,0.094167,0.017095,1.5187,1.9336,
12.2,0.018478,0.09514,0.0027514,1.5895,1.9414,
12.4,0.021467,0.09627,-0.011067,1.6608,1.9477,
12.6,0.024378,0.097553,-0.024336,1.7325,1.9526,
12.8,0.027202,0.098983,-0.037025,1.8046,1.9561,
13,0.02993,0.10055,-0.049099,1.877,1.9582,
13.2,0.032556,0.10226,-0.060522,1.9498,1.959,
13.4,0.035067,0.10409,-0.071251,2.0228,1.9587,
13.6,0.037456,0.10603,-0.081245,2.0961,1.9572,
13.8,0.03971,0.10809,-0.09046,2.1697,1.9546,
14,0.04182,0.11025,-0.09885,2.2435,1.951,
14.2,0.043775,0.1125,-0.10637,2.3175,1.9465,
14.4,0.045566,0.11484,-0.11299,2.3917,1.9412,
14.6,0.047181,0.11725,-0.11866,2.4661,1.9353,
14.8,0.048614,0.11972,-0.12335,2.5406,1.9287,
15,0.049854,0.12224,-0.12704,2.6154,1.9216,
15.2,0.050897,0.1248,-0.12969,2.6904,1.9142,
15.4,0.051736,0.12739,-0.13129,2.7655,1.9065,
15.6,0.052367,0.13,-0.13183,2.8409,1.8986,
15.8,0.052787,0.13262,-0.13132,2.9164,1.8907,
16,0.052995,0.13523,-0.12975,2.9921,1.8829,
16.2,0.052993,0.13783,-0.12714,3.0681,1.8753,
16.4,0.052783,0.1404,-0.12352,3.1443,1.8681,
16.6,0.052368,0.14293,-0.11891,3.2207,1.8613,
