"t","u","r","y","em_x","em_y",
0,-0.062941,2.3636,2.6783,0,0,
0.2,-0.063028,2.3632,2.6783,-0.032936,0.026386,
0.4,-0.063132,2.3627,2.6783,-0.068554,0.054111,
0.6,-0.063255,2.362,2.6783,-0.10685,0.083173,
0.8,-0.063393,2.3613,2.6783,-0.14781,0.11357,
1,-0.063547,2.3605,2.6783,-0.19143,0.14529,
1.2,-0.063714,2.3596,2.6782,-0.23768,0.17833,
1.4,-0.06389,2.3587,2.6781,-0.28655,0.21268,
1.6,-0.064075,2.3576,2.678,-0.33802,0.24833,
1.8,-0.064264,2.3564,2.6777,-0.39206,0.28527,
2,-0.064453,2.3552,2.6774,-0.44863,0.32348,
2.2,-0.06464,2.3538,2.677,-0.50771,0.36297,
2.4,-0.064819,2.3524,2.6765,-0.56926,0.4037,
2.6,-0.064986,2.3509,2.6758,-0.63323,0.44568,
2.8,-0.065136,2.3493,2.675,-0.69959,0.48888,
3,-0.065263,2.3477,2.674,-0.76828,0.53331,
3.2,-0.065364,2.3459,2.6728,-0.83927,0.57894,
3.4,-0.065431,2.3441,2.6713,-0.91248,0.62578,
3.6,-0.06546,2.3423,2.6696,-0.98788,0.6738,
3.8,-0.065445,2.3403,2.6676,-1.0654,0.72302,
4,-0.06538,2.3383,2.6652,-1.145,0.77342,
4.2,-0.065259,2.3363,2.6626,-1.2265,0.825,
4.4,-0.065078,2.3342,2.6596,-1.31,0.87777,
4.6,-0.064829,2.332,2.6562,-1.3954,0.93173,
4.8,-0.06451,2.3299,2.6524,-1.4825,0.98688,
5,-0.064114,2.3276,2.6482,-1.5714,1.0432,
5.2,-0.063637,2.3254,2.6436,-1.6619,1.1008,
5.4,-0.063075,2.3231,2.6385,-1.754,1.1596,
5.6,-0.062426,2.3208,2.6329,-1.8475,1.2196,
5.8,-0.061686,2.3185,2.6269,-1.9425,1.2809,
6,-0.060852,2.3162,2.6205,-2.0388,1.3435,
6.2,-0.059925,2.3139,2.6135,-2.1363,1.4074,
6.4,-0.058902,2.3116,2.6061,-2.235,1.4726,
6.6,-0.057783,2.3094,2.5983,-2.3348,1.5391,
6.8,-0.05657,2.3071,2.59,-2.4356,1.607,
7,-0.055265,2.3049,2.5812,-2.5372,1.6762,
7.2,-0.053868,2.3027,2.5721,-2.6397,1.7469,
7.4,-0.052384,2.3006,2.5625,-2.743,1.819,
7.6,-0.050816,2.2986,2.5526,-2.8469,1.8925,
7.8,-0.049168,2.2966,2.5424,-2.9513,1.9674,
8,-0.047446,2.2946,2.5319,-3.0563,2.0438,
8.2,-0.045654,2.2928,2.5211,-3.1617,2.1217,
8.4,-0.0438,2.291,2.51,-3.2675,2.201,
8.6,-0.041888,2.2893,2.4988,-3.3735,2.2818,
8.8,-0.039926,2.2877,2.4874,-3.4797,2.3641,
9,-0.038037,2.2856,2.4758,-3.5861,2.4478,

