"t","u","r","y","em_x","em_y",
0,0.08938,-0.43475,-0.88165,0,0,
0.2,0.088736,-0.43797,-0.88165,0.008233,0.031657,
0.4,0.088118,-0.44106,-0.88165,0.018372,0.061001,
0.6,0.087524,-0.44402,-0.88164,0.030414,0.088036,
0.8,0.086951,-0.44685,-0.88161,0.044351,0.11277,
1,0.086398,-0.44955,-0.88154,0.060176,0.13521,
1.2,0.08586,-0.45213,-0.88143,0.077878,0.15538,
1.4,0.085334,-0.45458,-0.88125,0.097445,0.17329,
1.6,0.084814,-0.4569,-0.88097,0.11886,0.18897,
1.8,0.084295,-0.4591,-0.88058,0.14211,0.20243,
2,0.083771,-0.46118,-0.88004,0.16718,0.21371,
2.2,0.083238,-0.46314,-0.87933,0.19406,0.22284,
2.4,0.082687,-0.46499,-0.87842,0.22271,0.22986,
2.6,0.082112,-0.46672,-0.87728,0.25314,0.23479,
2.8,0.081508,-0.46834,-0.87587,0.28531,0.2377,
3,0.080865,-0.46985,-0.87418,0.31923,0.23862,
3.2,0.080179,-0.47126,-0.87215,0.35486,0.23761,
3.4,0.079442,-0.47257,-0.86978,0.3922,0.23472,
3.6,0.078647,-0.47379,-0.86703,0.43123,0.23002,
3.8,0.077789,-0.47492,-0.86386,0.47196,0.22355,
4,0.07686,-0.47597,-0.86027,0.51435,0.2154,
4.2,0.075855,-0.47694,-0.85621,0.55842,0.20564,
4.4,0.07477,-0.47784,-0.85169,0.60416,0.19432,
4.6,0.0736,-0.47868,-0.84667,0.65155,0.18154,
4.8,0.07234,-0.47946,-0.84116,0.70061,0.16738,
5,0.070989,-0.48019,-0.83513,0.75133,0.1519,
5.2,0.069543,-0.48088,-0.8286,0.80372,0.13521,
5.4,0.068001,-0.48155,-0.82155,0.85777,0.11739,
5.6,0.066363,-0.48218,-0.814,0.91349,0.098517,
5.8,0.064629,-0.4828,-0.80595,0.97088,0.078694,
6,0.062801,-0.48341,-0.79742,1.0299,0.058007,
6.2,0.06088,-0.48403,-0.78843,1.0907,0.036549,
6.4,0.058871,-0.48465,-0.779,1.1531,0.01441,
6.6,0.056776,-0.48529,-0.76917,1.2172,-0.0083196,
6.8,0.054602,-0.48595,-0.75896,1.283,-0.03155,
7,0.052353,-0.48665,-0.74841,1.3504,-0.055195,
7.2,0.050036,-0.48738,-0.73756,1.4195,-0.079167,
7.4,0.047657,-0.48817,-0.72645,1.4902,-0.10338,
7.6,0.045223,-0.48901,-0.71512,1.5626,-0.12777,
7.8,0.042743,-0.48991,-0.70362,1.6366,-0.15224,
