"t","u","r","y","em_x","em_y",
0,0.033901,0.17251,0.0029977,0,0,
0.2,0.033915,0.17257,0.0029977,0.028087,0.0042103,
0.4,0.033938,0.17269,0.0029981,0.059171,0.0084295,
0.6,0.033972,0.17286,0.0029999,0.093246,0.012658,
0.8,0.034015,0.17308,0.0030045,0.1303,0.016895,
1,0.034066,0.17335,0.0030142,0.17033,0.021141,
1.2,0.034127,0.17366,0.0030316,0.2133,0.025396,
1.4,0.034194,0.17403,0.0030601,0.2592,0.029661,
1.6,0.034269,0.17445,0.0031033,0.30801,0.033935,
1.8,0.03435,0.17491,0.0031658,0.35969,0.03822,
2,0.034435,0.17543,0.0032521,0.41421,0.042515,
2.2,0.034524,0.17599,0.0033674,0.47153,0.046823,
2.4,0.034615,0.17659,0.0035175,0.53163,0.051144,
2.6,0.034707,0.17724,0.0037083,0.59445,0.05548,
2.8,0.034799,0.17794,0.0039461,0.65995,0.059835,
3,0.034888,0.17868,0.0042375,0.72809,0.06421,
3.2,0.034974,0.17946,0.0045896,0.79881,0.068611,
3.4,0.035054,0.18028,0.0050092,0.87207,0.07304,
3.6,0.035127,0.18114,0.0055038,0.94781,0.077504,
3.8,0.035191,0.18204,0.0060808,1.026,0.082009,
4,0.035245,0.18297,0.0067475,1.1065,0.08656,
4.2,0.035286,0.18394,0.0075113,1.1894,0.091167,
4.4,0.035312,0.18494,0.0083797,1.2745,0.095837,
4.6,0.035323,0.18597,0.0093599,1.3618,0.10058,
4.8,0.035315,0.18703,0.010459,1.4513,0.10541,
5,0.035287,0.18812,0.011683,1.5428,0.11033,
5.2,0.035238,0.18923,0.01304,1.6364,0.11537,
5.4,0.035165,0.19036,0.014534,1.7319,0.12052,
5.6,0.035068,0.19151,0.016172,1.8293,0.12582,
5.8,0.034944,0.19268,0.017959,1.9285,0.13126,
6,0.034792,0.19386,0.019898,2.0296,0.13688,
6.2,0.034612,0.19505,0.021994,2.1323,0.14268,
6.4,0.034401,0.19625,0.02425,2.2367,0.14868,
6.6,0.034159,0.19746,0.026667,2.3428,0.15491,
6.8,0.033885,0.19867,0.029247,2.4503,0.16138,
7,0.033578,0.19988,0.031991,2.5594,0.16811,
7.2,0.033237,0.20109,0.034898,2.6699,0.17512,
7.4,0.032864,0.20229,0.037967,2.7817,0.18243,
7.6,0.032456,0.20348,0.041196,2.8949,0.19007,
7.8,0.032015,0.20466,0.044582,3.0094,0.19804,
8,0.03154,0.20582,0.04812,3.125,0.20638,
8.2,0.031032,0.20697,0.051806,3.2419,0.2151,
8.4,0.030492,0.2081,0.055634,3.3598,0.22422,
8.6,0.02992,0.2092,0.059598,3.4789,0.23376,
8.8,0.029318,0.21028,0.06369,3.5989,0.24373,
9,0.028686,0.21133,0.067902,3.72,0.25416,
9.2,0.028025,0.21235,0.072226,3.842,0.26506,
9.4,0.027337,0.21334,0.076652,3.9648,0.27644,
9.6,0.026624,0.21429,0.081171,4.0885,0.28833,
9.8,0.025887,0.21521,0.085772,4.2131,0.30073,
10,0.025128,0.21609,0.090446,4.3383,0.31365,
10.2,0.024349,0.21693,0.095181,4.4644,0.32711,
10.4,0.023551,0.21772,0.099967,4.5911,0.34112,
10.6,0.022736,0.21847,0.10479,4.7184,0.35568,
10.8,0.021907,0.21918,0.10965,4.8464,0.3708,
11,0.021065,0.21984,0.11452,4.975,0.38648,
11.2,0.020212,0.22046,0.1194,5.1041,0.40273,
11.4,0.01935,0.22103,0.12428,5.2337,0.41956,
11.6,0.018481,0.22155,0.12915,5.3639,0.43696,
11.8,0.017606,0.22202,0.13399,5.4945,0.45493,
12,0.016728,0.22244,0.1388,5.6255,0.47347,
12.2,0.015849,0.22282,0.14357,5.757,0.49258,
12.4,0.014969,0.22314,0.1483,5.8888,0.51226,
12.6,0.014091,0.22342,0.15297,6.021,0.5325,
12.8,0.013215,0.22365,0.15757,6.1536,0.55329,
13,0.012344,0.22382,0.16211,6.2864,0.57463,
13.2,0.011478,0.22396,0.16657,6.4196,0.59651,
13.4,0.010618,0.22404,0.17095,6.553,0.61892,
13.6,0.0097661,0.22407,0.17524,6.6867,0.64186,
13.8,0.0089225,0.22406,0.17945,6.8207,0.66531,
14,0.0080881,0.22401,0.18356,6.9549,0.68927,
14.2,0.0072638,0.2239,0.18759,7.0893,0.71371,
14.4,0.0064499,0.22376,0.19151,7.2239,0.73864,
14.6,0.0056471,0.22357,0.19533,7.3587,0.76404,
14.8,0.0048555,0.22334,0.19906,7.4936,0.7899,
15,0.0040757,0.22307,0.20269,7.6287,0.8162,
15.2,0.0033077,0.22275,0.20621,7.764,0.84294,
15.4,0.0025515,0.2224,0.20964,7.8994,0.87011,
15.6,0.0018073,0.22201,0.21297,8.0349,0.89769,
15.8,0.001075,0.22158,0.21621,8.1706,0.92566,
16,0.00035429,0.22112,0.21935,8.3063,0.95403,
16.2,-0.00035509,0.22062,0.22239,8.4422,0.98277,
16.4,-0.0010532,0.22008,0.22535,8.5782,1.0119,
16.6,-0.0017406,0.21951,0.22822,8.7142,1.0413,
16.8,-0.0024174,0.21891,0.231,8.8503,1.0712,
17,-0.0030838,0.21828,0.2337,8.9866,1.1013,
17.2,-0.0037397,0.21762,0.23632,9.1228,1.1318,
17.4,-0.0043852,0.21692,0.23885,9.2592,1.1626,
17.6,-0.0050201,0.2162,0.2413,9.3955,1.1936,
17.8,-0.0056445,0.21545,0.24367,9.532,1.225,
18,-0.006258,0.21468,0.24596,9.6685,1.2567,
18.2,-0.0068603,0.21387,0.24817,9.805,1.2886,
18.4,-0.0074512,0.21304,0.2503,9.9416,1.3208,
18.6,-0.0080303,0.21219,0.25234,10.0782,1.3533,
18.8,-0.0085973,0.21131,0.2543,10.2149,1.386,
19,-0.0091515,0.21041,0.25617,10.3515,1.4189,
19.2,-0.0096926,0.20949,0.25796,10.4883,1.4521,
19.4,-0.01022,0.20855,0.25965,10.625,1.4854,
19.6,-0.010734,0.20759,0.26126,10.7618,1.519,
19.8,-0.011232,0.20661,0.26278,10.8985,1.5528,
20,-0.011716,0.20562,0.2642,11.0354,1.5867,
20.2,-0.012183,0.20461,0.26552,11.1722,1.6208,
20.4,-0.012634,0.20358,0.26675,11.309,1.6551,
20.6,-0.013069,0.20254,0.26788,11.4459,1.6895,
20.8,-0.013485,0.20148,0.26891,11.5828,1.724,
21,-0.013884,0.20042,0.26984,11.7197,1.7587,
21.2,-0.014264,0.19934,0.27066,11.8567,1.7935,
21.4,-0.014625,0.19826,0.27138,11.9936,1.8284,
21.6,-0.014966,0.19716,0.27199,12.1306,1.8633,
21.8,-0.015287,0.19606,0.2725,12.2677,1.8984,
22,-0.015588,0.19496,0.2729,12.4047,1.9335,
22.2,-0.015867,0.19385,0.27318,12.5418,1.9686,
22.4,-0.016125,0.19274,0.27336,12.6789,2.0038,
22.6,-0.016362,0.19162,0.27343,12.816,2.039,
22.8,-0.016577,0.19051,0.27339,12.9531,2.0742,
23,-0.016769,0.18939,0.27324,13.0903,2.1094,
23.2,-0.01694,0.18828,0.27298,13.2276,2.1446,
23.4,-0.017087,0.18717,0.27261,13.3648,2.1798,
23.6,-0.017213,0.18607,0.27213,13.5021,2.2149,
23.8,-0.017316,0.18497,0.27155,13.6395,2.25,
24,-0.017396,0.18388,0.27086,13.7769,2.285,
24.2,-0.017455,0.18279,0.27007,13.9143,2.32,
24.4,-0.017491,0.18172,0.26917,14.0518,2.3548,
24.6,-0.017505,0.18066,0.26818,14.1893,2.3896,
24.8,-0.017497,0.17961,0.26709,14.3269,2.4242,
25,-0.017469,0.17857,0.26591,14.4645,2.4587,
25.2,-0.017419,0.17754,0.26464,14.6022,2.4931,
25.4,-0.017349,0.17653,0.26328,14.74,2.5274,
25.6,-0.017259,0.17554,0.26183,14.8778,2.5615,
25.8,-0.017148,0.17456,0.26031,15.0156,2.5954,

