"train_bool","path_type","LOS_radius","em2vic_x","em2vic_y","theta_i","current_x","current_y","throttle","mem","step",,,
1,4,10,28.3407,12.3923,1.4345,-0.18599,-0.03781,3,100,0.0001,1e-06,0.1,

