"t","u","wt1","wt2","wt3","r","y","em_x","em_y",
0,0.7854,2.0949,0.092858,-1.699,1.7079,5.1304,0,0,
0.2,0.7854,2.0949,0.092858,-1.699,1.7093,-1.1528,0.018214,-0.031607,
0.4,0.7854,2.0949,0.092858,-1.699,1.7107,-1.1527,0.037645,-0.065954,
0.6,0.7854,2.0949,0.092858,-1.699,1.7123,-1.1525,0.058291,-0.10303,
0.8,0.7854,2.0949,0.092858,-1.699,1.7139,-1.152,0.080151,-0.14284,
1,0.7854,2.0949,0.092858,-1.699,1.7156,-1.1512,0.10323,-0.18535,
1.2,0.7854,2.0949,0.092858,-1.699,1.7174,-1.15,0.12752,-0.23055,
1.4,0.7854,2.0949,0.092858,-1.699,1.7193,-1.1482,0.15303,-0.27841,
1.6,0.7854,2.0949,0.092858,-1.699,1.7212,-1.1458,0.17977,-0.3289,
1.8,0.7854,2.0949,0.092858,-1.699,1.7233,-1.1426,0.20775,-0.38198,
2,0.7854,2.0949,0.092858,-1.699,1.7254,-1.1387,0.23701,-0.4376,
2.2,0.7854,2.0949,0.092858,-1.699,1.7276,-1.1339,0.26755,-0.49573,
2.4,0.7854,2.0949,0.092858,-1.699,1.73,-1.1281,0.29942,-0.55628,
2.6,0.7854,2.0949,0.092858,-1.699,1.7324,-1.1214,0.33265,-0.61921,
2.8,0.7854,2.0949,0.092858,-1.699,1.7349,-1.1135,0.3673,-0.68443,
3,0.7854,2.0949,0.092858,-1.699,1.7376,-1.1044,0.40342,-0.75186,
3.2,0.7854,2.0949,0.092858,-1.699,1.7404,-1.0942,0.44107,-0.82142,
3.4,0.7854,2.0949,0.092858,-1.699,1.7433,-1.0827,0.48032,-0.89301,
3.6,0.7854,2.0949,0.092858,-1.699,1.7463,-1.0699,0.52125,-0.96651,
3.8,0.7854,2.0949,0.092858,-1.699,1.7495,-1.0558,0.56394,-1.0418,
4,0.7854,2.0949,0.092858,-1.699,1.7529,-1.0403,0.60849,-1.1188,
4.2,0.7854,2.0949,0.092858,-1.699,1.7564,-1.0233,0.65497,-1.1973,
4.4,0.7854,2.0949,0.092858,-1.699,1.7602,-1.005,0.7035,-1.2773,
4.6,0.7854,2.0949,0.092858,-1.699,1.7641,-0.98517,0.75416,-1.3585,
4.8,0.7854,2.0949,0.092858,-1.699,1.7682,-0.9639,0.80707,-1.4407,
5,0.7854,2.0949,0.092858,-1.699,1.7725,-0.94114,0.86232,-1.5239,
5.2,0.7854,2.0949,0.092858,-1.699,1.7771,-0.91691,0.92001,-1.6078,
5.4,0.7854,2.0949,0.092858,-1.699,1.7819,-0.89118,0.98024,-1.6922,
5.6,0.7854,2.0949,0.092858,-1.699,1.787,-0.86398,1.0431,-1.7769,
5.8,0.7854,2.0949,0.092858,-1.699,1.7924,-0.8353,1.1087,-1.8617,
6,0.7854,2.0949,0.092858,-1.699,1.798,-0.80516,1.1771,-1.9464,
6.2,0.7854,2.0949,0.092858,-1.699,1.804,-0.77356,1.2483,-2.0307,
6.4,0.7854,2.0949,0.092858,-1.699,1.8102,-0.74053,1.3225,-2.1144,
6.6,0.7854,2.0949,0.092858,-1.699,1.8167,-0.70608,1.3997,-2.1973,
6.8,0.7854,2.0949,0.092858,-1.699,1.8236,-0.67023,1.4798,-2.279,
7,0.7854,2.0949,0.092858,-1.699,1.8308,-0.63301,1.563,-2.3592,
7.2,0.7854,2.0949,0.092858,-1.699,1.8383,-0.59444,1.6493,-2.4378,
7.4,0.7854,2.0949,0.092858,-1.699,1.8462,-0.55454,1.7385,-2.5144,
7.6,0.7854,2.0949,0.092858,-1.699,1.8544,-0.51336,1.8307,-2.5888,
7.8,0.7854,2.0949,0.092858,-1.699,1.8629,-0.47091,1.9258,-2.6606,
8,0.7854,2.0949,0.092858,-1.699,1.8718,-0.42722,2.0237,-2.7295,
8.2,0.7854,2.0949,0.092858,-1.699,1.881,-0.38233,2.1244,-2.7953,
8.4,0.7854,2.0949,0.092858,-1.699,1.8905,-0.33628,2.2277,-2.8578,
8.6,0.7854,2.0949,0.092858,-1.699,1.9004,-0.28908,2.3334,-2.9165,
8.8,0.7854,2.0949,0.092858,-1.699,1.9105,-0.24079,2.4414,-2.9712,
9,0.7854,2.0949,0.092858,-1.699,1.921,-0.19142,2.5514,-3.0218,
9.2,0.7854,2.0949,0.092858,-1.699,1.9317,-0.14101,2.6633,-3.0678,
9.4,0.7854,2.0949,0.092858,-1.699,1.9426,-0.089605,2.7768,-3.1092,
9.6,0.7854,2.0949,0.092858,-1.699,1.9538,-0.037226,2.8916,-3.1456,
9.8,0.7854,2.0949,0.092858,-1.699,1.9652,0.016092,3.0075,-3.1769,
10,0.7854,2.0949,0.092858,-1.699,1.9768,0.070315,3.1241,-3.2028,
10.2,0.7854,2.0949,0.092858,-1.699,1.9886,0.12541,3.2411,-3.2233,
10.4,0.7854,2.0949,0.092858,-1.699,2.0005,0.18135,3.3581,-3.2382,
10.6,0.7854,2.0949,0.092858,-1.699,2.0124,0.23809,3.4747,-3.2474,
10.8,0.7854,2.0949,0.092858,-1.699,2.0244,0.29562,3.5907,-3.2507,
11,0.7854,2.0949,0.092858,-1.699,2.0365,0.3539,3.7055,-3.2482,
11.2,0.7854,2.0949,0.092858,-1.699,2.0485,0.4129,3.8189,-3.2398,
11.4,0.7854,2.0949,0.092858,-1.699,2.0604,0.47259,3.9303,-3.2256,
11.6,0.7854,2.0949,0.092858,-1.699,2.0722,0.53294,4.0394,-3.2055,
11.8,0.7854,2.0949,0.092858,-1.699,2.0839,0.59393,4.1457,-3.1797,
