"train_bool","path_type","LOS_radius","em2vic_x","em2vic_y","theta_i","current_x","current_y","throttle","mem","step",,,
1,4,10,14.7737,0.67833,2.2771,-0.10756,0.14407,3,100,-0.0001,-1e-06,-0.01,

