"t","u","wt1","wt2","wt3","r","y","em_x","em_y",
0,-0.7854,6.6399,-0.0054995,-0.83588,1.0313,1.9717,0,0,
0.2,-0.7854,6.6399,-0.0054995,-0.83588,1.0303,1.9717,-0.0016231,0.017671,
0.4,-0.7854,6.6399,-0.0054995,-0.83588,1.029,1.9717,-0.004416,0.038103,
0.6,-0.7854,6.6399,-0.0054995,-0.83588,1.0274,1.9715,-0.0083755,0.061289,
0.8,-0.7854,6.6399,-0.0054995,-0.83588,1.0257,1.971,-0.013495,0.087221,
1,-0.7854,6.6399,-0.0054995,-0.83588,1.0237,1.9702,-0.019763,0.11589,
1.2,-0.7854,6.6399,-0.0054995,-0.83588,1.0214,1.9689,-0.027164,0.14728,
1.4,-0.7854,6.6399,-0.0054995,-0.83588,1.0189,1.9671,-0.035675,0.18138,
1.6,-0.7854,6.6399,-0.0054995,-0.83588,1.0162,1.9647,-0.045266,0.21818,
1.8,-0.7854,6.6399,-0.0054995,-0.83588,1.0133,1.9616,-0.055899,0.25766,
2,-0.7854,6.6399,-0.0054995,-0.83588,1.0101,1.9577,-0.067528,0.29979,
2.2,-0.7854,6.6399,-0.0054995,-0.83588,1.0067,1.9529,-0.080096,0.34458,
2.4,-0.7854,6.6399,-0.0054995,-0.83588,1.0031,1.9471,-0.093537,0.392,
2.6,-0.7854,6.6399,-0.0054995,-0.83588,0.99935,1.9403,-0.10778,0.44203,
2.8,-0.7854,6.6399,-0.0054995,-0.83588,0.99536,1.9324,-0.12273,0.49466,
3,-0.7854,6.6399,-0.0054995,-0.83588,0.99119,1.9234,-0.13829,0.54988,
3.2,-0.7854,6.6399,-0.0054995,-0.83588,0.98684,1.9132,-0.15436,0.60767,
3.4,-0.7854,6.6399,-0.0054995,-0.83588,0.98232,1.9017,-0.17082,0.66801,
3.6,-0.7854,6.6399,-0.0054995,-0.83588,0.97765,1.8889,-0.18753,0.73089,
3.8,-0.7854,6.6399,-0.0054995,-0.83588,0.97284,1.8747,-0.20436,0.79629,
4,-0.7854,6.6399,-0.0054995,-0.83588,0.9679,1.8592,-0.22115,0.86419,
4.2,-0.7854,6.6399,-0.0054995,-0.83588,0.96285,1.8423,-0.23774,0.93456,
4.4,-0.7854,6.6399,-0.0054995,-0.83588,0.95771,1.8239,-0.25396,1.0074,
4.6,-0.7854,6.6399,-0.0054995,-0.83588,0.95248,1.8041,-0.26963,1.0826,
4.8,-0.7854,6.6399,-0.0054995,-0.83588,0.9472,1.7829,-0.28456,1.1602,
5,-0.7854,6.6399,-0.0054995,-0.83588,0.94187,1.7601,-0.29854,1.2402,
5.2,-0.7854,6.6399,-0.0054995,-0.83588,0.93652,1.7359,-0.31139,1.3224,
5.4,-0.7854,6.6399,-0.0054995,-0.83588,0.93117,1.7101,-0.32288,1.4068,
5.6,-0.7854,6.6399,-0.0054995,-0.83588,0.92585,1.6829,-0.33281,1.4934,
5.8,-0.7854,6.6399,-0.0054995,-0.83588,0.92057,1.6543,-0.34095,1.582,
6,-0.7854,6.6399,-0.0054995,-0.83588,0.91536,1.6241,-0.34708,1.6726,
6.2,-0.7854,6.6399,-0.0054995,-0.83588,0.91024,1.5925,-0.35098,1.765,
6.4,-0.7854,6.6399,-0.0054995,-0.83588,0.90524,1.5595,-0.35243,1.8591,
6.6,-0.7854,6.6399,-0.0054995,-0.83588,0.90039,1.525,-0.3512,1.9548,
