"t","u","r","y","em_x","em_y",
0,-0.046229,-1.9329,-1.6247,0,0,
0.2,-0.045901,-1.9307,-1.6247,-0.037163,-0.036403,
0.4,-0.045587,-1.9287,-1.6247,-0.074487,-0.075799,
0.6,-0.045285,-1.9266,-1.6247,-0.11197,-0.11818,
0.8,-0.044997,-1.9247,-1.6248,-0.14962,-0.16354,
1,-0.044721,-1.9229,-1.6248,-0.18743,-0.21187,
1.2,-0.044456,-1.9212,-1.6248,-0.22539,-0.26313,
1.4,-0.044202,-1.9195,-1.6248,-0.26352,-0.31733,
1.6,-0.043957,-1.918,-1.6249,-0.3018,-0.37442,
1.8,-0.043721,-1.9165,-1.625,-0.34024,-0.43438,
2,-0.043491,-1.9151,-1.6252,-0.37884,-0.49718,
2.2,-0.043268,-1.9138,-1.6254,-0.4176,-0.56278,
2.4,-0.043048,-1.9126,-1.6256,-0.45651,-0.63114,
2.6,-0.042831,-1.9115,-1.6259,-0.49558,-0.70222,
2.8,-0.042616,-1.9104,-1.6263,-0.53482,-0.77598,
3,-0.0424,-1.9094,-1.6268,-0.57421,-0.85237,
3.2,-0.042182,-1.9085,-1.6273,-0.61377,-0.93135,
3.4,-0.041961,-1.9077,-1.628,-0.65351,-1.0128,
3.6,-0.041734,-1.9069,-1.6287,-0.69342,-1.0968,
3.8,-0.0415,-1.9063,-1.6296,-0.73351,-1.1832,
4,-0.041258,-1.9056,-1.6306,-0.77379,-1.272,
4.2,-0.041005,-1.9051,-1.6317,-0.81426,-1.3631,
4.4,-0.04074,-1.9046,-1.633,-0.85494,-1.4564,
4.6,-0.040462,-1.9041,-1.6344,-0.89584,-1.5519,
4.8,-0.040169,-1.9037,-1.636,-0.93697,-1.6496,
5,-0.03986,-1.9034,-1.6377,-0.97833,-1.7493,
5.2,-0.039533,-1.9031,-1.6396,-1.02,-1.851,
5.4,-0.039188,-1.9029,-1.6416,-1.0618,-1.9547,
5.6,-0.038822,-1.9027,-1.6439,-1.104,-2.0602,
5.8,-0.038435,-1.9025,-1.6463,-1.1465,-2.1676,
6,-0.038027,-1.9024,-1.6489,-1.1893,-2.2768,
6.2,-0.037595,-1.9023,-1.6516,-1.2324,-2.3876,
6.4,-0.03714,-1.9022,-1.6546,-1.2759,-2.5001,
6.6,-0.036662,-1.9021,-1.6577,-1.3197,-2.6142,
6.8,-0.036158,-1.9021,-1.661,-1.364,-2.7298,
7,-0.035631,-1.9021,-1.6645,-1.4086,-2.8468,
7.2,-0.035079,-1.902,-1.6682,-1.4537,-2.9653,
7.4,-0.034502,-1.902,-1.672,-1.4993,-3.0851,
7.6,-0.033901,-1.902,-1.676,-1.5453,-3.2062,
7.8,-0.033276,-1.902,-1.6802,-1.5918,-3.3286,
8,-0.032627,-1.902,-1.6845,-1.6388,-3.4521,
8.2,-0.031956,-1.9019,-1.6889,-1.6863,-3.5768,
8.4,-0.031262,-1.9019,-1.6935,-1.7344,-3.7025,
8.6,-0.030547,-1.9018,-1.6982,-1.783,-3.8293,
8.8,-0.029811,-1.9018,-1.703,-1.8322,-3.9571,
9,-0.029056,-1.9017,-1.708,-1.882,-4.0858,
9.2,-0.028283,-1.9016,-1.713,-1.9324,-4.2154,
9.4,-0.027492,-1.9014,-1.7181,-1.9834,-4.3458,
9.6,-0.026686,-1.9012,-1.7233,-2.0351,-4.4771,
9.8,-0.025865,-1.901,-1.7286,-2.0873,-4.6091,
10,-0.025031,-1.9008,-1.7339,-2.1402,-4.7418,
10.2,-0.024185,-1.9005,-1.7393,-2.1938,-4.8752,
10.4,-0.023329,-1.9002,-1.7446,-2.248,-5.0092,
10.6,-0.022464,-1.8998,-1.75,-2.3029,-5.1438,
10.8,-0.021591,-1.8994,-1.7555,-2.3584,-5.279,
11,-0.020712,-1.899,-1.7609,-2.4146,-5.4148,
11.2,-0.019829,-1.8985,-1.7663,-2.4715,-5.551,
11.4,-0.018942,-1.8979,-1.7716,-2.529,-5.6877,
11.6,-0.018053,-1.8973,-1.777,-2.5872,-5.8248,
11.8,-0.017164,-1.8967,-1.7823,-2.646,-5.9624,
12,-0.016275,-1.896,-1.7875,-2.7055,-6.1003,
12.2,-0.015387,-1.8953,-1.7927,-2.7656,-6.2386,
12.4,-0.014502,-1.8945,-1.7979,-2.8264,-6.3772,
12.6,-0.013621,-1.8937,-1.8029,-2.8878,-6.5162,
12.8,-0.012745,-1.8929,-1.8079,-2.9498,-6.6554,
13,-0.011874,-1.8919,-1.8128,-3.0124,-6.7949,
13.2,-0.011009,-1.891,-1.8176,-3.0757,-6.9346,
13.4,-0.010152,-1.89,-1.8223,-3.1395,-7.0745,
13.6,-0.0093023,-1.8889,-1.8269,-3.2039,-7.2147,
13.8,-0.0084609,-1.8878,-1.8314,-3.2688,-7.3551,
14,-0.0076284,-1.8867,-1.8358,-3.3343,-7.4956,
14.2,-0.006805,-1.8855,-1.8401,-3.4004,-7.6363,
14.4,-0.0059911,-1.8842,-1.8443,-3.4669,-7.7772,
14.6,-0.0051871,-1.8829,-1.8484,-3.534,-7.9182,
14.8,-0.0043931,-1.8816,-1.8523,-3.6016,-8.0593,
15,-0.003609,-1.8803,-1.8562,-3.6696,-8.2006,
15.2,-0.0028352,-1.8789,-1.86,-3.7382,-8.3419,
15.4,-0.0020715,-1.8774,-1.8636,-3.8072,-8.4833,
15.6,-0.0013178,-1.8759,-1.8672,-3.8766,-8.6249,
15.8,-0.00057398,-1.8744,-1.8706,-3.9465,-8.7665,
16,0.00016021,-1.8729,-1.8739,-4.0167,-8.9082,
16.2,0.00088494,-1.8713,-1.8772,-4.0874,-9.0499,
