"t","u","r","y","em_x","em_y",
0,0.15549,-1.9861,-3.0227,0,0,
0.2,0.15543,-1.9866,-3.0227,-0.011796,-0.036997,
0.4,0.1554,-1.9867,-3.0227,-0.026569,-0.074349,
0.6,0.15541,-1.9866,-3.0227,-0.044312,-0.11206,
0.8,0.15545,-1.9863,-3.0226,-0.065015,-0.15012,
1,0.15551,-1.9856,-3.0224,-0.088665,-0.18853,
1.2,0.15559,-1.9848,-3.022,-0.11524,-0.2273,
1.4,0.15567,-1.9837,-3.0215,-0.14473,-0.26643,
1.6,0.15574,-1.9823,-3.0206,-0.17709,-0.30592,
1.8,0.15579,-1.9807,-3.0193,-0.2123,-0.34579,
2,0.15581,-1.9788,-3.0175,-0.25033,-0.38604,
2.2,0.15577,-1.9767,-3.0152,-0.29114,-0.42669,
2.4,0.15567,-1.9744,-3.0122,-0.33468,-0.46779,
2.6,0.15547,-1.9718,-3.0083,-0.38091,-0.50935,
2.8,0.15517,-1.9691,-3.0036,-0.42977,-0.55143,
3,0.15475,-1.9661,-2.9977,-0.48122,-0.59408,
3.2,0.15418,-1.9629,-2.9908,-0.53518,-0.63738,
3.4,0.15345,-1.9595,-2.9825,-0.59161,-0.6814,
3.6,0.15253,-1.9559,-2.9728,-0.65041,-0.72624,
3.8,0.15141,-1.9522,-2.9616,-0.71152,-0.772,
4,0.15007,-1.9483,-2.9487,-0.77485,-0.81882,
4.2,0.14849,-1.9442,-2.9342,-0.84031,-0.86682,
4.4,0.14667,-1.94,-2.9178,-0.90779,-0.91615,
4.6,0.14458,-1.9357,-2.8996,-0.97719,-0.96698,
4.8,0.14221,-1.9313,-2.8794,-1.0484,-1.0195,
5,0.13956,-1.9268,-2.8573,-1.1212,-1.0738,
5.2,0.13662,-1.9223,-2.8331,-1.1956,-1.1302,
5.4,0.1334,-1.9177,-2.807,-1.2713,-1.1888,
5.6,0.12988,-1.9132,-2.779,-1.3482,-1.2498,
5.8,0.12607,-1.9086,-2.749,-1.4261,-1.3134,
6,0.12198,-1.9041,-2.7173,-1.5047,-1.3798,
6.2,0.11763,-1.8996,-2.6838,-1.5839,-1.4491,
6.4,0.11301,-1.8952,-2.6486,-1.6634,-1.5216,
6.6,0.10816,-1.891,-2.612,-1.743,-1.5972,
6.8,0.10308,-1.8869,-2.5741,-1.8224,-1.6763,
7,0.097797,-1.883,-2.5349,-1.9014,-1.7588,
7.2,0.092337,-1.8792,-2.4948,-1.9797,-1.8449,
7.4,0.08672,-1.8758,-2.4539,-2.0571,-1.9345,
7.6,0.080972,-1.8725,-2.4124,-2.1332,-2.0277,
7.8,0.075118,-1.8696,-2.3704,-2.2078,-2.1245,
8,0.069184,-1.867,-2.3282,-2.2807,-2.2248,
8.2,0.063194,-1.8646,-2.2859,-2.3517,-2.3286,
8.4,0.057174,-1.8626,-2.2438,-2.4206,-2.4357,
8.6,0.051145,-1.861,-2.202,-2.4871,-2.5462,
8.8,0.045129,-1.8597,-2.1606,-2.551,-2.6597,
9,0.039146,-1.8588,-2.1198,-2.6124,-2.7762,
9.2,0.033214,-1.8583,-2.0797,-2.6709,-2.8956,
9.4,0.027347,-1.8581,-2.0404,-2.7266,-3.0177,
9.6,0.021557,-1.8583,-2.002,-2.7793,-3.1422,
9.8,0.015855,-1.8589,-1.9646,-2.829,-3.269,
10,0.010247,-1.8598,-1.9281,-2.8756,-3.398,
10.2,0.0047374,-1.8611,-1.8927,-2.9192,-3.529,
10.4,-0.00067129,-1.8628,-1.8583,-2.9596,-3.6618,
10.6,-0.0059805,-1.8648,-1.8249,-2.997,-3.7962,
10.8,-0.011192,-1.8672,-1.7926,-3.0314,-3.9321,
11,-0.016307,-1.8699,-1.7611,-3.0627,-4.0694,
11.2,-0.021321,-1.8729,-1.7307,-3.091,-4.2079,
11.4,-0.02623,-1.8762,-1.7013,-3.1163,-4.3474,
11.6,-0.031026,-1.8799,-1.673,-3.1387,-4.4879,
11.8,-0.035697,-1.8838,-1.6458,-3.1583,-4.6293,
12,-0.040233,-1.888,-1.6198,-3.1751,-4.7713,
12.2,-0.044618,-1.8925,-1.595,-3.1893,-4.914,
12.4,-0.048837,-1.8972,-1.5716,-3.2009,-5.0572,
12.6,-0.052872,-1.9022,-1.5497,-3.2101,-5.2008,
12.8,-0.056705,-1.9074,-1.5293,-3.2171,-5.3448,
13,-0.060317,-1.9128,-1.5107,-3.2219,-5.4891,
13.2,-0.06369,-1.9184,-1.4938,-3.2248,-5.6337,
13.4,-0.066803,-1.9241,-1.4788,-3.2259,-5.7786,
13.6,-0.06964,-1.93,-1.4658,-3.2255,-5.9236,
13.8,-0.072181,-1.936,-1.4548,-3.2238,-6.0688,
14,-0.074412,-1.9422,-1.4461,-3.2209,-6.2143,
14.2,-0.076318,-1.9484,-1.4396,-3.2172,-6.3599,
14.4,-0.077887,-1.9547,-1.4354,-3.2129,-6.5057,
14.6,-0.07911,-1.961,-1.4336,-3.2082,-6.6517,
14.8,-0.07998,-1.9674,-1.4341,-3.2034,-6.798,
15,-0.080493,-1.9737,-1.4371,-3.1987,-6.9446,
15.2,-0.080649,-1.98,-1.4423,-3.1945,-7.0915,
15.4,-0.080449,-1.9863,-1.4499,-3.191,-7.2386,
15.6,-0.0799,-1.9925,-1.4598,-3.1884,-7.3861,
15.8,-0.07901,-1.9985,-1.4718,-3.187,-7.5339,
16,-0.077791,-2.0045,-1.4859,-3.187,-7.6821,
16.2,-0.076257,-2.0104,-1.502,-3.1887,-7.8306,
16.4,-0.074426,-2.016,-1.5199,-3.1923,-7.9794,
16.6,-0.072315,-2.0215,-1.5394,-3.1979,-8.1284,
16.8,-0.069946,-2.0268,-1.5605,-3.2059,-8.2777,
17,-0.06734,-2.0319,-1.583,-3.2163,-8.4272,
17.2,-0.064522,-2.0368,-1.6066,-3.2293,-8.5768,
17.4,-0.061515,-2.0414,-1.6313,-3.245,-8.7264,
17.6,-0.058342,-2.0457,-1.6568,-3.2636,-8.8759,
17.8,-0.055029,-2.0498,-1.6829,-3.2851,-9.0253,
18,-0.051597,-2.0536,-1.7096,-3.3096,-9.1746,
18.2,-0.048071,-2.0571,-1.7366,-3.3371,-9.3235,
18.4,-0.044472,-2.0603,-1.7638,-3.3676,-9.4719,
18.6,-0.04082,-2.0632,-1.7911,-3.4012,-9.6199,
18.8,-0.037134,-2.0658,-1.8182,-3.4379,-9.7674,
19,-0.033432,-2.0681,-1.8452,-3.4776,-9.9141,
19.2,-0.029729,-2.0701,-1.8719,-3.5202,-10.0601,
19.4,-0.026039,-2.0718,-1.8982,-3.5657,-10.2053,
19.6,-0.022373,-2.0732,-1.924,-3.6141,-10.3496,
19.8,-0.018744,-2.0743,-1.9493,-3.6652,-10.4929,
