"t","u","wt1","wt2","wt3","r","y","em_x","em_y",
0,0.11718,0.72164,0.016136,-3.6564,-0.023893,-0.60978,0,0,
0.2,0.11646,0.72164,0.016136,-3.6564,-0.027496,-0.60978,0.022201,0.035503,
0.4,0.11577,0.72164,0.016136,-3.6564,-0.030932,-0.60977,0.046859,0.06929,
0.6,0.11511,0.72164,0.016136,-3.6564,-0.034203,-0.60977,0.07397,0.10136,
0.8,0.11449,0.72164,0.016136,-3.6564,-0.03731,-0.60975,0.10352,0.13173,
1,0.11389,0.72164,0.016136,-3.6564,-0.040253,-0.60972,0.13551,0.1604,
1.2,0.11333,0.72164,0.016136,-3.6564,-0.043032,-0.60967,0.16992,0.18737,
1.4,0.11279,0.72164,0.016136,-3.6564,-0.04565,-0.60961,0.20673,0.21268,
1.6,0.11228,0.72164,0.016136,-3.6564,-0.048108,-0.60952,0.24591,0.23632,
1.8,0.1118,0.72164,0.016136,-3.6564,-0.050407,-0.60941,0.28746,0.25832,
2,0.11134,0.72164,0.016136,-3.6564,-0.05255,-0.60927,0.33134,0.27869,
2.2,0.11091,0.72164,0.016136,-3.6564,-0.054538,-0.6091,0.37752,0.29746,
2.4,0.11051,0.72164,0.016136,-3.6564,-0.056373,-0.60891,0.42597,0.31466,
2.6,0.11012,0.72164,0.016136,-3.6564,-0.058059,-0.60867,0.47667,0.3303,
2.8,0.10976,0.72164,0.016136,-3.6564,-0.059598,-0.6084,0.52957,0.34442,
3,0.10942,0.72164,0.016136,-3.6564,-0.060992,-0.6081,0.58464,0.35703,
3.2,0.1091,0.72164,0.016136,-3.6564,-0.062244,-0.60776,0.64184,0.36819,
3.4,0.1088,0.72164,0.016136,-3.6564,-0.063358,-0.60737,0.70113,0.3779,
3.6,0.10852,0.72164,0.016136,-3.6564,-0.064337,-0.60695,0.76247,0.38622,
3.8,0.10826,0.72164,0.016136,-3.6564,-0.065184,-0.60648,0.82582,0.39317,
4,0.10801,0.72164,0.016136,-3.6564,-0.065902,-0.60597,0.89113,0.39879,
4.2,0.10778,0.72164,0.016136,-3.6564,-0.066496,-0.60541,0.95837,0.40311,
4.4,0.10757,0.72164,0.016136,-3.6564,-0.066967,-0.60481,1.0275,0.40618,
4.6,0.10737,0.72164,0.016136,-3.6564,-0.067322,-0.60417,1.0984,0.40802,
4.8,0.10718,0.72164,0.016136,-3.6564,-0.067562,-0.60348,1.1711,0.40869,
5,0.10701,0.72164,0.016136,-3.6564,-0.067692,-0.60275,1.2456,0.40821,
5.2,0.10685,0.72164,0.016136,-3.6564,-0.067716,-0.60197,1.3218,0.40662,
5.4,0.1067,0.72164,0.016136,-3.6564,-0.067637,-0.60115,1.3996,0.40397,
5.6,0.10656,0.72164,0.016136,-3.6564,-0.067458,-0.60028,1.479,0.4003,
5.8,0.10644,0.72164,0.016136,-3.6564,-0.067186,-0.59936,1.5599,0.39563,
6,0.10632,0.72164,0.016136,-3.6564,-0.066821,-0.59841,1.6424,0.39002,
6.2,0.10621,0.72164,0.016136,-3.6564,-0.066369,-0.5974,1.7263,0.3835,
6.4,0.10611,0.72164,0.016136,-3.6564,-0.065834,-0.59636,1.8117,0.37611,
6.6,0.10601,0.72164,0.016136,-3.6564,-0.065218,-0.59527,1.8984,0.36788,
6.8,0.10592,0.72164,0.016136,-3.6564,-0.064526,-0.59414,1.9865,0.35886,
7,0.10584,0.72164,0.016136,-3.6564,-0.063761,-0.59297,2.0759,0.34907,
7.2,0.10577,0.72164,0.016136,-3.6564,-0.062926,-0.59176,2.1665,0.33857,
7.4,0.1057,0.72164,0.016136,-3.6564,-0.062026,-0.59051,2.2583,0.32737,
7.6,0.10563,0.72164,0.016136,-3.6564,-0.061063,-0.58922,2.3513,0.31553,
7.8,0.10557,0.72164,0.016136,-3.6564,-0.060041,-0.58789,2.4454,0.30306,
8,0.10551,0.72164,0.016136,-3.6564,-0.058963,-0.58652,2.5406,0.29001,
8.2,0.10546,0.72164,0.016136,-3.6564,-0.057832,-0.58512,2.6369,0.27641,
8.4,0.10541,0.72164,0.016136,-3.6564,-0.056652,-0.58369,2.7342,0.26228,
8.6,0.10536,0.72164,0.016136,-3.6564,-0.055425,-0.58222,2.8325,0.24767,
8.8,0.10531,0.72164,0.016136,-3.6564,-0.054154,-0.58071,2.9317,0.23259,
9,0.10527,0.72164,0.016136,-3.6564,-0.052843,-0.57918,3.0319,0.21708,
9.2,0.10522,0.72164,0.016136,-3.6564,-0.051493,-0.57761,3.1329,0.20117,
9.4,0.10518,0.72164,0.016136,-3.6564,-0.050107,-0.57602,3.2348,0.18488,
9.6,0.10514,0.72164,0.016136,-3.6564,-0.048689,-0.57439,3.3375,0.16824,
9.8,0.1051,0.72164,0.016136,-3.6564,-0.04724,-0.57274,3.4411,0.15128,
10,0.10506,0.72164,0.016136,-3.6564,-0.045763,-0.57106,3.5453,0.13401,
10.2,0.10502,0.72164,0.016136,-3.6564,-0.04426,-0.56936,3.6504,0.11647,
10.4,0.10498,0.72164,0.016136,-3.6564,-0.042733,-0.56763,3.7561,0.098677,
10.6,0.10494,0.72164,0.016136,-3.6564,-0.041185,-0.56587,3.8625,0.080651,
10.8,0.1049,0.72164,0.016136,-3.6564,-0.039617,-0.5641,3.9696,0.062413,
11,0.10485,0.72164,0.016136,-3.6564,-0.038032,-0.5623,4.0774,0.043986,
11.2,0.10481,0.72164,0.016136,-3.6564,-0.036432,-0.56048,4.1858,0.025387,
11.4,0.10476,0.72164,0.016136,-3.6564,-0.034817,-0.55864,4.2947,0.0066362,
11.6,0.10472,0.72164,0.016136,-3.6564,-0.033191,-0.55678,4.4043,-0.012249,
11.8,0.10467,0.72164,0.016136,-3.6564,-0.031554,-0.55491,4.5144,-0.031251,
12,0.10462,0.72164,0.016136,-3.6564,-0.029909,-0.55302,4.625,-0.050354,
12.2,0.10457,0.72164,0.016136,-3.6564,-0.028256,-0.55111,4.7362,-0.069542,
12.4,0.10452,0.72164,0.016136,-3.6564,-0.026598,-0.54918,4.8478,-0.0888,
12.6,0.10446,0.72164,0.016136,-3.6564,-0.024935,-0.54725,4.96,-0.10811,
12.8,0.1044,0.72164,0.016136,-3.6564,-0.023269,-0.54529,5.0726,-0.12747,
13,0.10435,0.72164,0.016136,-3.6564,-0.021601,-0.54333,5.1856,-0.14685,
13.2,0.10428,0.72164,0.016136,-3.6564,-0.019933,-0.54135,5.2991,-0.16625,
13.4,0.10422,0.72164,0.016136,-3.6564,-0.018265,-0.53936,5.4131,-0.18566,
13.6,0.10415,0.72164,0.016136,-3.6564,-0.016599,-0.53736,5.5274,-0.20505,
13.8,0.10408,0.72164,0.016136,-3.6564,-0.014936,-0.53535,5.6421,-0.22443,
14,0.10401,0.72164,0.016136,-3.6564,-0.013276,-0.53333,5.7573,-0.24378,
14.2,0.10394,0.72164,0.016136,-3.6564,-0.011622,-0.53131,5.8727,-0.26309,
14.4,0.10386,0.72164,0.016136,-3.6564,-0.0099725,-0.52927,5.9886,-0.28236,
14.6,0.10378,0.72164,0.016136,-3.6564,-0.0083298,-0.52723,6.1048,-0.30156,
14.8,0.1037,0.72164,0.016136,-3.6564,-0.0066942,-0.52518,6.2213,-0.32071,
15,0.10361,0.72164,0.016136,-3.6564,-0.0050669,-0.52312,6.3382,-0.33977,
15.2,0.10352,0.72164,0.016136,-3.6564,-0.0034482,-0.52106,6.4554,-0.35876,
15.4,0.10343,0.72164,0.016136,-3.6564,-0.001839,-0.51899,6.5728,-0.37766,
15.6,0.10334,0.72164,0.016136,-3.6564,-0.00024011,-0.51692,6.6906,-0.39647,
15.8,0.10324,0.72164,0.016136,-3.6564,0.0013481,-0.51485,6.8087,-0.41517,
16,0.10314,0.72164,0.016136,-3.6564,0.002925,-0.51277,6.927,-0.43377,
16.2,0.10304,0.72164,0.016136,-3.6564,0.0044899,-0.51069,7.0457,-0.45225,
16.4,0.10293,0.72164,0.016136,-3.6564,0.0060423,-0.5086,7.1646,-0.47061,
16.6,0.10282,0.72164,0.016136,-3.6564,0.0075816,-0.50652,7.2837,-0.48885,
16.8,0.10271,0.72164,0.016136,-3.6564,0.0091078,-0.50443,7.4031,-0.50696,
17,0.10259,0.72164,0.016136,-3.6564,0.01062,-0.50234,7.5227,-0.52494,
17.2,0.10247,0.72164,0.016136,-3.6564,0.012118,-0.50025,7.6426,-0.54277,
17.4,0.10235,0.72164,0.016136,-3.6564,0.013601,-0.49816,7.7627,-0.56047,
17.6,0.10223,0.72164,0.016136,-3.6564,0.015068,-0.49607,7.8831,-0.57802,
17.8,0.1021,0.72164,0.016136,-3.6564,0.016521,-0.49398,8.0036,-0.59542,
18,0.10197,0.72164,0.016136,-3.6564,0.017958,-0.49189,8.1244,-0.61266,
18.2,0.10184,0.72164,0.016136,-3.6564,0.019378,-0.4898,8.2454,-0.62975,
18.4,0.1017,0.72164,0.016136,-3.6564,0.020782,-0.48771,8.3665,-0.64668,
18.6,0.10156,0.72164,0.016136,-3.6564,0.02217,-0.48563,8.4879,-0.66344,
18.8,0.10142,0.72164,0.016136,-3.6564,0.023541,-0.48355,8.6095,-0.68004,
19,0.10127,0.72164,0.016136,-3.6564,0.024894,-0.48147,8.7313,-0.69648,
19.2,0.10112,0.72164,0.016136,-3.6564,0.02623,-0.47939,8.8532,-0.71274,
19.4,0.10097,0.72164,0.016136,-3.6564,0.027549,-0.47731,8.9753,-0.72883,
19.6,0.10082,0.72164,0.016136,-3.6564,0.028849,-0.47524,9.0976,-0.74474,
19.8,0.10066,0.72164,0.016136,-3.6564,0.030132,-0.47317,9.2201,-0.76048,
20,0.1005,0.72164,0.016136,-3.6564,0.031396,-0.47111,9.3428,-0.77604,
20.2,0.10034,0.72164,0.016136,-3.6564,0.032642,-0.46905,9.4656,-0.79142,
20.4,0.10017,0.72164,0.016136,-3.6564,0.03387,-0.46699,9.5885,-0.80661,
20.6,0.1,0.72164,0.016136,-3.6564,0.035078,-0.46494,9.7117,-0.82163,
20.8,0.099832,0.72164,0.016136,-3.6564,0.036268,-0.46289,9.835,-0.83646,
21,0.099658,0.72164,0.016136,-3.6564,0.03744,-0.46085,9.9584,-0.8511,
21.2,0.099481,0.72164,0.016136,-3.6564,0.038592,-0.45881,10.082,-0.86556,
21.4,0.099302,0.72164,0.016136,-3.6564,0.039725,-0.45678,10.2057,-0.87983,
21.6,0.099119,0.72164,0.016136,-3.6564,0.04084,-0.45476,10.3296,-0.89392,
21.8,0.098934,0.72164,0.016136,-3.6564,0.041935,-0.45274,10.4536,-0.90781,
22,0.098747,0.72164,0.016136,-3.6564,0.043011,-0.45072,10.5778,-0.92151,
22.2,0.098556,0.72164,0.016136,-3.6564,0.044067,-0.44871,10.7021,-0.93503,
22.4,0.098363,0.72164,0.016136,-3.6564,0.045103,-0.44671,10.8265,-0.94835,
22.6,0.098167,0.72164,0.016136,-3.6564,0.046121,-0.44472,10.9511,-0.96148,
22.8,0.097917,0.72164,0.016136,-3.6564,0.046857,-0.44273,11.0758,-0.97442,
23,0.097769,0.72164,0.016136,-3.6564,0.048098,-0.44075,11.2006,-0.98716,
