"t","u","wt1","wt2","wt3","r","y","em_x","em_y",
0,0.096483,0.70677,0.012766,-2.5838,-2.6979,-3.1803,0,0,
0.2,0.096764,0.70677,0.012766,-2.5838,-2.6965,3.1029,0.032802,0.031123,
0.4,0.097072,0.70677,0.012766,-2.5838,-2.6949,3.1029,0.062608,0.062363,
0.6,0.097407,0.70677,0.012766,-2.5838,-2.6932,3.1029,0.089425,0.093718,
0.8,0.097768,0.70677,0.012766,-2.5838,-2.6914,3.1029,0.11326,0.12519,
1,0.098155,0.70677,0.012766,-2.5838,-2.6895,3.1029,0.13414,0.15677,
1.2,0.098567,0.70677,0.012766,-2.5838,-2.6874,3.103,0.15206,0.18847,
1.4,0.099003,0.70677,0.012766,-2.5838,-2.6851,3.103,0.16706,0.22028,
1.6,0.099463,0.70677,0.012766,-2.5838,-2.6828,3.1031,0.17916,0.2522,
1.8,0.099945,0.70677,0.012766,-2.5838,-2.6803,3.1032,0.18839,0.28423,
2,0.10045,0.70677,0.012766,-2.5838,-2.6777,3.1033,0.19477,0.31637,
2.2,0.10097,0.70677,0.012766,-2.5838,-2.6749,3.1034,0.19836,0.34861,
2.4,0.10152,0.70677,0.012766,-2.5838,-2.672,3.1036,0.19917,0.38095,
2.6,0.10208,0.70677,0.012766,-2.5838,-2.669,3.1038,0.19727,0.41339,
2.8,0.10266,0.70677,0.012766,-2.5838,-2.6659,3.104,0.19268,0.44592,
3,0.10326,0.70677,0.012766,-2.5838,-2.6626,3.1043,0.18546,0.47854,
3.2,0.10388,0.70677,0.012766,-2.5838,-2.6592,3.1046,0.17565,0.51125,
3.4,0.10451,0.70677,0.012766,-2.5838,-2.6557,3.1049,0.16331,0.54403,
3.6,0.10515,0.70677,0.012766,-2.5838,-2.6521,3.1053,0.14849,0.57689,
3.8,0.10581,0.70677,0.012766,-2.5838,-2.6484,3.1057,0.13124,0.60982,
4,0.10647,0.70677,0.012766,-2.5838,-2.6446,3.1062,0.11162,0.6428,
4.2,0.10715,0.70677,0.012766,-2.5838,-2.6407,3.1068,0.089677,0.67584,
4.4,0.10784,0.70677,0.012766,-2.5838,-2.6366,3.1074,0.06548,0.70893,
4.6,0.10854,0.70677,0.012766,-2.5838,-2.6325,3.108,0.039083,0.74206,
4.8,0.10925,0.70677,0.012766,-2.5838,-2.6283,3.1087,0.010546,0.77521,
5,0.10996,0.70677,0.012766,-2.5838,-2.6239,3.1094,-0.020072,0.80839,
5.2,0.11068,0.70677,0.012766,-2.5838,-2.6195,3.1103,-0.052712,0.84158,
5.4,0.1114,0.70677,0.012766,-2.5838,-2.615,3.1111,-0.087313,0.87477,
5.6,0.11213,0.70677,0.012766,-2.5838,-2.6104,3.1121,-0.12382,0.90796,
5.8,0.11286,0.70677,0.012766,-2.5838,-2.6058,3.1131,-0.16216,0.94114,
6,0.1136,0.70677,0.012766,-2.5838,-2.601,3.1142,-0.20229,0.97428,
6.2,0.11433,0.70677,0.012766,-2.5838,-2.5962,3.1153,-0.24414,1.0074,
6.4,0.11507,0.70677,0.012766,-2.5838,-2.5914,3.1165,-0.28766,1.0405,
6.6,0.11581,0.70677,0.012766,-2.5838,-2.5864,3.1178,-0.33279,1.0735,
6.8,0.11654,0.70677,0.012766,-2.5838,-2.5814,3.1191,-0.37948,1.1064,
7,0.11727,0.70677,0.012766,-2.5838,-2.5763,3.1205,-0.42766,1.1393,
7.2,0.11801,0.70677,0.012766,-2.5838,-2.5712,3.122,-0.47729,1.1721,
7.4,0.11873,0.70677,0.012766,-2.5838,-2.566,3.1235,-0.5283,1.2047,
7.6,0.11946,0.70677,0.012766,-2.5838,-2.5608,3.1251,-0.58066,1.2373,
7.8,0.12018,0.70677,0.012766,-2.5838,-2.5555,3.1268,-0.6343,1.2697,
8,0.12089,0.70677,0.012766,-2.5838,-2.5502,3.1286,-0.68917,1.302,
8.2,0.1216,0.70677,0.012766,-2.5838,-2.5448,3.1304,-0.74524,1.3342,
8.4,0.12231,0.70677,0.012766,-2.5838,-2.5394,3.1323,-0.80245,1.3662,
8.6,0.12301,0.70677,0.012766,-2.5838,-2.5339,3.1342,-0.86075,1.398,
8.8,0.1237,0.70677,0.012766,-2.5838,-2.5284,3.1363,-0.9201,1.4297,
9,0.12438,0.70677,0.012766,-2.5838,-2.5229,3.1384,-0.98045,1.4612,
9.2,0.12506,0.70677,0.012766,-2.5838,-2.5174,3.1405,-1.0418,1.4924,
9.4,0.12572,0.70677,0.012766,-2.5838,-2.5118,-3.1404,-1.104,1.5235,
9.6,0.12638,0.70677,0.012766,-2.5838,-2.5062,-3.1381,-1.1671,1.5543,
9.8,0.12703,0.70677,0.012766,-2.5838,-2.5006,-3.1358,-1.2311,1.5849,
10,0.12767,0.70677,0.012766,-2.5838,-2.495,-3.1333,-1.2959,1.6153,
10.2,0.12831,0.70677,0.012766,-2.5838,-2.4893,-3.1308,-1.3614,1.6454,
10.4,0.12893,0.70677,0.012766,-2.5838,-2.4836,-3.1283,-1.4277,1.6753,
10.6,0.12954,0.70677,0.012766,-2.5838,-2.478,-3.1257,-1.4947,1.7049,
10.8,0.13014,0.70677,0.012766,-2.5838,-2.4723,-3.123,-1.5624,1.7342,
11,0.13073,0.70677,0.012766,-2.5838,-2.4666,-3.1202,-1.6307,1.7632,
11.2,0.13132,0.70677,0.012766,-2.5838,-2.4609,-3.1174,-1.6996,1.7919,
11.4,0.13189,0.70677,0.012766,-2.5838,-2.4551,-3.1146,-1.7691,1.8203,
11.6,0.13245,0.70677,0.012766,-2.5838,-2.4494,-3.1117,-1.8391,1.8484,
11.8,0.133,0.70677,0.012766,-2.5838,-2.4437,-3.1087,-1.9097,1.8762,
12,0.13354,0.70677,0.012766,-2.5838,-2.438,-3.1057,-1.9808,1.9036,
12.2,0.13406,0.70677,0.012766,-2.5838,-2.4323,-3.1026,-2.0523,1.9307,
12.4,0.13458,0.70677,0.012766,-2.5838,-2.4266,-3.0995,-2.1243,1.9575,
12.6,0.13508,0.70677,0.012766,-2.5838,-2.4209,-3.0963,-2.1968,1.9839,
12.8,0.13558,0.70677,0.012766,-2.5838,-2.4152,-3.0931,-2.2696,2.0099,
13,0.13606,0.70677,0.012766,-2.5838,-2.4095,-3.0898,-2.3428,2.0356,
13.2,0.13653,0.70677,0.012766,-2.5838,-2.4038,-3.0864,-2.4164,2.0609,
13.4,0.13699,0.70677,0.012766,-2.5838,-2.3981,-3.0831,-2.4903,2.0858,
13.6,0.13744,0.70677,0.012766,-2.5838,-2.3925,-3.0797,-2.5646,2.1103,
13.8,0.13788,0.70677,0.012766,-2.5838,-2.3868,-3.0762,-2.6391,2.1344,
14,0.1383,0.70677,0.012766,-2.5838,-2.3812,-3.0727,-2.714,2.1581,
14.2,0.13871,0.70677,0.012766,-2.5838,-2.3756,-3.0691,-2.7891,2.1815,
14.4,0.13912,0.70677,0.012766,-2.5838,-2.37,-3.0655,-2.8645,2.2044,
14.6,0.13951,0.70677,0.012766,-2.5838,-2.3644,-3.0619,-2.9401,2.2269,
14.8,0.13989,0.70677,0.012766,-2.5838,-2.3588,-3.0583,-3.0159,2.2489,
15,0.14025,0.70677,0.012766,-2.5838,-2.3533,-3.0546,-3.092,2.2706,
15.2,0.14061,0.70677,0.012766,-2.5838,-2.3478,-3.0508,-3.1682,2.2918,
15.4,0.14096,0.70677,0.012766,-2.5838,-2.3423,-3.047,-3.2447,2.3125,
15.6,0.14129,0.70677,0.012766,-2.5838,-2.3368,-3.0432,-3.3213,2.3329,
15.8,0.14161,0.70677,0.012766,-2.5838,-2.3313,-3.0394,-3.398,2.3528,
16,0.14192,0.70677,0.012766,-2.5838,-2.3259,-3.0355,-3.4749,2.3722,
16.2,0.14222,0.70677,0.012766,-2.5838,-2.3205,-3.0316,-3.552,2.3912,
16.4,0.14251,0.70677,0.012766,-2.5838,-2.3152,-3.0277,-3.6292,2.4098,
16.6,0.14279,0.70677,0.012766,-2.5838,-2.3098,-3.0238,-3.7064,2.4278,
16.8,0.14305,0.70677,0.012766,-2.5838,-2.3045,-3.0198,-3.7838,2.4454,
17,0.14331,0.70677,0.012766,-2.5838,-2.2992,-3.0158,-3.8613,2.4626,
17.2,0.14355,0.70677,0.012766,-2.5838,-2.294,-3.0117,-3.9389,2.4793,
17.4,0.14379,0.70677,0.012766,-2.5838,-2.2887,-3.0077,-4.0165,2.4955,
17.6,0.14401,0.70677,0.012766,-2.5838,-2.2835,-3.0036,-4.0942,2.5112,
17.8,0.14422,0.70677,0.012766,-2.5838,-2.2784,-2.9995,-4.172,2.5265,
18,0.14442,0.70677,0.012766,-2.5838,-2.2733,-2.9954,-4.2498,2.5413,
18.2,0.14461,0.70677,0.012766,-2.5838,-2.2682,-2.9912,-4.3276,2.5556,
18.4,0.14479,0.70677,0.012766,-2.5838,-2.2631,-2.9871,-4.4055,2.5695,
18.6,0.14496,0.70677,0.012766,-2.5838,-2.2581,-2.9829,-4.4834,2.5828,
18.8,0.14512,0.70677,0.012766,-2.5838,-2.2531,-2.9787,-4.5613,2.5957,
19,0.14527,0.70677,0.012766,-2.5838,-2.2482,-2.9745,-4.6393,2.608,
19.2,0.14541,0.70677,0.012766,-2.5838,-2.2432,-2.9703,-4.7172,2.6199,
19.4,0.14553,0.70677,0.012766,-2.5838,-2.2384,-2.966,-4.7952,2.6313,
19.6,0.14565,0.70677,0.012766,-2.5838,-2.2335,-2.9618,-4.8731,2.6422,
19.8,0.14576,0.70677,0.012766,-2.5838,-2.2287,-2.9575,-4.951,2.6527,
20,0.14585,0.70677,0.012766,-2.5838,-2.224,-2.9532,-5.0289,2.6626,
20.2,0.14594,0.70677,0.012766,-2.5838,-2.2192,-2.9489,-5.1067,2.672,
